name,cyrillic_name,population,latitude,longitude,state,country,percentageOfSessions
Fatḩobod,Фатҳобод,3154,38.6824257,69.5793427,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Asadullo,Асадулло,3151,37.7245059,68.6351204,Hatlon,Tajikistan,
Sarob,Сароб,3150,39.9888243,70.5796295,Suġd,Tajikistan,
Deḩlolo,Деҳлоло,3147,38.1258263,70.0315161,Hatlon,Tajikistan,
Tezragi Poën,Тезраги Поён,3144,38.5482223,68.9075011,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Fajzobod,Файзобод,3143,38.4799813,68.162537,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čorboġ,Чорбоғ,3139,37.9230136,68.7919948,Hatlon,Tajikistan,
Çavonī,Ҷавонӣ,3128,37.782196,69.6069454,Hatlon,Tajikistan,
Artuč,Артуч,3125,39.3327011,68.1119368,Suġd,Tajikistan,
Duoba,Дуоба,3125,38.6728464,68.7651328,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Meḩrobod,Меҳробод,3124,39.8895789,69.1276918,Suġd,Tajikistan,
Mavlavī,Мавлавӣ,3124,38.5451432,68.9470809,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ibroḩim Bozorov,Иброҳим Бозоров,3114,38.5048083,68.238983,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zargar,Заргар,3112,38.5687723,69.0920425,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Çangalparvar,Ҷангалпарвар,3111,37.5199592,68.4823269,Hatlon,Tajikistan,
Pahtakor,Пахтакор,3108,37.6694472,68.8084644,Hatlon,Tajikistan,
Regar,Регар,3106,38.5078854,68.1751203,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Çavonī,Ҷавонӣ,3102,38.7434953,69.6446595,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nuri Vahš,Нури Вахш,3101,37.4989549,68.4729285,Hatlon,Tajikistan,
Zirakī,Зиракӣ,3098,38.0029509,69.8368652,Hatlon,Tajikistan,
Meḩrobod,Меҳробод,3096,38.5325305,69.0509002,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Èngels,Энгелс,3089,37.566954,68.6491119,Hatlon,Tajikistan,
Poštiķūrġon,Поштиқӯрғон,3088,39.2472311,67.6526558,Suġd,Tajikistan,
Pahtaobod,Пахтаобод,3087,38.0412348,68.6557168,Hatlon,Tajikistan,
Daḩkat,Даҳкат,3084,39.708745,69.2523652,Suġd,Tajikistan,
Asbob,Асбоб,3082,38.5833364,68.22621,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pançrūd,Панҷрӯд,3077,39.3514093,68.052213,Suġd,Tajikistan,
Romit,Ромит,3077,38.7215122,69.3201889,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Oftobliķo,Офтоблиқо,3076,37.9792925,69.8246223,Hatlon,Tajikistan,
Taġojobod,Тағойобод,3067,38.2013506,68.9663707,Hatlon,Tajikistan,
Temurmalik,Темурмалик,3067,38.4720362,68.1350031,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nurobod,Нуробод,3063,39.8092576,69.2112932,Suġd,Tajikistan,
Abduraḩmoni Çomī,Абдураҳмони Ҷомӣ,3057,37.560984,68.5928766,Hatlon,Tajikistan,
Anoriston,Анористон,3046,38.1906625,69.0263561,Hatlon,Tajikistan,
Surhob,Сурхоб,3044,37.4460695,69.3103913,Hatlon,Tajikistan,
Hursandī,Хурсандӣ,3041,37.78444,68.8037143,Hatlon,Tajikistan,
Tuto,Туто,3038,37.9173631,69.854645,Hatlon,Tajikistan,
Burma,Бурма,3037,38.4539525,68.9238979,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pahtakor,Пахтакор,3035,37.6813243,68.5858926,Hatlon,Tajikistan,
Filmandar,Филмандар,3034,39.3828556,67.7591007,Suġd,Tajikistan,
Ķumsoj,Қумсой,3030,37.3409729,69.0113121,Hatlon,Tajikistan,
Baḩoriston,Баҳористон,3026,38.4289887,68.7495914,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pahtakor,Пахтакор,3025,37.9312178,69.779026,Hatlon,Tajikistan,
Hišekat,Хишекат,3023,39.6842218,69.2405757,Suġd,Tajikistan,
Nimič,Нимич,3022,39.0969688,70.6735012,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Rarz,Рарз,3021,39.3804469,68.7456077,Suġd,Tajikistan,
Sa'dii Šerozī,Саъдии Шерозӣ,3016,38.4937145,68.2404014,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Navobod,Навобод,3015,37.8852513,69.7410285,Hatlon,Tajikistan,
Aral,Арал,3012,38.0067657,68.825735,Hatlon,Tajikistan,
Šahrak,Шахрак,3010,40.1053093,70.6251057,Suġd,Tajikistan,
Zarbdor,Зарбдор,3010,37.3291964,68.7767449,Hatlon,Tajikistan,
Sattor Paçabov,Саттор Паҷабов,3009,38.5148462,68.1345605,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Toçikobod,Тоҷикобод,3001,40.1015627,69.5228333,Suġd,Tajikistan,
Ķarokençe,Қарокенҷе,3001,39.2354063,71.5213816,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Būston,Бӯстон,3001,38.5231889,68.3298958,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Navbaḩor,Навбаҳор,3000,37.2971252,68.1510688,Hatlon,Tajikistan,
Binokor,Бинокор,3000,37.2599124,68.1070016,Hatlon,Tajikistan,
Ķal'ačaimazor,Қалъачаимазор,2998,40.1498823,70.6054325,Suġd,Tajikistan,
Čašmasor,Чашмасор,2996,39.8235208,68.8751967,Suġd,Tajikistan,
Istiķlol,Истиқлол,2995,38.4458947,68.1123021,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Uzun,Узун,2991,38.5561904,68.4220458,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Honobod,Хонобод,2989,38.118203,69.8750714,Hatlon,Tajikistan,
Bahtovar,Бахтовар,2987,38.414992,68.1213354,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zarnisor,Зарнисор,2986,37.9430901,68.8466751,Hatlon,Tajikistan,
Maksim Gorkij,Максим Горкий,2985,37.4865614,68.625469,Hatlon,Tajikistan,
Maksim Gorkij,Максим Горкий,2981,38.5765791,68.2305239,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Davat,Дават,2965,37.942827,69.4748859,Hatlon,Tajikistan,
Marġzor,Марғзор,2951,37.4503524,69.3509025,Hatlon,Tajikistan,
Darhon,Дархон,2946,39.699209,69.1438727,Suġd,Tajikistan,
Zosun,Зосун,2941,39.3915778,68.6116848,Suġd,Tajikistan,
Fajzobod,Файзобод,2941,37.8092623,69.5483423,Hatlon,Tajikistan,
Šūrobi Afġon,Шӯроби Афғон,2940,38.5456448,68.6118985,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tošbek,Тошбек,2937,39.8748972,69.012922,Suġd,Tajikistan,
Sovetobod,Советобод,2937,37.6781429,68.824858,Hatlon,Tajikistan,
Šakardašt,Шакардашт,2937,37.1822043,69.1940854,Hatlon,Tajikistan,
Sitorai Surh,Ситораи Сурх,2935,38.536609,69.007759,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Moġiën,Моғиён,2920,39.2396464,67.6604248,Suġd,Tajikistan,
Daštigulo,Даштигуло,2920,37.7053717,69.4967797,Hatlon,Tajikistan,
Meḩnatobod,Меҳнатобод,2919,38.12665,68.6411823,Hatlon,Tajikistan,
Faroġat,Фароғат,2916,37.2509,68.1672091,Hatlon,Tajikistan,
Çomī,Ҷомӣ,2910,40.1911766,69.0902473,Suġd,Tajikistan,
Sa'dulloi Šarif,Саъдуллои Шариф,2903,37.7923483,69.5756391,Hatlon,Tajikistan,
Ķumšoḩ,Қумшоҳ,2903,37.2870887,68.1111444,Hatlon,Tajikistan,
Oli Somon,Оли Сомон,2901,38.2453693,69.0099848,Hatlon,Tajikistan,
Palos,Палос,2900,40.3096746,69.7430343,Suġd,Tajikistan,
Šūrob,Шӯроб,2900,40.0466624,70.5416189,Suġd,Tajikistan,
Istiķlol,Истиқлол,2894,37.7392625,68.7458892,Hatlon,Tajikistan,
Ançirkon,Анҷиркон,2889,37.6593044,69.5205085,Hatlon,Tajikistan,
Alovuddin,Аловуддин,2889,37.4936759,69.3741554,Hatlon,Tajikistan,
Meḩnatonod,Меҳнатонод,2887,40.1671504,69.2966624,Suġd,Tajikistan,
Ġarġara,Ғарғара,2886,38.1384853,69.4397548,Hatlon,Tajikistan,
Kofarniḩon,Кофарниҳон,2886,38.5983942,69.1083504,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hočildiëri Poën,Хочилдиёри Поён,2878,38.5682041,68.4838577,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķazoķ,Қазоқ,2876,37.962181,69.4832943,Hatlon,Tajikistan,
Navbunëd,Навбунёд,2876,38.4276827,68.7335065,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķalačai Arbob,Қалачаи Арбоб,2871,39.7595631,69.0529039,Suġd,Tajikistan,
Iškošim,Ишкошим,2862,36.7255293,71.6113385,Kūḩistoni Badahšon,Tajikistan,
Login,Логин,2861,40.1604187,68.883749,Suġd,Tajikistan,
Çonazarteppa,Ҷоназартеппа,2861,37.3845586,68.1851831,Hatlon,Tajikistan,
Navrūztella,Наврӯзтелла,2858,39.4643721,67.6327741,Suġd,Tajikistan,
Daštimarzo,Даштимарзо,2856,38.6455284,69.5526081,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pahtaobod,Пахтаобод,2855,37.6474731,68.5865464,Hatlon,Tajikistan,
Nurafšon,Нурафшон,2854,38.42319,68.1124473,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Bostondeḩ,Бостондеҳ,2850,39.4833326,67.5263721,Suġd,Tajikistan,
Âkkačinor,Яккачинор,2844,40.1753433,70.5935951,Suġd,Tajikistan,
Istiķlol,Истиқлол,2836,37.2222994,68.036738,Hatlon,Tajikistan,
Boġparvar,Боғпарвар,2835,37.8550796,68.8493689,Hatlon,Tajikistan,
Zarķal'a,Зарқалъа,2834,38.0303489,69.8496248,Hatlon,Tajikistan,
Dajrabot,Дайработ,2833,38.5124872,68.8298789,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķūšačinor,Қӯшачинор,2828,37.3460647,68.1893169,Hatlon,Tajikistan,
Ķal'ai Ḩoçī,Қалъаи Ҳоҷӣ,2827,39.738326,69.1167073,Suġd,Tajikistan,
Umed,Умед,2826,37.7121912,68.5640487,Hatlon,Tajikistan,
Sarikištii Poën,Сарикиштии Поён,2820,38.4535062,68.6770287,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Deḩķonobod,Деҳқонобод,2816,40.3246422,70.4305274,Suġd,Tajikistan,
Bulbulčašma,Булбулчашма,2810,38.4348391,68.5559829,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Obšoron,Обшорон,2800,37.2456624,68.097885,Hatlon,Tajikistan,
Mu'minobod,Муъминобод,2799,38.5130636,68.5851199,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šūrobi Iskandar,Шӯроби Искандар,2798,38.5415498,68.6196233,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Marġob,Марғоб,2797,37.7104457,69.789662,Hatlon,Tajikistan,
Čuzī,Чузӣ,2794,38.5590127,68.4156261,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Falakon,Фалакон,2793,38.5068878,68.785007,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kamongaroni Bolo,Камонгарони Боло,2787,38.5461022,68.9715404,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Rabot,Работ,2786,40.3228146,70.5566247,Suġd,Tajikistan,
Istiķloliât,Истиқлолият,2782,40.2639008,70.4050459,Suġd,Tajikistan,
Obšoron,Обшорон,2782,37.8156453,68.649815,Hatlon,Tajikistan,
Ķūšlič,Қӯшлич,2780,38.1520305,68.6798855,Hatlon,Tajikistan,
Nušori Poën,Нушори Поён,2777,39.1325166,70.9117526,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Navobod,Навобод,2776,38.1433808,68.9818446,Hatlon,Tajikistan,
Vaḩdat,Ваҳдат,2776,38.2922542,68.6945951,Hatlon,Tajikistan,
Navrūz,Наврӯз,2775,37.4856833,69.373898,Hatlon,Tajikistan,
Muḩoçirobod,Муҳоҷиробод,2775,37.5214502,69.4543996,Hatlon,Tajikistan,
Ķaḩramon,Қаҳрамон,2772,40.2484487,69.6480163,Suġd,Tajikistan,
Komsomol,Комсомол,2767,37.7020313,68.6153793,Hatlon,Tajikistan,
Navdī,Навдӣ,2761,39.0552056,70.3978935,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķizil Partizan,Қизил Партизан,2760,37.7953688,68.6560377,Hatlon,Tajikistan,
Zafarobod,Зафаробод,2759,38.0021665,68.7556299,Hatlon,Tajikistan,
Obiširin,Обиширин,2758,38.2347341,69.5253991,Hatlon,Tajikistan,
Kalininobod,Калининобод,2756,37.7238609,68.6686802,Hatlon,Tajikistan,
Čilmeḩrob,Чилмеҳроб,2755,38.5202421,68.7912558,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Komintern,Коминтерн,2752,38.0021496,68.8609012,Hatlon,Tajikistan,
Loiķ Šeralī,Лоиқ Шералӣ,2751,37.8019637,68.7423638,Hatlon,Tajikistan,
Mičurin,Мичурин,2745,40.1734572,69.7086842,Suġd,Tajikistan,
Niḩolparvar,Ниҳолпарвар,2745,37.8375682,68.8149615,Hatlon,Tajikistan,
Amonšajhī,Амоншайхӣ,2743,38.6106305,69.107176,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Gulrez,Гулрез,2738,38.0506504,69.8606856,Hatlon,Tajikistan,
Čorâkkorondara,Чоряккорондара,2737,38.5797613,68.68068,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nušori Bolo,Нушори Боло,2729,39.1173685,70.915615,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Çam'iâtdeḩķon,Ҷамъиятдеҳқон,2715,37.1201016,68.1030932,Hatlon,Tajikistan,
Dolona,Долона,2714,40.6355324,70.0445268,Suġd,Tajikistan,
Rabotu Nav,Работу Нав,2700,40.3358355,70.5279572,Suġd,Tajikistan,
Donašikan,Донашикан,2700,37.520137,68.4420422,Hatlon,Tajikistan,
Fajzbor,Файзбор,2698,40.2710496,70.3100015,Suġd,Tajikistan,
Otčapar,Отчапар,2696,37.2859522,69.140248,Hatlon,Tajikistan,
Sarmajdon,Сармайдон,2695,38.0606695,70.0073128,Hatlon,Tajikistan,
Ķaḩramon,Қаҳрамон,2693,37.8592157,68.7429696,Hatlon,Tajikistan,
Ohčakman,Охчакман,2688,38.5847047,68.9191129,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Soḩili Sir,Соҳили Сир,2687,40.7034708,70.7622905,Suġd,Tajikistan,
Sanoat,Саноат,2687,37.6607851,68.6429859,Hatlon,Tajikistan,
Hušekat,Хушекат,2682,39.420822,68.510263,Suġd,Tajikistan,
Safedoron,Сафедорон,2682,37.2586659,69.1447112,Hatlon,Tajikistan,
Ġiçovak,Ғиҷовак,2678,38.171198,69.3738492,Hatlon,Tajikistan,
Zumradšoḩ,Зумрадшоҳ,2674,40.0848855,70.6201561,Suġd,Tajikistan,
Daḩana,Даҳана,2672,40.6463451,70.2760848,Suġd,Tajikistan,
Ḩaëtinav,Ҳаётинав,2669,37.924911,68.6343231,Hatlon,Tajikistan,
Kirov,Киров,2667,37.8299847,68.7051758,Hatlon,Tajikistan,
Tegirmī,Тегирмӣ,2666,38.8976739,69.9884427,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Baḩoriston,Баҳористон,2666,38.5615531,68.397763,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ubaridargov,Убаридаргов,2665,38.3688453,71.4485464,Kūḩistoni Badahšon,Tajikistan,
Čkalov,Чкалов,2661,37.6439522,68.8273138,Hatlon,Tajikistan,
Sadoķat,Садоқат,2660,38.5013505,68.4906407,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķal'ačaiarab,Қалъачаиараб,2656,39.942176,68.9994268,Suġd,Tajikistan,
Guliston,Гулистон,2649,37.8366897,68.9181115,Hatlon,Tajikistan,
Navrūz,Наврӯз,2648,37.4281894,68.6147138,Hatlon,Tajikistan,
Vahdat,Вахдат,2647,37.9697493,68.8492403,Hatlon,Tajikistan,
Kūḩdoman,Кӯҳдоман,2645,37.506823,69.3091133,Hatlon,Tajikistan,
Pistamazor,Пистамазор,2642,38.5578719,68.9757228,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Barrūšon,Баррӯшон,2641,37.9360933,71.4560876,Kūḩistoni Badahšon,Tajikistan,
Ozodii Zanon,Озодии Занон,2641,38.5160899,68.7116184,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķiblaī,Қиблаӣ,2640,38.6177478,68.8306988,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Uguk,Угук,2639,39.6041324,69.1399303,Suġd,Tajikistan,
Guliston,Гулистон,2636,40.1209988,70.7192604,Suġd,Tajikistan,
Sarimazor,Саримазор,2634,39.9058096,68.9875235,Suġd,Tajikistan,
Çomī,Ҷомӣ,2632,37.9465475,68.7730332,Hatlon,Tajikistan,
Sariķamiš,Сариқамиш,2631,38.3030967,69.0481753,Hatlon,Tajikistan,
Boġdorī,Боғдорӣ,2629,40.1618674,70.7805868,Suġd,Tajikistan,
Maksim Gorkij,Максим Горкий,2614,40.2047306,69.6809045,Suġd,Tajikistan,
Fajzi Istiķlol,Файзи Истиқлол,2613,39.8908769,69.0170582,Suġd,Tajikistan,
Sebzor,Себзор,2610,39.8425918,68.7141216,Suġd,Tajikistan,
Ḩūšodī,Ҳӯшодӣ,2606,37.1077131,68.0906477,Hatlon,Tajikistan,
Zarbdor,Зарбдор,2605,37.8603055,69.7622717,Hatlon,Tajikistan,
Dūstii Halķḩo,Дӯстии Халқҳо,2604,37.7982023,68.77298,Hatlon,Tajikistan,
Moḩinav,Моҳинав,2604,37.6198633,68.4116229,Hatlon,Tajikistan,
Zarkamar,Заркамар,2602,38.4764313,68.2526259,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Batoš,Батош,2601,38.571258,68.3151534,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ḩaëti Nav,Ҳаёти Нав,2600,40.2505993,69.6008562,Suġd,Tajikistan,
Sirdarë,Сирдарё,2600,40.2539759,69.7322385,Suġd,Tajikistan,
Šaraf,Шараф,2599,37.5314905,69.4656005,Hatlon,Tajikistan,
Ḩamza,Ҳамза,2598,38.1337352,68.9183792,Hatlon,Tajikistan,
Ḩosilot,Ҳосилот,2594,38.4734855,68.7195436,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hoça Toḩir,Хоҷа Тоҳир,2590,40.0203376,69.1509677,Suġd,Tajikistan,
Bološaḩr,Болошаҳр,2582,38.5642393,68.8765482,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kalon,Калон,2581,38.58512,69.0478937,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ḩusnobod,Ҳуснобод,2580,38.6084559,68.7362115,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ismoili Somonī,Исмоили Сомонӣ,2579,38.4434538,68.1626006,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ravšandilon,Равшандилон,2576,38.5129699,68.4847184,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Arča,Арча,2575,37.6309074,69.4504614,Hatlon,Tajikistan,
Saroj,Сарой,2563,38.6909344,69.6028174,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķaznoķ,Қазноқ,2561,39.0065453,70.2637176,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Komsomol,Комсомол,2561,38.5041117,68.8330774,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hištkūpruk,Хишткӯпрук,2560,37.4011121,68.1918779,Hatlon,Tajikistan,
10-solagii Vaḩdat,10-солагии Ваҳдат,2558,37.3095468,69.1085999,Hatlon,Tajikistan,
Ġalčamullo,Ғалчамулло,2555,40.3103972,70.4879707,Suġd,Tajikistan,
Soḩibkoron,Соҳибкорон,2554,38.5294182,68.8123011,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Soleḩon,Солеҳон,2553,38.5601477,69.1424787,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Neknot,Некнот,2546,39.3577706,68.0104263,Suġd,Tajikistan,
Šuḩratër,Шуҳратёр,2543,38.4983257,68.9584472,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Iskič,Искич,2543,38.6872281,68.5586749,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Badriddin Ḩilolī,Бадриддин Ҳилолӣ,2540,38.0693061,68.8344011,Hatlon,Tajikistan,
Nuriston,Нуристон,2538,39.4794254,67.5670375,Suġd,Tajikistan,
Fajzbahš,Файзбахш,2534,38.5515452,69.0272735,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Meḩrbahš,Меҳрбахш,2534,38.5164313,68.9921593,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Moskva,Москва,2531,37.577544,68.8335406,Hatlon,Tajikistan,
Sabzikor,Сабзикор,2525,38.5319039,68.8613626,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kirov,Киров,2521,37.4311512,68.5667505,Hatlon,Tajikistan,
Sabzazor,Сабзазор,2517,40.3695546,69.8920894,Suġd,Tajikistan,
Mullošodī,Муллошодӣ,2516,38.5257597,68.3970721,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Baḩoriston,Баҳористон,2515,38.5887373,69.0847088,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Meḩtar,Меҳтар,2505,40.0576569,69.3080117,Suġd,Tajikistan,
Dūstī,Дӯстӣ,2505,38.2481979,69.5044741,Hatlon,Tajikistan,
Sarband,Сарбанд,2500,37.9184067,68.6695085,Hatlon,Tajikistan,
Takob,Такоб,2500,38.8406386,68.9029875,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hūçaḩo,Хӯҷаҳо,2499,39.740108,69.1437011,Suġd,Tajikistan,
Sverdlov,Свердлов,2496,37.8200968,68.7527227,Hatlon,Tajikistan,
Šaḩburi Kuḩna,Шаҳбури Куҳна,2495,38.0210861,69.3523051,Hatlon,Tajikistan,
Berdalī Toçiëv,Бердалӣ Тоҷиёв,2495,37.3013427,68.0606384,Hatlon,Tajikistan,
Fajzobod,Файзобод,2495,38.52092,69.3211274,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tūdakavš,Тӯдакавш,2491,37.916469,69.8256285,Hatlon,Tajikistan,
Madaniât,Маданият,2490,37.9662057,68.7972373,Hatlon,Tajikistan,
Lolazor,Лолазор,2490,37.5240472,69.3179968,Hatlon,Tajikistan,
Pahtakor,Пахтакор,2484,38.1035938,68.9373145,Hatlon,Tajikistan,
Hoçasiddiķ,Хоҷасиддиқ,2483,38.5046826,68.6303907,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Gulafšon,Гулафшон,2482,40.122996,69.5072185,Suġd,Tajikistan,
Ķal'ai Kuhna,Қалъаи Кухна,2478,40.3473188,69.8588044,Suġd,Tajikistan,
MOPR,МОПР,2478,37.7866577,68.7733585,Hatlon,Tajikistan,
Loḩutī,Лоҳутӣ,2477,37.5778916,68.6131283,Hatlon,Tajikistan,
Fajzobod,Файзобод,2471,37.8825908,69.7584651,Hatlon,Tajikistan,
Vatanšo Šamsov,Ватаншо Шамсов,2469,37.8730821,69.7710598,Hatlon,Tajikistan,
Sešanbe,Сешанбе,2467,38.5283639,68.209786,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ançibar,Анҷибар,2466,38.4659484,68.1602134,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šaḩriston,Шаҳристон,2463,38.5455476,68.8922432,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Çovidon,Ҷовидон,2462,38.5726867,68.303909,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Būston,Бӯстон,2458,38.5374888,69.16428,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Suġdiën,Суғдиён,2455,39.39211,67.7463686,Suġd,Tajikistan,
Ḩasan Šerov,Ҳасан Шеров,2453,37.2554278,69.1052441,Hatlon,Tajikistan,
Âkkatut,Яккатут,2452,37.93196,68.7535067,Hatlon,Tajikistan,
Bojķišloķ,Бойқишлоқ,2450,38.4067065,68.0810606,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sumbula,Сумбула,2446,37.9913834,68.8579684,Hatlon,Tajikistan,
Saričašma,Саричашма,2446,37.9373725,69.7444529,Hatlon,Tajikistan,
Guliston,Гулистон,2445,38.260629,69.0492345,Hatlon,Tajikistan,
Sarob,Сароб,2443,37.8637265,68.7694855,Hatlon,Tajikistan,
Maḩmadalii Ġaffor,Маҳмадалии Ғаффор,2443,38.0210662,69.823573,Hatlon,Tajikistan,
Zerobod,Зеробод,2442,39.4300669,68.4512872,Suġd,Tajikistan,
Somonī,Сомонӣ,2442,37.3592431,68.6685048,Hatlon,Tajikistan,
Buzurgon,Бузургон,2440,40.2653163,69.6067458,Suġd,Tajikistan,
Dukonī,Дуконӣ,2436,38.3954997,69.2793178,Hatlon,Tajikistan,
Sabzazor,Сабзазор,2436,39.052375,70.68015,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Marġzorak,Марғзорак,2433,40.2635158,69.6222429,Suġd,Tajikistan,
Madaniât,Маданият,2431,37.4616979,68.6641997,Hatlon,Tajikistan,
Navobodi Poën,Навободи Поён,2427,37.6283918,69.3612285,Hatlon,Tajikistan,
Ma'rifatī,Маърифатӣ,2420,38.5829373,68.6898743,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
