name,cyrillic_name,population,latitude,longitude,state,country,percentageOfSessions
Ḩoçigirdob,Ҳоҷигирдоб,884,38.2939629,68.4323802,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tabaķčī,Табақчӣ,882,37.8578904,68.9156152,Hatlon,Tajikistan,
Falḩobod,Фалҳобод,882,38.2111385,69.5042493,Hatlon,Tajikistan,
Gulisurh,Гулисурх,881,37.7214824,68.7820413,Hatlon,Tajikistan,
Bobotūphona,Боботӯпхона,880,38.2611714,69.353544,Hatlon,Tajikistan,
Vaḩdat,Ваҳдат,880,38.4902112,68.2984624,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķazdon,Қаздон,879,39.3449517,68.9692872,Suġd,Tajikistan,
Čordara,Чордара,878,37.789851,69.7148227,Hatlon,Tajikistan,
Karomat,Каромат,877,38.0363945,69.3719366,Hatlon,Tajikistan,
Rangon,Рангон,876,38.3727033,68.8405948,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hokistarteppa,Хокистартеппа,876,38.5374518,68.4644255,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kišt,Кишт,875,37.9307883,70.1688015,Hatlon,Tajikistan,
Sariangur,Сариангур,874,37.9009806,69.7057589,Hatlon,Tajikistan,
Tavdem,Тавдем,873,37.3935283,71.6582076,Kūḩistoni Badahšon,Tajikistan,
Ëhsuobod,Ёхсуобод,873,38.3278919,70.0571972,Hatlon,Tajikistan,
5-solagii Toçikiston,5-солагии Тоҷикистон,872,37.359,69.3483285,Hatlon,Tajikistan,
Čašmaibozor,Чашмаибозор,872,38.6438333,68.5406217,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Obiašt,Обиашт,871,40.8584749,70.4685328,Suġd,Tajikistan,
Mūriâk,Мӯрияк,871,40.1546873,69.3086787,Suġd,Tajikistan,
Vistan,Вистан,870,38.8986047,69.2803127,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķirġizobod,Қирғизобод,869,38.2229045,69.0096332,Hatlon,Tajikistan,
Sangdara,Сангдара,869,38.3791104,70.1331476,Hatlon,Tajikistan,
Zirakī,Зиракӣ,868,38.6917413,68.6099836,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Širgin,Ширгин,867,37.0077112,72.5220507,Kūḩistoni Badahšon,Tajikistan,
Gul,Гул,867,39.9817339,69.1046251,Suġd,Tajikistan,
Daraibedḩo,Дараибедҳо,867,38.7102265,68.7249279,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Abdulloobod,Абдуллообод,866,38.5045636,69.0399975,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ozodii Meḩnat,Озодии Меҳнат,865,37.624516,68.8075049,Hatlon,Tajikistan,
Deḩķonobod,Деҳқонобод,864,38.1759582,68.9869151,Hatlon,Tajikistan,
Olimtoj,Олимтой,864,37.8179468,69.3512863,Hatlon,Tajikistan,
Poçei Bolo,Поҷеи Боло,864,39.0391068,70.1838423,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šamsiddin Šoḩin,Шамсиддин Шоҳин,863,37.8905324,68.7806504,Hatlon,Tajikistan,
Sižd,Сижд,862,37.6505156,71.7708267,Kūḩistoni Badahšon,Tajikistan,
Daḩana,Даҳана,862,38.5115069,68.9596066,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Alobajtal,Алобайтал,862,38.380825,68.7297099,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sariguzar,Саригузар,860,38.3896779,69.2771507,Hatlon,Tajikistan,
Ġajrat,Ғайрат,860,37.5910347,68.7578495,Hatlon,Tajikistan,
Arhu,Арху,859,38.0422049,68.8609227,Hatlon,Tajikistan,
Sariçar,Сариҷар,859,38.1265085,69.8362266,Hatlon,Tajikistan,
Orzu,Орзу,857,40.0840924,68.6255381,Suġd,Tajikistan,
Kattadolon,Каттадолон,856,38.4443341,68.3579395,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Bajnalmilal,Байналмилал,855,37.7925528,68.70126,Hatlon,Tajikistan,
Marḩamat,Марҳамат,855,38.434323,68.201404,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Abduzattor Nazarov,Абдузаттор Назаров,852,40.1399978,69.5227845,Suġd,Tajikistan,
Čorboġ,Чорбоғ,852,38.3345924,69.7332163,Hatlon,Tajikistan,
Hurčašma,Хурчашма,852,38.1053716,69.1888037,Hatlon,Tajikistan,
Arab,Араб,852,37.2911573,69.0454663,Hatlon,Tajikistan,
Kūliḩavoī,Кӯлиҳавоӣ,852,38.670472,68.7157599,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ḩakimii Poën,Ҳакимии Поён,852,38.8130724,69.8609236,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čubot,Чубот,851,39.5182117,67.4355563,Suġd,Tajikistan,
Ḩočiboj,Ҳочибой,851,38.2401084,68.5314701,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Honaķo,Хонақо,851,38.5915167,68.0896723,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Siëḩfark,Сиёҳфарк,850,38.5100909,70.2522947,Hatlon,Tajikistan,
Oftobrūâ,Офтобрӯя,849,38.1109635,69.5695284,Hatlon,Tajikistan,
Ġučovast,Ғучоваст,848,38.5501556,71.7514075,Kūḩistoni Badahšon,Tajikistan,
Šodmon,Шодмон,848,38.5304893,68.5863965,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Vir,Вир,847,37.7346424,72.0735514,Kūḩistoni Badahšon,Tajikistan,
Širinçūj,Ширинҷӯй,847,38.5045626,68.9218811,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Aršī,Аршӣ,847,38.6575729,68.3684118,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Debdor,Дебдор,845,38.1906331,69.8233618,Hatlon,Tajikistan,
Firūzoba,Фирӯзоба,845,38.0528252,69.9729437,Hatlon,Tajikistan,
Ḩavzaki Bolo,Ҳавзаки Боло,844,39.4443594,67.5232948,Suġd,Tajikistan,
Dūstkūlī,Дӯсткӯлӣ,844,38.3279379,69.9651424,Hatlon,Tajikistan,
Kūhdoman,Кӯхдоман,843,38.4545911,69.0247054,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pandovčii Saridašt,Пандовчии Саридашт,843,38.886086,70.0507784,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Uzunohur,Узунохур,841,38.1602747,69.7585597,Hatlon,Tajikistan,
Ittifoķ,Иттифоқ,841,37.6448017,68.8089031,Hatlon,Tajikistan,
Siâḩloâk,Сияҳлояк,841,38.9783721,70.2497459,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zumudg,Зумудг,840,36.9200287,72.1933486,Kūḩistoni Badahšon,Tajikistan,
Davlatalī Zardov,Давлаталӣ Зардов,840,37.578862,68.8144127,Hatlon,Tajikistan,
Ūrtabuz,Ӯртабуз,840,37.6888661,68.6911678,Hatlon,Tajikistan,
Kunçoki Ūzbek,Кунҷоки Ӯзбек,839,39.7481433,68.947004,Suġd,Tajikistan,
Ḩazora,Ҳазора,839,39.047707,68.8748507,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Košona,Кошона,838,39.44704,68.0683191,Suġd,Tajikistan,
Moḩpora,Моҳпора,837,38.1775275,69.4175718,Hatlon,Tajikistan,
Surhob,Сурхоб,836,39.5109936,67.558071,Suġd,Tajikistan,
Ķūšteppa,Қӯштеппа,836,37.8050591,68.8476359,Hatlon,Tajikistan,
Navobod,Навобод,836,38.0501849,69.4247791,Hatlon,Tajikistan,
Âkkatut,Яккатут,836,38.12883,69.4456689,Hatlon,Tajikistan,
Vidiz,Видиз,835,37.3140322,71.7480004,Kūḩistoni Badahšon,Tajikistan,
Somoniën,Сомониён,835,38.3016009,68.7049582,Hatlon,Tajikistan,
Ûst,Юст,834,38.8481094,70.0703964,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Bibihurram,Бибихуррам,833,37.8657578,68.7248194,Hatlon,Tajikistan,
Meḩnat,Меҳнат,833,37.5777249,68.792317,Hatlon,Tajikistan,
Çavonī,Ҷавонӣ,833,38.5931408,69.0805852,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Dašti Obburdon,Дашти Оббурдон,832,39.4023243,69.0921667,Suġd,Tajikistan,
Pistamazor,Пистамазор,832,37.7104741,69.8490161,Hatlon,Tajikistan,
Ḩalķaër,Ҳалқаёр,830,38.1852939,69.8928761,Hatlon,Tajikistan,
Šuvçev,Шувҷев,829,37.4212811,71.6042989,Kūḩistoni Badahšon,Tajikistan,
Subḩideḩot,Субҳидеҳот,829,38.3094812,68.737016,Hatlon,Tajikistan,
Ravšan,Равшан,829,38.4482863,68.6231316,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Guliston,Гулистон,828,40.7140435,70.7421632,Suġd,Tajikistan,
Širinšo Šotemur,Шириншо Шотемур,828,37.8509622,68.6625181,Hatlon,Tajikistan,
Pasariķ,Пасариқ,826,37.8376978,68.6387803,Hatlon,Tajikistan,
Daḩana,Даҳана,825,37.5986544,69.7865856,Hatlon,Tajikistan,
Ġarabdara,Ғарабдара,825,37.8199374,69.7874701,Hatlon,Tajikistan,
Baḩor,Баҳор,824,38.4329419,68.9554548,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nurafzo,Нурафзо,823,40.1294425,69.4141168,Suġd,Tajikistan,
Hosaboī,Хосабоӣ,823,38.141546,70.0178799,Hatlon,Tajikistan,
Murūtak,Мурӯтак,823,38.3710637,68.5086917,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kištūdaki Bolo,Киштӯдаки Боло,821,39.4728321,68.120562,Suġd,Tajikistan,
Čuķurķišloķ,Чуқурқишлоқ,821,38.0962357,69.9547118,Hatlon,Tajikistan,
Meḩrobodi Bolo,Меҳрободи Боло,821,38.5416652,69.2125244,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čašmasor,Чашмасор,819,40.132543,68.7502091,Suġd,Tajikistan,
Askalon,Аскалон,819,39.0268078,70.4314625,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Âkkačinor,Яккачинор,818,37.9956011,69.9881029,Hatlon,Tajikistan,
Suġdiën,Суғдиён,816,39.8315626,68.8140614,Suġd,Tajikistan,
Ġūlakandoz,Ғӯлакандоз,816,38.4313498,69.1533026,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķadamço,Қадамҷо,815,39.8223013,68.9635834,Suġd,Tajikistan,
Çam'iât,Ҷамъият,815,37.2709414,69.0554468,Hatlon,Tajikistan,
Sarčašma,Сарчашма,815,38.4813396,68.613315,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Daštak,Даштак,814,37.5027335,71.5963594,Kūḩistoni Badahšon,Tajikistan,
Šahribarbar,Шахрибарбар,813,37.9530208,69.9938833,Hatlon,Tajikistan,
Deḩi Nav,Деҳи Нав,813,38.5591607,68.4691004,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tutu,Туту,811,37.9844866,69.9033573,Hatlon,Tajikistan,
Hučalonī,Хучалонӣ,811,38.447644,69.197086,Hatlon,Tajikistan,
Gançina,Ганҷина,811,38.2080545,68.4853636,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Uâs,Уяс,810,40.093113,69.0331008,Suġd,Tajikistan,
Samiev,Самиев,810,40.1378416,69.431133,Suġd,Tajikistan,
Činor,Чинор,810,37.9668031,69.7522786,Hatlon,Tajikistan,
Zulol,Зулол,810,38.0400627,69.3920562,Hatlon,Tajikistan,
Degrez,Дегрез,810,38.2350415,69.9831555,Hatlon,Tajikistan,
Būston,Бӯстон,810,37.5501679,69.4703665,Hatlon,Tajikistan,
Tolei Nav,Толеи Нав,809,38.0244144,69.9363181,Hatlon,Tajikistan,
Raḩmonobod,Раҳмонобод,809,37.8101862,69.8839418,Hatlon,Tajikistan,
Dara,Дара,809,38.6973766,68.8960734,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Gulafšon,Гулафшон,809,38.6091918,68.9993195,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Faķirobod,Фақиробод,809,38.6865127,69.5909727,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķizil Ûlduz,Қизил Юлдуз,808,37.6491878,68.647324,Hatlon,Tajikistan,
Poçindaki Gumbaz,Поҷиндаки Гумбаз,807,39.8771134,69.0195247,Suġd,Tajikistan,
Zarhez,Зархез,807,40.1503296,69.4163611,Suġd,Tajikistan,
Zing,Зинг,806,38.4466796,70.763542,Kūḩistoni Badahšon,Tajikistan,
Umarak,Умарак,806,38.4568965,70.765838,Kūḩistoni Badahšon,Tajikistan,
Fajzobod,Файзобод,804,37.9116233,68.8435063,Hatlon,Tajikistan,
Tišor,Тишор,803,37.5697557,71.5157352,Kūḩistoni Badahšon,Tajikistan,
Farḩod Ḩalimov,Фарҳод Ҳалимов,803,37.8667525,68.751453,Hatlon,Tajikistan,
Muçiharfi Majda,Муҷихарфи Майда,803,38.8649498,69.8805635,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Revomutk,Ревомутк,802,39.4133124,69.367336,Suġd,Tajikistan,
Obiošuķ,Обиошуқ,802,38.1058095,68.9820118,Hatlon,Tajikistan,
Gulboġ,Гулбоғ,802,37.6307311,68.7827375,Hatlon,Tajikistan,
Čorvodor,Чорводор,801,38.6677941,68.6900696,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Roziķobod,Розиқобод,798,37.3547959,68.7416705,Hatlon,Tajikistan,
Ḩaftrūd,Ҳафтрӯд,797,39.1375023,67.8724021,Suġd,Tajikistan,
Buved,Бувед,795,37.5893975,71.5146499,Kūḩistoni Badahšon,Tajikistan,
Âkkabed,Яккабед,795,38.5801064,69.2167324,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sajëd,Сайёд,794,38.7735739,70.6409352,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šaḩdrez,Шаҳдрез,793,38.6427561,69.1036432,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Oktâbri Kabir,Октябри Кабир,790,37.8886523,68.6996656,Hatlon,Tajikistan,
Ḩaëti Nav,Ҳаёти Нав,790,38.4514,68.1959459,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sangdevor,Сангдевор,789,38.7996533,69.8996196,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sarisangpul,Сарисангпул,788,39.1289536,67.857985,Suġd,Tajikistan,
Baroç,Бароҷ,785,37.303776,71.7803532,Kūḩistoni Badahšon,Tajikistan,
Deḩķonobod,Деҳқонобод,785,40.3634718,69.4504384,Suġd,Tajikistan,
Orzu,Орзу,785,37.6993411,68.7541719,Hatlon,Tajikistan,
Humgaron,Хумгарон,784,39.3979943,67.7218195,Suġd,Tajikistan,
Dilnišin,Дилнишин,784,38.1626654,69.4218848,Hatlon,Tajikistan,
Daḩanišol,Даҳанишол,783,38.3032749,69.9263274,Hatlon,Tajikistan,
Lolazor,Лолазор,783,38.5720324,68.9878679,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šoķadam,Шоқадам,781,40.4907989,69.864017,Suġd,Tajikistan,
Pahtaobod,Пахтаобод,781,40.1198604,69.6278917,Suġd,Tajikistan,
Buloķdašt,Булоқдашт,781,37.9879121,69.5306792,Hatlon,Tajikistan,
Šahtakiën,Шахтакиён,781,38.5212401,69.2462888,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čagami Nav,Чагами Нав,780,37.8313164,69.8791184,Hatlon,Tajikistan,
Çilondī,Ҷилондӣ,780,39.1637542,71.2908256,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pašor,Пашор,779,37.5642791,71.5092121,Kūḩistoni Badahšon,Tajikistan,
Turko,Турко,779,38.301971,69.6721235,Hatlon,Tajikistan,
Nurofarin,Нурофарин,778,40.6600965,69.434378,Suġd,Tajikistan,
Gulibodom,Гулибодом,776,38.417502,69.1688608,Hatlon,Tajikistan,
Navobod,Навобод,776,39.1377095,70.8984059,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Lolazor,Лолазор,775,37.8019894,68.8139478,Hatlon,Tajikistan,
Šeramon,Шерамон,775,38.5103674,69.2067628,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sangdarai Bolo,Сангдараи Боло,774,38.0028088,69.969378,Hatlon,Tajikistan,
Saripul,Сарипул,774,37.2756164,68.6479417,Hatlon,Tajikistan,
Vozm,Возм,772,37.6043311,71.5183994,Kūḩistoni Badahšon,Tajikistan,
Sajëd,Сайёд,771,37.911599,68.2794,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Surhdara,Сурхдара,771,38.5164154,69.3440486,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Mirzorabot,Мирзоработ,768,40.4321697,69.5977016,Suġd,Tajikistan,
Navobodi Kalon,Навободи Калон,768,38.8909877,69.8817725,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķarakūl,Қаракӯл,767,39.0103156,73.5618459,Kūḩistoni Badahšon,Tajikistan,
Hoçapanç,Хоҷапанҷ,767,39.5239884,67.6542639,Suġd,Tajikistan,
Çalandar,Ҷаландар,767,38.6450368,68.8271957,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pançsola,Панҷсола,766,37.6395287,68.6301978,Hatlon,Tajikistan,
Obidarai Daḩana,Обидараи Даҳана,766,38.5967773,69.1360168,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tomin,Томин,764,39.3854964,68.6338713,Suġd,Tajikistan,
Rabot,Работ,764,40.5386277,70.3681758,Suġd,Tajikistan,
Farruh,Фаррух,763,38.6717738,69.6556685,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Meḩrgon,Меҳргон,763,38.6269085,68.5720328,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Neknoti Nav,Некноти Нав,762,39.4557361,67.9708257,Suġd,Tajikistan,
Baḩoriston,Баҳористон,762,38.158392,69.5799168,Hatlon,Tajikistan,
Gulboġ,Гулбоғ,762,38.641069,68.7231904,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Barakat,Баракат,761,37.7273887,68.7902811,Hatlon,Tajikistan,
Barakat,Баракат,761,37.6157821,68.9556031,Hatlon,Tajikistan,
Šabgardī,Шабгардӣ,761,38.6227432,69.0232439,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Siâḩob,Сияҳоб,761,38.9470096,70.1712917,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Fajzbahš,Файзбахш,761,38.5338631,68.5381421,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Fajzobod,Файзобод,760,38.2526883,69.6560595,Hatlon,Tajikistan,
Sorvo,Сорво,760,38.8167121,69.486496,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Gulobod,Гулобод,760,38.3835394,68.375344,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čortut,Чортут,757,38.3926002,69.2271127,Hatlon,Tajikistan,
Tošbuloķ,Тошбулоқ,757,37.8821932,69.4014939,Hatlon,Tajikistan,
Hufak,Хуфак,756,38.9441735,70.157204,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čoltoš,Чолтош,756,38.4374195,68.8812722,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zafar,Зафар,756,38.556663,68.3238635,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Arabo,Арабо,755,37.7505831,69.8416096,Hatlon,Tajikistan,
Kaltašūr,Калташӯр,752,37.7903411,68.9218513,Hatlon,Tajikistan,
Navruḩo,Навруҳо,752,38.2727622,69.8803228,Hatlon,Tajikistan,
Zarnisor,Зарнисор,752,38.5398207,68.4571193,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Dūstī,Дӯстӣ,751,37.5925512,68.5759345,Hatlon,Tajikistan,
Kūlobiën,Кӯлобиён,751,38.5845301,69.4504581,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Imomi A'zam,Имоми Аъзам,750,38.269805,68.7589302,Hatlon,Tajikistan,
Gançina,Ганҷина,749,37.9948881,68.7439719,Hatlon,Tajikistan,
Tigovon,Тиговон,749,38.4977535,70.2401282,Hatlon,Tajikistan,
Ëged,Ёгед,748,38.351044,70.6138486,Kūḩistoni Badahšon,Tajikistan,
Pahtaobod,Пахтаобод,748,37.6895139,69.48854,Hatlon,Tajikistan,
Toçikobod,Тоҷикобод,748,37.8645572,68.9286637,Hatlon,Tajikistan,
Sada,Сада,748,38.4341484,68.7365445,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Teharv,Техарв,747,38.52692,71.6894579,Kūḩistoni Badahšon,Tajikistan,
Navobod,Навобод,747,38.1753604,69.2004343,Hatlon,Tajikistan,
Lermontov,Лермонтов,745,37.9644035,68.7349326,Hatlon,Tajikistan,
Naftobod,Нафтобод,744,38.4022788,68.82502,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Miënašahr,Миёнашахр,742,37.7250169,72.2556843,Kūḩistoni Badahšon,Tajikistan,
Rabot,Работ,740,39.754293,69.1690716,Suġd,Tajikistan,
Zelolak,Зелолак,740,38.4256177,70.1569617,Hatlon,Tajikistan,
Âhak,Яхак,740,38.8461709,70.0329742,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Najdara,Найдара,739,38.4859172,69.0809558,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Činortuġaj,Чинортуғай,738,37.5495773,68.136008,Hatlon,Tajikistan,
Guliston,Гулистон,738,37.1712235,68.035453,Hatlon,Tajikistan,
Adir,Адир,737,38.4816733,68.2879123,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Lolazor,Лолазор,737,38.7021682,68.6405073,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sabaġ,Сабағ,736,39.4635273,69.816367,Suġd,Tajikistan,
Zumand,Зуманд,736,38.8607139,68.9571736,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Višharv,Вишхарв,735,38.2262013,71.5231061,Kūḩistoni Badahšon,Tajikistan,
Širinčašma,Ширинчашма,735,38.5474789,69.1050041,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Fajzobod,Файзобод,733,39.8413031,69.0124787,Suġd,Tajikistan,
Čorvodor,Чорводор,733,39.4795579,67.5520601,Suġd,Tajikistan,
Hištgaron,Хиштгарон,733,38.557322,68.9508189,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Roġ,Роғ,732,38.3362174,71.4183766,Kūḩistoni Badahšon,Tajikistan,
Fajzalī Ġaniev,Файзалӣ Ғаниев,731,37.8867003,68.6548427,Hatlon,Tajikistan,
Èsizi Poën,Эсизи Поён,730,39.428257,69.4539,Suġd,Tajikistan,
Daraifonī,Дараифонӣ,730,38.7041147,68.7435746,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kūlikalon,Кӯликалон,730,39.0373949,70.5977846,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Varzikanda,Варзиканда,729,39.4350706,67.9482609,Suġd,Tajikistan,
Mevagul,Мевагул,728,40.3866981,69.5760397,Suġd,Tajikistan,
Vahdatobod,Вахдатобод,728,40.6643838,69.3796913,Suġd,Tajikistan,
Sajëd,Сайёд,728,37.6109537,69.5259347,Hatlon,Tajikistan,
Barčid,Барчид,727,37.6010607,71.5107875,Kūḩistoni Badahšon,Tajikistan,
Istonī,Истонӣ,727,38.6971765,68.566979,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Daršaj,Даршай,726,36.7971044,72.0027847,Kūḩistoni Badahšon,Tajikistan,
Navrūz,Наврӯз,726,37.7518184,68.7798996,Hatlon,Tajikistan,
Ḩakimī,Ҳакимӣ,726,38.5365474,68.3613948,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Saripul,Сарипул,724,40.9284335,70.4922014,Suġd,Tajikistan,
Rūdakī,Рӯдакӣ,724,37.8755273,68.8107341,Hatlon,Tajikistan,
Ḩusnobod,Ҳуснобод,723,38.4538317,68.5946105,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Uskroġ,Ускроғ,722,38.3522633,71.4235447,Kūḩistoni Badahšon,Tajikistan,
Gulzor,Гулзор,722,38.0960347,69.8607229,Hatlon,Tajikistan,
Guliston,Гулистон,722,38.2297735,68.3997826,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sumçev,Сумҷев,721,37.4068797,71.6183287,Kūḩistoni Badahšon,Tajikistan,
Saričašma,Саричашма,720,40.3461735,69.8818132,Suġd,Tajikistan,
Ķal'ai Malik,Қалъаи Малик,720,38.4727422,69.1773943,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nuġaj,Нуғай,719,37.6828753,69.7695421,Hatlon,Tajikistan,
Šifo,Шифо,719,38.5696363,68.977872,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čašmasor,Чашмасор,719,38.5078072,68.9457656,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Mazori Ḩazrati Sulton,Мазори Ҳазрати Султон,718,38.4748818,70.0687663,Hatlon,Tajikistan,
Zindakon,Зиндакон,717,39.4334941,68.5850274,Suġd,Tajikistan,
Balçuvon,Балҷувон,717,37.8703653,68.7833773,Hatlon,Tajikistan,
Čamaniston,Чаманистон,717,38.1262434,69.3042776,Hatlon,Tajikistan,
Turdiev,Турдиев,715,37.9312872,68.7827025,Hatlon,Tajikistan,
Mulkon,Мулкон,714,38.2957603,69.6149365,Hatlon,Tajikistan,
Navniḩol,Навниҳол,714,38.5735078,69.0846535,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hosa,Хоса,712,37.578361,71.5150915,Kūḩistoni Badahšon,Tajikistan,
Šululu,Шулулу,712,37.8496214,69.8076195,Hatlon,Tajikistan,
Šurgast,Шургаст,711,39.141628,68.5738959,Suġd,Tajikistan,
