name,population,latitude,longitude,state,country,status
Santa Cruz de la Sierra,1442396,-17.7832785,-63.1791617,Santa Cruz,Bolivia,National capital; Admin 1 capital
El Alto,846880,-16.5265882,-68.1948052,La Paz,Bolivia,
La Paz,758845,-16.4977871,-68.1258403,La Paz,Bolivia,Admin 1 capital
Cochabamba,632013,-17.4040066,-66.1699947,Cochabamba,Bolivia,Admin 1 capital
Oruro,264943,-17.9600579,-67.0932738,Oruro,Bolivia,Admin 1 capital
Sucre,238798,-19.0347466,-65.2666549,Chuquisaca,Bolivia,National capital; Admin 1 capital
Tarija,179561,-21.5446856,-64.723272,Tarija,Bolivia,Admin 1 capital
Potosí,176022,-19.5795322,-65.7564644,Potosí,Bolivia,Admin 1 capital
Sacaba,150110,-17.3996409,-66.0562304,Cochabamba,Bolivia,
Quillacollo,117859,-17.3608491,-66.2836643,Cochabamba,Bolivia,
Montero,107298,-17.3353451,-63.2531895,Santa Cruz,Bolivia,
Trinidad,101628,-14.8279617,-64.9002077,Beni,Bolivia,Admin 1 capital
Riberalta,78773,-11.008876,-66.0553331,Beni,Bolivia,
Warnes,77918,-17.6004406,-63.1634057,Santa Cruz,Bolivia,
La Guardia,74546,-17.8853168,-63.2713507,Santa Cruz,Bolivia,
Viacha,62979,-16.5864902,-68.2343973,La Paz,Bolivia,
Yacuiba,61917,-22.0071123,-63.6767516,Tarija,Bolivia,
Colcapirhua,51990,-17.3868005,-66.2302519,Cochabamba,Bolivia,
Tiquipaya,49473,-17.2898542,-66.2200598,Cochabamba,Bolivia,
Cobija,44120,-11.031504,-68.7730031,Pando,Bolivia,Admin 1 capital
Vinto,41017,-17.3890525,-66.3316641,Cochabamba,Bolivia,
Guayaramerin,35803,-10.8263624,-65.3558954,Beni,Bolivia,
Villazon,35337,-22.0833652,-65.5990655,Potosí,Bolivia,
Yapacani,30939,-17.3967812,-63.9091322,Santa Cruz,Bolivia,
Villamontes,30228,-21.263838,-63.4665921,Tarija,Bolivia,
Bermejo,29564,-22.7317222,-64.3389284,Tarija,Bolivia,
Camiri,28855,-20.0358784,-63.5260722,Santa Cruz,Bolivia,
Tupiza,27463,-21.4400682,-65.7214212,Potosí,Bolivia,
Llallagua,25405,-18.4252612,-66.5727194,Potosí,Bolivia,
San Ignacio de Velasco,23126,-16.3770122,-60.9647778,Santa Cruz,Bolivia,
El Torno,22219,-18.0280981,-63.3662901,Santa Cruz,Bolivia,
Huanuni,20336,-18.2872783,-66.8417094,Oruro,Bolivia,
Ascencion de Guarayos,19974,-15.894395,-63.1864786,Santa Cruz,Bolivia,
Punata,19601,-17.5441806,-65.8403353,Cochabamba,Bolivia,
Cotoca,19482,-17.7510785,-62.9976069,Santa Cruz,Bolivia,
San Julian,19374,-16.9061633,-62.6170048,Santa Cruz,Bolivia,
Achocalla,18722,-16.5727218,-68.1713233,La Paz,Bolivia,
Mineros,18340,-17.121683,-63.2345424,Santa Cruz,Bolivia,
Uyuni,18134,-20.4624733,-66.8240817,Potosí,Bolivia,
San Borja,17520,-14.8595494,-66.7463405,Beni,Bolivia,
Puerto Suarez,16343,-18.9721142,-57.8023848,Santa Cruz,Bolivia,
Portachuelo,14091,-17.351096,-63.3976964,Santa Cruz,Bolivia,
Rurrenabaque,13446,-14.4336335,-67.5180728,Beni,Bolivia,
Caranavi,13299,-15.8352762,-67.5685176,La Paz,Bolivia,
Challapata,12684,-18.8982128,-66.7704489,Oruro,Bolivia,
San Jose de Chiquitos,12486,-17.8466764,-60.7413895,Santa Cruz,Bolivia,
Santa Ana del Yacuma,12191,-13.9216367,-65.2220191,Beni,Bolivia,
Sipe Sipe,11860,-17.4490697,-66.349579,Cochabamba,Bolivia,
Patacamaya,11249,-17.2373184,-67.9150324,La Paz,Bolivia,
Puerto Quijarro,11071,-19.005595,-57.7172159,Santa Cruz,Bolivia,
Robore,10594,-18.3330894,-59.7558143,Santa Cruz,Bolivia,
Vallegrande,10158,-18.487958,-64.1053359,Santa Cruz,Bolivia,
San Ignacio de Moxos,10054,-14.9955904,-65.6405265,Beni,Bolivia,
Concepcion,9915,-16.13517,-62.0240553,Santa Cruz,Bolivia,
Pailon,9850,-17.6633082,-62.7127449,Santa Cruz,Bolivia,
Achacachi,9302,-16.0470656,-68.685343,La Paz,Bolivia,
Monteagudo,9135,-19.8086416,-63.9580185,Chuquisaca,Bolivia,
Uncia,8902,-18.4690907,-66.5600524,Potosí,Bolivia,
Cliza,8518,-17.5939544,-65.9310315,Cochabamba,Bolivia,
Santa Fe de Yapacani,8454,-17.3932261,-63.8274245,Santa Cruz,Bolivia,
Ivirgarzama,8255,-17.0372807,-64.8617401,Cochabamba,Bolivia,
Cuatro Cañadas,8195,-17.2665667,-62.5570351,Santa Cruz,Bolivia,
Aiquile,7863,-18.2044047,-65.1821585,Cochabamba,Bolivia,
Entre Rios,7477,-17.1968184,-64.5407649,Cochabamba,Bolivia,
Reyes,7202,-14.2973893,-67.3359339,Beni,Bolivia,
San Javier,7119,-16.275015,-62.5055094,Santa Cruz,Bolivia,
Mairana,6756,-18.1195826,-63.9564441,Santa Cruz,Bolivia,
Pandoja,6611,-17.3602435,-66.2619692,Cochabamba,Bolivia,
Okinawa 1,6408,-17.2168373,-62.8960679,Santa Cruz,Bolivia,
San Ramon,6398,-16.6151805,-62.5025981,Santa Cruz,Bolivia,
Apolo,6376,-14.7180588,-68.4160551,La Paz,Bolivia,
Caracollo,6361,-17.6380229,-67.2196941,Oruro,Bolivia,
San Matias,6336,-16.3592098,-58.4031747,Santa Cruz,Bolivia,
Chimore,6260,-16.9946804,-65.1544375,Cochabamba,Bolivia,
El Paso,6117,-17.3361245,-66.2659261,Cochabamba,Bolivia,
Campamento Colquiri,5972,-17.3916901,-67.1252611,La Paz,Bolivia,
Lahuachaca,5874,-17.3765841,-67.6774386,La Paz,Bolivia,
Siglo XX,5834,-18.4265418,-66.5943389,Potosí,Bolivia,
Copacabana,5731,-16.1654431,-69.0854832,La Paz,Bolivia,
Shinahota,5669,-16.9933964,-65.2467615,Cochabamba,Bolivia,
Magdalena,5516,-13.2577349,-64.0540726,Beni,Bolivia,
Palos Blancos,5478,-15.5862221,-67.2501198,La Paz,Bolivia,
San Juan de Yapacani,5401,-17.2916707,-63.8469662,Santa Cruz,Bolivia,
Fernandez Alonso,5363,-17.009616,-63.2271832,Santa Cruz,Bolivia,
Comarapa,5315,-17.9177083,-64.5252377,Santa Cruz,Bolivia,
Arroyo Concepcion,5302,-19.0253954,-57.7119309,Santa Cruz,Bolivia,
Porco,5287,-19.799304,-65.9877832,Potosí,Bolivia,
General Saavedra,5267,-17.2287987,-63.214098,Santa Cruz,Bolivia,
Capinota,5264,-17.7085462,-66.2633353,Cochabamba,Bolivia,
Camargo,5263,-20.6412575,-65.2087345,Chuquisaca,Bolivia,
Santa Rosa del Sara,5238,-17.1113255,-63.5995317,Santa Cruz,Bolivia,
Menonita Rivas Palacio,5152,-18.1658271,-62.9829835,Santa Cruz,Bolivia,
Santa Rosa de Yacuma,4727,-14.0761704,-66.794918,Beni,Bolivia,
Betanzos,4724,-19.5525421,-65.4431437,Potosí,Bolivia,
Cabezas,4709,-18.78752,-63.3174143,Santa Cruz,Bolivia,
Yucumo,4666,-15.1421191,-67.0326686,Beni,Bolivia,
San Carlos,4620,-17.4038196,-63.7334652,Santa Cruz,Bolivia,
La Belgica,4575,-17.5714495,-63.2409589,Santa Cruz,Bolivia,
San Joaquin,4556,-13.0412132,-64.6714602,Beni,Bolivia,
Buena Vista,4405,-17.4590034,-63.6647073,Santa Cruz,Bolivia,
Santiago de Huari,4401,-19.0131317,-66.7780498,Oruro,Bolivia,
Samaipata,4398,-18.1796511,-63.8757286,Santa Cruz,Bolivia,
Porvenir,4391,-11.2296803,-68.6899218,Pando,Bolivia,
San Miguel,4365,-16.6980549,-60.9699816,Santa Cruz,Bolivia,
San Benito,4344,-17.5232501,-65.8923049,Cochabamba,Bolivia,
Colquechaca,4272,-18.7003032,-66.0030859,Potosí,Bolivia,
Zudañez,4168,-19.1201456,-64.7031343,Chuquisaca,Bolivia,
Guanay,4165,-15.4993025,-67.8818573,La Paz,Bolivia,
Paracaya Linde,4161,-17.5036337,-65.8664391,Cochabamba,Bolivia,
San Pedro,4094,-16.8263823,-63.4828868,Santa Cruz,Bolivia,
Saipina,4090,-18.0937533,-64.5808612,Santa Cruz,Bolivia,
Porongo,4076,-17.8532388,-63.309499,Santa Cruz,Bolivia,
Desaguadero,4065,-16.5683358,-69.0341463,La Paz,Bolivia,
Entre Rios,4044,-21.5263973,-64.1748836,Tarija,Bolivia,
Ixiamas,4030,-13.7677429,-68.1272612,La Paz,Bolivia,
Irpa Irpa,3953,-17.7248209,-66.2871267,Cochabamba,Bolivia,
Tarata,3952,-17.6165588,-66.0240154,Cochabamba,Bolivia,
Cotagaita,3931,-20.8173464,-65.659669,Potosí,Bolivia,
Colomi,3914,-17.342591,-65.8626514,Cochabamba,Bolivia,
Bulo Bulo,3876,-17.2522074,-64.3642353,Cochabamba,Bolivia,
Urubicha,3848,-15.6296853,-63.0847553,Santa Cruz,Bolivia,
Catavi,3834,-18.4137206,-66.5660772,Potosí,Bolivia,
Aramasi,3740,-17.6012028,-65.8847167,Cochabamba,Bolivia,
Poopo,3662,-18.3797476,-66.9692566,Oruro,Bolivia,
Chane Independencia,3589,-16.9747084,-63.2218173,Santa Cruz,Bolivia,
Arbieto,3578,-17.5838113,-66.0138236,Cochabamba,Bolivia,
Los Negros,3572,-18.0546763,-64.1226691,Santa Cruz,Bolivia,
Carapari,3549,-21.8283616,-63.7423654,Tarija,Bolivia,
San Ramon,3545,-13.2660576,-64.6152062,Beni,Bolivia,
Arani,3542,-17.5723422,-65.7720127,Cochabamba,Bolivia,
Charagua,3496,-19.791139,-63.1972862,Santa Cruz,Bolivia,
Mizque,3487,-17.94185,-65.343525,Cochabamba,Bolivia,
Tito Yupanqui,3459,-16.1927139,-68.9563284,La Paz,Bolivia,
San Buenaventura,3452,-14.4329992,-67.5416518,La Paz,Bolivia,
Mapiri,3446,-15.3096082,-68.2148369,La Paz,Bolivia,
Nueva Esperanza,3420,-17.4827308,-60.5531014,Santa Cruz,Bolivia,
Boyuibe,3401,-20.4320104,-63.2815973,Santa Cruz,Bolivia,
San Lorenzo,3401,-21.4174942,-64.7506192,Tarija,Bolivia,
Santa Rita,3377,-17.9787238,-63.3715293,Santa Cruz,Bolivia,
Tolata,3368,-17.5325609,-65.9677931,Cochabamba,Bolivia,
Eterazama,3358,-16.8337762,-65.5202865,Cochabamba,Bolivia,
Hardeman,3321,-16.67491,-63.6175359,Santa Cruz,Bolivia,
Padilla,3314,-19.3070282,-64.3016059,Chuquisaca,Bolivia,
Amarete,3304,-15.2367353,-68.9846303,La Paz,Bolivia,
Villa Serrano,3298,-19.1228791,-64.3237777,Chuquisaca,Bolivia,
Jorochito,3259,-18.056372,-63.4265703,Santa Cruz,Bolivia,
Muyupampa,3215,-19.895941,-63.750895,Chuquisaca,Bolivia,
Villa Tunari,3210,-16.8617853,-65.2120778,Cochabamba,Bolivia,
San Rafael,3172,-16.7872084,-60.6749875,Santa Cruz,Bolivia,
Pinondi,3139,-19.7670218,-62.9732957,Santa Cruz,Bolivia,
Sica Sica,3137,-17.3342503,-67.7395239,La Paz,Bolivia,
Pasorapa,3134,-18.321427,-64.6777486,Cochabamba,Bolivia,
Quime,3131,-16.9793029,-67.2159648,La Paz,Bolivia,
Colquencha,3085,-16.9294922,-68.2457827,La Paz,Bolivia,
Tarabuco,2977,-19.1796001,-64.914518,Chuquisaca,Bolivia,
Limoncito,2943,-18.0275473,-63.4033252,Santa Cruz,Bolivia,
Durango,2917,-19.8264673,-62.8362439,Santa Cruz,Bolivia,
El Carmen Rivero Torrez,2910,-18.8273901,-58.6244963,Santa Cruz,Bolivia,
Presto,2908,-18.9299749,-64.9368169,Chuquisaca,Bolivia,
Las Barreras,2891,-17.4445859,-63.1814894,Santa Cruz,Bolivia,
Villa Charcas,2846,-20.7232713,-64.8860717,Chuquisaca,Bolivia,
Collana,2842,-16.9039999,-68.2813854,La Paz,Bolivia,
Agua de Castilla,2817,-19.7724073,-65.9864134,Potosí,Bolivia,
Puerto Pailas,2800,-17.6676823,-62.7910438,Santa Cruz,Bolivia,
Sorata,2788,-15.7731653,-68.6497236,La Paz,Bolivia,
Culpina,2751,-20.8258464,-64.9442747,Chuquisaca,Bolivia,
Machacamarca,2749,-18.1715639,-67.0213656,Oruro,Bolivia,
Ucureña,2746,-17.5821997,-65.9124028,Cochabamba,Bolivia,
Puerto Rico,2733,-11.1048042,-67.5523809,Pando,Bolivia,
Valle Sacta,2704,-17.119671,-64.772345,Cochabamba,Bolivia,
Tres Cruces Garnica,2648,-19.8692364,-65.544642,Potosí,Bolivia,
Eucaliptus,2626,-17.5953711,-67.5083289,Oruro,Bolivia,
Manco Kapac,2603,-17.1907399,-64.5554959,Cochabamba,Bolivia,
Puchucollo Alto,2589,-16.5338963,-68.2515069,La Paz,Bolivia,
El Sena,2587,-11.4860188,-67.2474584,Pando,Bolivia,
Santa Rosa de Mapiri,2560,-15.3170629,-68.3266523,La Paz,Bolivia,
Bella Vista,2540,-13.272804,-63.6998408,Beni,Bolivia,
Belize,2502,-17.5755501,-62.1064268,Santa Cruz,Bolivia,
Tasna Rosario,2493,-20.6201232,-66.1874638,Potosí,Bolivia,
San Jose,2491,-17.9390761,-63.351571,Santa Cruz,Bolivia,
Cuevo,2475,-20.4548874,-63.5188575,Santa Cruz,Bolivia,
Tipuani,2456,-15.5654729,-68.0198849,La Paz,Bolivia,
Chayanta,2438,-18.4602998,-66.4440304,Potosí,Bolivia,
Parotani,2434,-17.5647171,-66.3436299,Cochabamba,Bolivia,
Yaguaru,2430,-15.6001041,-63.226141,Santa Cruz,Bolivia,
Sacaca,2403,-18.0699187,-66.3845618,Potosí,Bolivia,
Tiraque,2396,-17.4266149,-65.7243869,Cochabamba,Bolivia,
El Puente,2379,-16.3295567,-62.9101218,Santa Cruz,Bolivia,
La Asunta,2364,-16.125473,-67.1963714,La Paz,Bolivia,
Coroico,2353,-16.1886234,-67.7275652,La Paz,Bolivia,
Puente San Pablo,2343,-15.2457682,-63.8668837,Beni,Bolivia,
Licoma,2340,-16.8047216,-67.2031131,La Paz,Bolivia,
San German,2312,-17.3490233,-64.092069,Santa Cruz,Bolivia,
Candua,2308,-19.811854,-63.975735,Chuquisaca,Bolivia,
Batallas,2257,-16.3021178,-68.5305848,La Paz,Bolivia,
Campo Grande,2246,-21.9551886,-63.654852,Tarija,Bolivia,
Atocha,2241,-20.9358137,-66.2204084,Potosí,Bolivia,
Santa Barbara,2227,-20.9240321,-66.0509387,Potosí,Bolivia,
Campanero (Disperso),2216,-17.7248498,-62.9543297,Santa Cruz,Bolivia,
La Enconada,2197,-17.7326719,-62.9361607,Santa Cruz,Bolivia,
Portillo,2195,-21.564218,-64.6576889,Tarija,Bolivia,
Sopachuy,2142,-19.4853335,-64.4736151,Chuquisaca,Bolivia,
Baures,2127,-13.6574009,-63.6945935,Beni,Bolivia,
Villa 14 de Septiembre,2123,-16.8457771,-65.347277,Cochabamba,Bolivia,
Cala Cala,2087,-17.4852969,-67.5148894,La Paz,Bolivia,
Puerto Villarroel,2072,-16.8426069,-64.7970473,Cochabamba,Bolivia,
Chulumani,2066,-16.4089812,-67.5293644,La Paz,Bolivia,
Huacaraje,2053,-13.5948904,-63.8779564,Beni,Bolivia,
Santa Rita,2047,-17.9494139,-62.9329839,Santa Cruz,Bolivia,
Pedro Lorenzo,2041,-17.9579991,-63.2535859,Santa Cruz,Bolivia,
La Joya,2029,-17.7751618,-67.4974787,Oruro,Bolivia,
Huacullani,2028,-16.4484648,-68.741429,La Paz,Bolivia,
Tumarapi,2026,-17.0867508,-68.1882434,La Paz,Bolivia,
Yotau,2007,-16.1730449,-63.0183806,Santa Cruz,Bolivia,
Campanero,2006,-17.7374551,-62.9574035,Santa Cruz,Bolivia,
Chuquihuta,1995,-18.5920664,-66.3617252,Potosí,Bolivia,
Valle Nuevo,1992,-17.6495143,-62.4629419,Santa Cruz,Bolivia,
Santa Rosa de Roca,1992,-15.9140159,-61.4396656,Santa Cruz,Bolivia,
Arapata,1990,-16.2705352,-67.6438611,La Paz,Bolivia,
Santiago de Chiquitos,1979,-18.339304,-59.595412,Santa Cruz,Bolivia,
San Lucas,1977,-20.1023815,-65.1337025,Chuquisaca,Bolivia,
Don Lorenzo,1975,-17.8067142,-62.8790544,Santa Cruz,Bolivia,
La Guardia (Disperso),1968,-18.0252532,-63.0009648,Santa Cruz,Bolivia,
Redencion Pampa,1966,-18.8291213,-64.6188483,Chuquisaca,Bolivia,
San Isidro,1953,-21.9751546,-63.6603877,Tarija,Bolivia,
Irupana,1949,-16.471718,-67.4535801,La Paz,Bolivia,
Buen Retiro,1938,-17.2911221,-63.7136174,Santa Cruz,Bolivia,
Montero Hoyo,1935,-17.640761,-62.8203732,Santa Cruz,Bolivia,
Totora,1925,-17.7367497,-65.1913765,Cochabamba,Bolivia,
El Dorado,1924,-18.512294,-63.0231936,Santa Cruz,Bolivia,
Mallco Rancho,1919,-17.4175053,-66.3557358,Cochabamba,Bolivia,
Yapacani (Disperso),1916,-16.4948933,-64.2267414,Santa Cruz,Bolivia,
Sagrado Corazon,1906,-16.847911,-63.4314717,Santa Cruz,Bolivia,
Exaltacion,1891,-13.319829,-65.2507427,Beni,Bolivia,
Mina Asientos,1884,-18.2219695,-65.5434232,Cochabamba,Bolivia,
Tiquipaya,1883,-18.0839958,-63.4508156,Santa Cruz,Bolivia,
Molleterio,1872,-15.6000179,-68.0789282,La Paz,Bolivia,
Taypiplaya,1866,-15.9401494,-67.4765041,La Paz,Bolivia,
Machareti,1850,-20.8155121,-63.3611404,Chuquisaca,Bolivia,
Coro Coro,1846,-17.176599,-68.4538388,La Paz,Bolivia,
Pocoata,1844,-18.6988384,-66.1626856,Potosí,Bolivia,
Mallco Chapi,1842,-17.4247035,-66.3382804,Cochabamba,Bolivia,
Gonzalo Moreno,1839,-11.0778454,-66.1784309,Pando,Bolivia,
Tumupasa,1827,-14.1480777,-67.8894882,La Paz,Bolivia,
Santa Martha,1825,-17.9648406,-63.3627952,Santa Cruz,Bolivia,
Independencia,1821,-17.0820584,-66.8194274,Cochabamba,Bolivia,
Villa El Carmen,1813,-21.787729,-63.571043,Tarija,Bolivia,
Las Peñas,1811,-17.9638202,-62.9695019,Santa Cruz,Bolivia,
Menonita Chihuahua,1811,-17.1949263,-61.9263196,Santa Cruz,Bolivia,
La Angostura,1809,-18.1625967,-63.5054268,Santa Cruz,Bolivia,
Ravelo,1804,-18.8064836,-65.5117486,Potosí,Bolivia,
Mora,1793,-18.4612888,-63.2161358,Santa Cruz,Bolivia,
Coachaca Chico,1782,-17.4119473,-66.3449468,Cochabamba,Bolivia,
Palmar Chico,1766,-21.8788325,-63.6154295,Tarija,Bolivia,
Vinto Chico,1764,-17.4232155,-66.3265635,Cochabamba,Bolivia,
Arbieto Cochabamba,1757,-17.4825827,-66.1077982,Cochabamba,Bolivia,
Lagunillas,1757,-19.2285318,-66.274073,Oruro,Bolivia,
San Cristobal,1754,-21.1540692,-67.1661673,Potosí,Bolivia,
Charagua (La Estacion),1751,-19.7837128,-63.1482214,Santa Cruz,Bolivia,
Antequera,1751,-18.4787076,-66.8410274,Oruro,Bolivia,
Charaña,1742,-17.5932465,-69.4464523,La Paz,Bolivia,
Coripata,1726,-16.3140905,-67.6067266,La Paz,Bolivia,
Valle de Concepcion,1722,-21.6958247,-64.6559594,Tarija,Bolivia,
El Bisito,1713,-17.7942899,-63.0202624,Santa Cruz,Bolivia,
Charopampa  - Disperso,1704,-15.2881936,-68.205317,La Paz,Bolivia,
Tomatitas,1702,-21.49585,-64.7616278,Tarija,Bolivia,
Malla,1677,-17.0395656,-67.4505252,La Paz,Bolivia,
San Antonio de Lomerio,1677,-16.7682967,-61.8102694,Santa Cruz,Bolivia,
Incahuasi,1675,-20.7803928,-64.8676549,Chuquisaca,Bolivia,
Cala Cala,1674,-18.5246578,-66.4826289,Potosí,Bolivia,
Curahuara de Carangas,1668,-17.8447431,-68.4057668,Oruro,Bolivia,
Viloco,1656,-16.8741097,-67.5000196,La Paz,Bolivia,
Ocuri,1649,-18.8421014,-65.7955993,Potosí,Bolivia,
Marquirivi,1630,-16.9183367,-68.2682593,La Paz,Bolivia,
Santa Rosa de Lima,1622,-17.574173,-66.0639153,Cochabamba,Bolivia,
Korihuma Ii,1622,-17.4527893,-66.0372277,Cochabamba,Bolivia,
Alcala,1616,-19.3668988,-64.390263,Chuquisaca,Bolivia,
San Juan de Paltani,1607,-15.5684038,-68.071662,La Paz,Bolivia,
Paradero,1603,-18.9903639,-57.7924094,Santa Cruz,Bolivia,
San Isidro,1602,-18.0422315,-64.4316593,Santa Cruz,Bolivia,
Animas,1599,-20.9637052,-66.3060227,Potosí,Bolivia,
Huañacahua,1598,-17.4187051,-66.3423453,Cochabamba,Bolivia,
San Luis,1596,-18.1451559,-63.4819044,Santa Cruz,Bolivia,
Rosal Centro,1595,-17.9338018,-62.6795958,Santa Cruz,Bolivia,
San Andres,1593,-21.6219726,-64.8183999,Tarija,Bolivia,
Condo C,1586,-19.0439708,-66.7451477,Oruro,Bolivia,
El Brial,1579,-21.6697846,-63.3475117,Tarija,Bolivia,
Sauce Rancho,1574,-17.4074614,-66.3227703,Cochabamba,Bolivia,
Campamento Minero La Chojlla,1573,-16.4378227,-67.7839217,La Paz,Bolivia,
Kaka Chaca,1569,-18.8155053,-66.4151451,Oruro,Bolivia,
Yotala,1568,-19.1615005,-65.2660857,Chuquisaca,Bolivia,
Tres Cruces,1561,-17.6229996,-62.224502,Santa Cruz,Bolivia,
Paurito,1556,-17.880932,-62.9472441,Santa Cruz,Bolivia,
Huarina,1554,-16.1906624,-68.6009038,La Paz,Bolivia,
Tarope,1547,-17.7880802,-63.0156527,Santa Cruz,Bolivia,
Cantapa,1541,-16.654539,-68.5542775,La Paz,Bolivia,
Quirusillas -Los Tajibos,1539,-18.3349952,-63.9474644,Santa Cruz,Bolivia,
Menonita Nuevo Mexico,1537,-17.5768907,-60.9853529,Santa Cruz,Bolivia,
Puna,1525,-19.7949389,-65.5060389,Potosí,Bolivia,
Huacareta,1524,-20.367395,-64.0033295,Chuquisaca,Bolivia,
Tomina,1523,-19.1868204,-64.4613437,Chuquisaca,Bolivia,
Cruce Culta,1520,-19.0758228,-66.2074958,Oruro,Bolivia,
Teoponte,1519,-15.4955306,-67.819493,La Paz,Bolivia,
San Lorenzo,1510,-17.5249974,-65.921939,Cochabamba,Bolivia,
Escara,1500,-18.8589474,-68.1701024,Oruro,Bolivia,
Toledo,1500,-18.1808155,-67.4058515,Oruro,Bolivia,
Nuevo Horizonte,1497,-17.3205262,-62.798637,Santa Cruz,Bolivia,
Guerra Huayco,1496,-21.5910141,-64.8131606,Tarija,Bolivia,
Isla Suriqui,1494,-16.3052486,-68.7589848,La Paz,Bolivia,
Manitoba,1472,-17.4030487,-61.9977035,Santa Cruz,Bolivia,
Calamarca,1466,-16.9065276,-68.1149311,La Paz,Bolivia,
Toko,1450,-17.626075,-65.9260825,Cochabamba,Bolivia,
Turumayo,1450,-21.5613062,-64.7869066,Tarija,Bolivia,
Padcaya,1437,-21.8864842,-64.7141173,Tarija,Bolivia,
Omereque,1434,-18.1070091,-64.9079285,Cochabamba,Bolivia,
San Jose del Norte,1434,-16.8485026,-63.3838202,Santa Cruz,Bolivia,
Puerto Pailas (Disperso),1431,-17.6614669,-62.8039749,Santa Cruz,Bolivia,
Basilio,1425,-18.1230476,-63.1932816,Santa Cruz,Bolivia,
Ichoca,1419,-17.1420244,-67.181027,La Paz,Bolivia,
Pazña,1407,-18.5987939,-66.9203461,Oruro,Bolivia,
La Asunta,1406,-16.768238,-62.5791434,Santa Cruz,Bolivia,
Pairumani,1392,-17.3547216,-66.336263,Cochabamba,Bolivia,
Los Andes,1374,-16.8664844,-63.8311579,Santa Cruz,Bolivia,
Isarzama,1372,-17.1409702,-64.6800699,Cochabamba,Bolivia,
San Juan del Pirai,1361,-16.5243304,-63.7145779,Santa Cruz,Bolivia,
Puerto Acosta,1359,-15.5324564,-69.2511901,La Paz,Bolivia,
Trinidad Pampa,1358,-16.2812579,-67.6673489,La Paz,Bolivia,
Peñas,1348,-18.6915045,-66.7570939,Oruro,Bolivia,
Rancho Norte,1347,-21.4447983,-64.7495741,Tarija,Bolivia,
San Antonio,1339,-16.79814,-68.178122,La Paz,Bolivia,
Itau,1334,-21.7014743,-63.8827484,Tarija,Bolivia,
Caiza D,1324,-20.0073504,-65.6538571,Potosí,Bolivia,
San Pedro de Buena Vista,1323,-18.2715702,-65.9799045,Potosí,Bolivia,
Yaguacua,1323,-21.714096,-63.556732,Tarija,Bolivia,
Cesarzama,1318,-16.9968969,-65.0759894,Cochabamba,Bolivia,
Pucarani,1313,-16.399764,-68.4776345,La Paz,Bolivia,
Tinto del Este - Menonita,1313,-17.6515496,-61.512709,Santa Cruz,Bolivia,
Villa Paraiso,1313,-17.0173729,-62.5975869,Santa Cruz,Bolivia,
Rio Blanco,1306,-17.2237771,-64.4545889,Cochabamba,Bolivia,
Blanca Flor,1306,-11.7233428,-66.9337524,Pando,Bolivia,
Segunda Aguirre,1295,-17.3676683,-65.8119709,Cochabamba,Bolivia,
Del Norte,1290,-17.1036632,-62.4864337,Santa Cruz,Bolivia,
Buena Vista (Disperso),1289,-17.6104918,-63.5252426,Santa Cruz,Bolivia,
Apaña,1288,-16.5456785,-68.0184653,La Paz,Bolivia,
California,1287,-17.3777983,-61.460041,Santa Cruz,Bolivia,
Mariposas,1285,-17.0096707,-65.0407741,Cochabamba,Bolivia,
Clara Chuchio,1281,-17.6162697,-63.1041504,Santa Cruz,Bolivia,
Jahuacaya,1276,-19.1971298,-65.8857151,Potosí,Bolivia,
Berlin,1276,-17.5502684,-60.4743643,Santa Cruz,Bolivia,
La Calzada,1272,-16.2950868,-67.3220408,La Paz,Bolivia,
Colcha K,1268,-20.7403901,-67.6604728,Potosí,Bolivia,
Rodeo El Palmar,1261,-18.7428317,-64.8768025,Chuquisaca,Bolivia,
Senda 3,1259,-16.9953284,-65.1863596,Cochabamba,Bolivia,
Postrervalle,1259,-18.4911121,-63.8351306,Santa Cruz,Bolivia,
Villa Abecia,1252,-20.9758477,-65.2316826,Chuquisaca,Bolivia,
Toracari,1242,-18.1313844,-66.1364715,Potosí,Bolivia,
Parapitiguaso,1242,-19.930707,-62.8995827,Santa Cruz,Bolivia,
Puerto Guaqui,1238,-16.5939434,-68.8514305,La Paz,Bolivia,
Pico de Monte,1236,-17.1611149,-63.2186609,Santa Cruz,Bolivia,
Huaytu,1232,-17.5582213,-63.6389829,Santa Cruz,Bolivia,
Villa Rojas,1231,-11.2167252,-68.7268705,Pando,Bolivia,
Casa Grande,1229,-19.7112415,-62.9089514,Santa Cruz,Bolivia,
Azurduy,1229,-20.105102,-64.4145162,Chuquisaca,Bolivia,
Calamuchita,1228,-21.7009638,-64.6202323,Tarija,Bolivia,
Paredones,1223,-17.6074406,-65.5451785,Cochabamba,Bolivia,
Siete Suyos,1223,-20.9496254,-66.2967008,Potosí,Bolivia,
Sorejaya,1222,-15.8252163,-68.765073,La Paz,Bolivia,
Yawisla,1219,-20.2401772,-65.381307,Potosí,Bolivia,
Achiquiri,1216,-15.2046447,-68.2589954,La Paz,Bolivia,
San Pablo,1215,-15.8983009,-63.3031104,Santa Cruz,Bolivia,
San Cristobal (Minera),1214,-21.1319972,-67.2086806,Potosí,Bolivia,
Misukani,1212,-17.5816638,-65.5962022,Cochabamba,Bolivia,
Anzaldo,1209,-17.7789616,-65.9320873,Cochabamba,Bolivia,
