name,population,latitude,longitude,state,country,percentageOfSessions
Kadu,2100,41.230163,73.125937,Žalal-Abad,Kyrgyzstan,
Beš-Bala,2091,41.039868,73.095134,Žalal-Abad,Kyrgyzstan,
Dostuk,2091,40.872631,72.84583,Žalal-Abad,Kyrgyzstan,
Kara-Suu,2091,41.42953,74.02024,Žalal-Abad,Kyrgyzstan,
Talaa,2090,40.43541,73.27166,Oš,Kyrgyzstan,
Teplica,2083,40.941826,72.950282,Žalal-Abad,Kyrgyzstan,
Kuruluš,2083,41.66172,70.78239,Žalal-Abad,Kyrgyzstan,
Ùlgù,2080,40.896348,72.996129,Žalal-Abad,Kyrgyzstan,
Pâtiletka,2079,40.4903266,72.812464,Oš City,Kyrgyzstan,
Ken̦-Žylga,2078,40.391963,73.502673,Oš,Kyrgyzstan,
Kyzyl-Bulak,2077,40.04879,71.74045,Batken,Kyrgyzstan,
Terek-Saj,2077,41.515758,71.145252,Žalal-Abad,Kyrgyzstan,
Boroldoj,2075,42.79036,75.85613,Čùj,Kyrgyzstan,
Čok-Tal,2071,42.58601,76.74176,Ycyk-Kôl,Kyrgyzstan,
Žazy,2071,40.770765,73.433532,Oš,Kyrgyzstan,
Arimžan,2070,41.009964,72.549997,Žalal-Abad,Kyrgyzstan,
Ken̦-Suu,2070,42.75432,78.72562,Ycyk-Kôl,Kyrgyzstan,
Žijde,2070,42.67156,71.409406,Talas,Kyrgyzstan,
Dostuk,2068,40.21775,71.8421,Batken,Kyrgyzstan,
Kyzyl-Tuu,2064,41.057154,75.552781,Naryn,Kyrgyzstan,
Hauz,2064,40.375645,72.201494,Oš,Kyrgyzstan,
Tômônkù Orok,2059,42.814104,74.534723,Čùj,Kyrgyzstan,
Tèèke,2052,40.4729461,72.713983,Oš City,Kyrgyzstan,
Žetigen,2052,41.499372,71.740324,Žalal-Abad,Kyrgyzstan,
Taš-Dôbô,2052,42.041749,74.776896,Naryn,Kyrgyzstan,
Birinči Maj,2051,42.897778,74.341111,Čùj,Kyrgyzstan,
Toskool,2036,41.189087,72.688494,Žalal-Abad,Kyrgyzstan,
Yrys,2036,40.883002,72.969652,Žalal-Abad,Kyrgyzstan,
Ak-Saj,2033,41.469171,72.053215,Žalal-Abad,Kyrgyzstan,
Aral,2030,42.72444,78.54177,Ycyk-Kôl,Kyrgyzstan,
Kara-Žygač,2029,41.652899,72.065386,Žalal-Abad,Kyrgyzstan,
Kyzyl-Tuu,2026,41.687,72.01445,Žalal-Abad,Kyrgyzstan,
Žar-Bašy,2023,40.2979,72.98613,Oš,Kyrgyzstan,
Kara-Žygač,2017,41.186438,72.80238,Žalal-Abad,Kyrgyzstan,
Tasma,2012,42.7101,78.5893,Ycyk-Kôl,Kyrgyzstan,
Koš-Korgon,2012,42.753611,75.427778,Čùj,Kyrgyzstan,
Tuz-Bel,2011,40.560232,73.339265,Oš,Kyrgyzstan,
Terek-Suu,2008,41.117351,75.732053,Naryn,Kyrgyzstan,
Sogment,2007,39.8884467,71.0414191,Batken,Kyrgyzstan,
Gaz,2004,39.8679228,71.0209593,Batken,Kyrgyzstan,
Munduz,2000,40.850914,72.892491,Žalal-Abad,Kyrgyzstan,
Sulajmanabad,1998,40.26918,72.08303,Batken,Kyrgyzstan,
Kara-Oj,1997,41.619547,72.050259,Žalal-Abad,Kyrgyzstan,
Čolok-Kajyn̦,1997,41.234752,74.538237,Naryn,Kyrgyzstan,
Ôrùktù-Saj,1990,41.444919,71.421462,Žalal-Abad,Kyrgyzstan,
Sary-Dôbô,1990,42.73088,78.47345,Ycyk-Kôl,Kyrgyzstan,
Orto-Saj,1987,41.05078,73.041286,Žalal-Abad,Kyrgyzstan,
Stepnoe,1983,43.1655,73.95344,Čùj,Kyrgyzstan,
Aččy,1976,40.524302,72.525755,Oš,Kyrgyzstan,
Žazy-Kečùù,1971,41.6514531,72.7434182,Žalal-Abad,Kyrgyzstan,
Golbo,1969,39.81175,69.612917,Batken,Kyrgyzstan,
Čolpon-Ata,1969,41.915931,72.602233,Žalal-Abad,Kyrgyzstan,
Aryk-Boû,1969,40.209414,72.230687,Oš,Kyrgyzstan,
Aliaskar Toktonaliev,1962,42.74626,75.01697,Čùj,Kyrgyzstan,
Koj-Taš,1961,41.571151,72.125474,Žalal-Abad,Kyrgyzstan,
Oktâbrʹskoe,1960,42.51,78.44409,Ycyk-Kôl,Kyrgyzstan,
Bala-Sary,1959,42.690525,71.617002,Talas,Kyrgyzstan,
Èčki-Bašy,1958,41.5703,75.9119,Naryn,Kyrgyzstan,
Boz,1957,40.24316,72.09808,Batken,Kyrgyzstan,
Ùč-Dôbô,1956,39.9499879,70.4864507,Batken,Kyrgyzstan,
Akkyâ,1951,40.817058,73.481137,Oš,Kyrgyzstan,
Staraâ Pokrovka,1951,40.68588,73.15558,Oš,Kyrgyzstan,
Toruk,1950,41.396118,71.820963,Žalal-Abad,Kyrgyzstan,
Taš-Aryk,1949,42.540458,72.380162,Talas,Kyrgyzstan,
Kara-Kùn̦gôj,1948,42.203611,75.921389,Naryn,Kyrgyzstan,
Ak-Dôbô,1945,42.4592,78.104,Ycyk-Kôl,Kyrgyzstan,
Rajkomol,1942,41.589346,72.22611,Žalal-Abad,Kyrgyzstan,
Kuluštan,1940,40.246603,72.238344,Oš,Kyrgyzstan,
Aral,1939,41.001353,72.662194,Žalal-Abad,Kyrgyzstan,
Zarbalyk,1935,40.63225,72.90594,Oš,Kyrgyzstan,
Sary-Bulak,1931,40.658525,73.539929,Oš,Kyrgyzstan,
Kakyr,1931,40.810334,73.509615,Oš,Kyrgyzstan,
Taštak,1930,41.617733,72.130451,Žalal-Abad,Kyrgyzstan,
Mazar-Suu,1927,41.936198,72.652755,Žalal-Abad,Kyrgyzstan,
Koš-Terek,1924,41.37685,71.523915,Žalal-Abad,Kyrgyzstan,
Kyzyl-Kyâ,1924,41.104491,72.362519,Žalal-Abad,Kyrgyzstan,
Kum-Aryk,1919,42.72223,73.71106,Čùj,Kyrgyzstan,
Žan̦y-Talap,1918,40.692232,73.406168,Oš,Kyrgyzstan,
Čolpon,1915,42.86012,75.14015,Čùj,Kyrgyzstan,
Šalta,1914,42.79784,74.48276,Čùj,Kyrgyzstan,
Ak-Terek,1913,41.475388,71.167072,Žalal-Abad,Kyrgyzstan,
Mykan,1912,42.93506,74.6545,Čùj,Kyrgyzstan,
Ak-Ôlôn̦,1910,42.3485,76.1651,Ycyk-Kôl,Kyrgyzstan,
Orto-Ôrùktù,1909,42.7402,77.94027,Ycyk-Kôl,Kyrgyzstan,
Žan̦y-Abad,1903,40.935615,72.583344,Žalal-Abad,Kyrgyzstan,
Tôlôk,1903,41.932507,75.680555,Naryn,Kyrgyzstan,
Bajzak,1901,42.75357,78.69588,Ycyk-Kôl,Kyrgyzstan,
Ak-Bosogo,1901,39.817688,73.247768,Oš,Kyrgyzstan,
Bulak-Bašy,1899,39.998611,69.576389,Batken,Kyrgyzstan,
Šorton,1899,41.914422,74.50257,Naryn,Kyrgyzstan,
Taldy-Suu,1899,39.711444,72.965643,Oš,Kyrgyzstan,
Žaš,1898,40.254227,72.451421,Oš,Kyrgyzstan,
Ničke-Suu,1893,40.209098,72.190577,Oš,Kyrgyzstan,
Salam-Alik,1885,40.839601,73.629623,Oš,Kyrgyzstan,
Ak-Buura-2,1884,40.49205,72.77705,Oš,Kyrgyzstan,
Prigorodnyj,1880,40.918065,72.993592,Žalal-Abad,Kyrgyzstan,
Bolʹševik,1880,42.178692,75.776052,Naryn,Kyrgyzstan,
Bôgôt,1879,41.074687,72.628157,Žalal-Abad,Kyrgyzstan,
Žekendi,1877,39.501,71.90075,Oš,Kyrgyzstan,
Čon̦-Kapka,1876,42.700912,71.578892,Talas,Kyrgyzstan,
Otradnoe,1866,42.58923,78.65747,Ycyk-Kôl,Kyrgyzstan,
Orto-Nura,1865,41.4523,76.2046,Naryn,Kyrgyzstan,
Korgon,1863,41.654711,71.956851,Žalal-Abad,Kyrgyzstan,
Èski-Masy,1862,41.101446,72.667176,Žalal-Abad,Kyrgyzstan,
Ùč-Bulak,1861,42.59551,71.631232,Talas,Kyrgyzstan,
Kuturgan,1858,40.935504,73.481052,Oš,Kyrgyzstan,
Bulan-Sôgôttù,1856,42.67234,77.29877,Ycyk-Kôl,Kyrgyzstan,
Karakol,1853,42.60276,78.52684,Ycyk-Kôl,Kyrgyzstan,
Kùrpùldôk,1850,42.9007,73.59468,Čùj,Kyrgyzstan,
Kalmak-Kyrčyn,1848,41.120004,73.401,Žalal-Abad,Kyrgyzstan,
Najman,1845,40.324692,72.34395,Oš,Kyrgyzstan,
Kaška-Suu,1844,42.69871,74.53142,Čùj,Kyrgyzstan,
Tùgôl-Saj,1842,41.985382,74.753462,Naryn,Kyrgyzstan,
Telʹman,1841,42.70043,73.75706,Čùj,Kyrgyzstan,
Onbir-Žylga,1839,42.694444,75.422222,Čùj,Kyrgyzstan,
Kambar-Abad,1837,40.26505,72.07581,Batken,Kyrgyzstan,
Dôbôj,1837,40.861773,73.045704,Žalal-Abad,Kyrgyzstan,
Oj-Tal,1831,42.74096,78.01013,Ycyk-Kôl,Kyrgyzstan,
Bakmal,1831,40.763427,73.338752,Oš,Kyrgyzstan,
Košoj,1830,42.688333,75.353611,Čùj,Kyrgyzstan,
Šaty,1829,42.78494,78.38333,Ycyk-Kôl,Kyrgyzstan,
An̦-Ôstôn,1828,42.45589,78.14331,Ycyk-Kôl,Kyrgyzstan,
Suulu-Majmak,1827,42.669048,71.288925,Talas,Kyrgyzstan,
Babyr,1823,40.732075,73.387572,Oš,Kyrgyzstan,
Kirov,1822,41.016755,72.593475,Žalal-Abad,Kyrgyzstan,
Ak-Bulak,1821,42.7990276,78.2376209,Ycyk-Kôl,Kyrgyzstan,
Kara-Dôbô,1818,40.22031,71.97142,Batken,Kyrgyzstan,
Kara-Šoro,1818,40.341667,73.386111,Oš,Kyrgyzstan,
Čon̦-Daly,1816,42.79731,74.81965,Čùj,Kyrgyzstan,
Tolman,1814,40.327917,72.224112,Oš,Kyrgyzstan,
Kiči-Bùrgôndù,1812,41.034788,72.28656,Žalal-Abad,Kyrgyzstan,
Adyr,1812,40.71868,73.420944,Oš,Kyrgyzstan,
Kors-Ètti,1812,40.90877,73.376672,Oš,Kyrgyzstan,
Ak-Bašat,1811,41.329771,71.173915,Žalal-Abad,Kyrgyzstan,
Kerkidan,1811,40.39557,72.095729,Oš,Kyrgyzstan,
Taš-Kutču,1810,40.9792049,73.0458935,Žalal-Abad,Kyrgyzstan,
Tômôn-Suu,1806,42.69694,74.02222,Čùj,Kyrgyzstan,
Kara-Bulun̦,1805,41.095444,75.588656,Naryn,Kyrgyzstan,
Baglan,1805,40.235879,72.214801,Oš,Kyrgyzstan,
Konstantinovka,1801,43.02875,74.67218,Čùj,Kyrgyzstan,
Madaniât,1800,40.53432,72.497605,Oš,Kyrgyzstan,
Kozučak,1796,42.440246,72.273127,Talas,Kyrgyzstan,
Čon̦-Karakol,1794,39.886757,73.323092,Oš,Kyrgyzstan,
Bel-Kyštak,1794,40.56,72.68,Oš,Kyrgyzstan,
Myrza-Najman,1793,40.314216,72.332388,Oš,Kyrgyzstan,
Lipenka,1791,42.5241,78.2013,Ycyk-Kôl,Kyrgyzstan,
Ôrnôk,1789,40.282814,72.243078,Oš,Kyrgyzstan,
Kon̦ur-Ôlôn̦,1786,42.0976,76.6221,Ycyk-Kôl,Kyrgyzstan,
Šabdan,1784,42.73314,76.07723,Čùj,Kyrgyzstan,
Krupskaâ,1784,42.79869,74.21175,Čùj,Kyrgyzstan,
Sary-Bulak,1782,41.025542,73.116977,Žalal-Abad,Kyrgyzstan,
Čolok-Terek,1778,40.992527,73.010725,Žalal-Abad,Kyrgyzstan,
Sary-Tologoj,1776,42.72482,78.78055,Ycyk-Kôl,Kyrgyzstan,
Boz-Čyčkan,1774,40.872631,73.115283,Žalal-Abad,Kyrgyzstan,
Čon̦-Kyzyl-Suu,1770,42.31113,78.07611,Ycyk-Kôl,Kyrgyzstan,
Ak-Saj,1769,39.8789968,70.5192638,Batken,Kyrgyzstan,
Osoaviahim,1767,40.324502,73.635202,Oš,Kyrgyzstan,
Kurmanžan Datka,1766,40.330198,73.440131,Oš,Kyrgyzstan,
Sary-Dôbô (Kommuna),1765,39.799139,69.439,Batken,Kyrgyzstan,
Tùrk-Abad,1763,40.840056,72.99843,Žalal-Abad,Kyrgyzstan,
Ajgyr-Žal,1763,41.728587,70.989956,Žalal-Abad,Kyrgyzstan,
Žyluu-Bulak,1761,42.76264,78.65936,Ycyk-Kôl,Kyrgyzstan,
Mukur,1759,41.615426,71.888241,Žalal-Abad,Kyrgyzstan,
Ottuk,1757,41.620088,75.851778,Naryn,Kyrgyzstan,
Kyzyl-Abad,1754,40.5729,72.9951,Oš,Kyrgyzstan,
Žašasyn-2,1751,41.062587,73.048597,Žalal-Abad,Kyrgyzstan,
Ak-Terek,1747,39.877833,70.005528,Batken,Kyrgyzstan,
On Èki-Bel,1746,40.296177,72.344732,Oš,Kyrgyzstan,
Irrigator,1741,40.990415,73.001595,Žalal-Abad,Kyrgyzstan,
Èski-Ooču,1740,40.0806548,69.6989306,Batken,Kyrgyzstan,
Kyz-Molo,1738,43.03679,74.07371,Čùj,Kyrgyzstan,
Pahta-Abad,1731,40.499266,72.549319,Oš,Kyrgyzstan,
Kara-Suu,1730,39.870528,70.044333,Batken,Kyrgyzstan,
Èmgek-Talaa,1728,41.3967,75.6102,Naryn,Kyrgyzstan,
Koš-Almurut,1726,41.3395,71.50863,Žalal-Abad,Kyrgyzstan,
Ysyk-Kôl,1725,42.59884,78.14884,Ycyk-Kôl,Kyrgyzstan,
Syn-Taš,1725,42.703056,75.06,Čùj,Kyrgyzstan,
Batuu,1723,40.220163,72.727853,Oš,Kyrgyzstan,
Taldy-Suu,1722,41.189435,76.139439,Naryn,Kyrgyzstan,
Kyzyl-Tuu,1720,40.26275,72.98379,Oš,Kyrgyzstan,
Aral,1719,42.701658,71.805813,Talas,Kyrgyzstan,
Čyčkan-Kol,1712,40.29002,72.98841,Oš,Kyrgyzstan,
Por,1711,40.613,73.410313,Oš,Kyrgyzstan,
Predtečenka,1707,42.95417,74.05556,Čùj,Kyrgyzstan,
Ak-Bulak,1701,41.342299,73.073552,Žalal-Abad,Kyrgyzstan,
Kôsô-Terek,1701,41.385562,73.087211,Žalal-Abad,Kyrgyzstan,
Čorgoču,1700,41.694901,73.482237,Žalal-Abad,Kyrgyzstan,
Čukur-Akseki,1700,41.94,74.5324,Naryn,Kyrgyzstan,
Kara-Tejit,1700,39.49265,71.75457,Oš,Kyrgyzstan,
Žar-Kyštak,1695,40.850914,73.061796,Žalal-Abad,Kyrgyzstan,
Kara-Bùrgôn,1691,41.220326,74.700908,Naryn,Kyrgyzstan,
Ôstùrùù,1691,40.945521,73.245173,Oš,Kyrgyzstan,
Kamyr-Suu,1683,40.306,72.99052,Oš,Kyrgyzstan,
Žuzumžan,1681,41.674633,72.088312,Žalal-Abad,Kyrgyzstan,
Dodon,1681,40.317316,72.271944,Oš,Kyrgyzstan,
Čon̦-Kuruluš,1679,40.97769625,72.660669,Žalal-Abad,Kyrgyzstan,
Kalba,1678,42.45086,72.401281,Talas,Kyrgyzstan,
Čon̦-Talaa,1677,40.1649586,70.8641681,Batken,Kyrgyzstan,
Žan̦y-Talaa,1677,40.63,73.47,Oš,Kyrgyzstan,
Alčaly,1677,40.24903,72.97413,Oš,Kyrgyzstan,
Čolpon,1676,42.63434,78.47671,Ycyk-Kôl,Kyrgyzstan,
Birinči Maj,1676,40.388145,73.419255,Oš,Kyrgyzstan,
Sadovyj,1675,42.760833,75.380278,Čùj,Kyrgyzstan,
Alga,1672,40.696684,73.136931,Oš,Kyrgyzstan,
Kôtôrmô,1665,41.84692,73.081678,Žalal-Abad,Kyrgyzstan,
Kara-Saz,1661,42.199358,75.884858,Naryn,Kyrgyzstan,
Žen̦iš,1655,39.9442,69.37695,Batken,Kyrgyzstan,
Dačnoe,1653,42.94147,74.70463,Čùj,Kyrgyzstan,
Kesken-Taš,1652,40.03756,71.75557,Batken,Kyrgyzstan,
Kùn-Èlek,1651,40.140221,73.498557,Oš,Kyrgyzstan,
Tostu,1646,41.592562,71.634757,Žalal-Abad,Kyrgyzstan,
Toktogul,1646,40.826181,73.40925,Oš,Kyrgyzstan,
Kyzyl-Suu,1643,42.7083,75.47796,Čùj,Kyrgyzstan,
Ataj,1640,41.3434,73.85377,Žalal-Abad,Kyrgyzstan,
Žan̦y-Aravan,1640,40.48248,72.563192,Oš,Kyrgyzstan,
Kara-Bulak,1636,41.195568,73.279577,Žalal-Abad,Kyrgyzstan,
Naraj,1636,40.275199,72.362141,Oš,Kyrgyzstan,
Kara-Suu,1631,41.68885,72.050404,Žalal-Abad,Kyrgyzstan,
Kyzyl-Tuu,1629,42.17854,76.6729,Ycyk-Kôl,Kyrgyzstan,
Birdik,1626,41.209132,75.95116,Naryn,Kyrgyzstan,
Beš-Mojnok,1624,40.861773,73.087762,Žalal-Abad,Kyrgyzstan,
Tajlan,1623,39.82075,69.52925,Batken,Kyrgyzstan,
Saty,1623,41.152762,73.36658,Žalal-Abad,Kyrgyzstan,
Šor-Bulak,1622,42.25877,76.55125,Ycyk-Kôl,Kyrgyzstan,
Kuruluš,1620,41.46714,71.73174,Žalal-Abad,Kyrgyzstan,
Žalgyz-Ôrùk,1611,42.317,77.9709,Ycyk-Kôl,Kyrgyzstan,
Ken̦eš,1611,40.80456,73.237216,Oš,Kyrgyzstan,
Tegizčil,1610,42.56522,78.42006,Ycyk-Kôl,Kyrgyzstan,
Ùč-Korgon,1609,42.778634,71.555083,Talas,Kyrgyzstan,
Kôgoj,1608,41.3199236,72.4900437,Žalal-Abad,Kyrgyzstan,
Alga,1607,39.96681,69.3718,Batken,Kyrgyzstan,
Dôbôlù,1604,41.4495,76.2402,Naryn,Kyrgyzstan,
Terek,1602,40.014755,73.552245,Oš,Kyrgyzstan,
Kyzyl-Èšme,1602,39.56455,72.27277,Oš,Kyrgyzstan,
Almaluu,1600,41.896756,73.570292,Žalal-Abad,Kyrgyzstan,
An̦-Aryk,1599,41.669946,73.398677,Žalal-Abad,Kyrgyzstan,
Gùzar,1599,40.682503,73.167559,Oš,Kyrgyzstan,
Kaltak,1596,40.25312,72.09973,Batken,Kyrgyzstan,
Internacional,1596,40.551775,72.444991,Oš,Kyrgyzstan,
Ačy,1596,40.52933,72.91824,Oš,Kyrgyzstan,
Svetlaâ Polâna,1594,42.3503,78.0651,Ycyk-Kôl,Kyrgyzstan,
Kajrat,1590,40.865627,73.445791,Oš,Kyrgyzstan,
Aral,1584,41.909984,72.903383,Žalal-Abad,Kyrgyzstan,
Kadyraly,1584,41.507961,75.242595,Naryn,Kyrgyzstan,
Komsomol,1584,42.240654,75.315034,Naryn,Kyrgyzstan,
Ak-Čij,1582,42.65139,78.80527,Ycyk-Kôl,Kyrgyzstan,
Korgon-Dôbô,1575,41.486623,72.104768,Žalal-Abad,Kyrgyzstan,
Ten̦dik,1571,41.2515384,72.2108349,Žalal-Abad,Kyrgyzstan,
Ak-Talaa,1571,41.4174,75.663,Naryn,Kyrgyzstan,
Gulbaar-Tôlôjkôn,1564,40.5036608,72.7071251,Oš City,Kyrgyzstan,
Šalta,1562,42.83901,74.3359,Čùj,Kyrgyzstan,
Žan̦y-Aral,1559,40.961499,72.992196,Žalal-Abad,Kyrgyzstan,
Kyzyl-Saraj,1558,40.6285517,72.9374962,Oš,Kyrgyzstan,
Kyzyl-Kôl,1557,41.778384,72.048766,Žalal-Abad,Kyrgyzstan,
Birinči Maj,1557,42.94624,73.64113,Čùj,Kyrgyzstan,
Ičke-Bulun̦,1556,42.508,78.2427,Ycyk-Kôl,Kyrgyzstan,
Sadovoe,1551,43.1525,74.329444,Čùj,Kyrgyzstan,
Kajnar,1549,42.539625,71.082661,Talas,Kyrgyzstan,
Almaluu,1549,42.6891,74.83738,Čùj,Kyrgyzstan,
Top-Žan̦gak,1548,41.660408,72.061521,Žalal-Abad,Kyrgyzstan,
Aûu-Tapan,1548,40.336545,73.675543,Oš,Kyrgyzstan,
Karool-Dôbô,1543,42.73188,76.12255,Čùj,Kyrgyzstan,
Kelte,1540,41.353399,71.551489,Žalal-Abad,Kyrgyzstan,
Kuduk,1539,40.02702,71.58844,Batken,Kyrgyzstan,
Kedej-Aryk,1537,41.003542,73.063469,Žalal-Abad,Kyrgyzstan,
Tôô-Basty,1536,41.458931,72.092649,Žalal-Abad,Kyrgyzstan,
Toktoân,1534,42.71461,78.68614,Ycyk-Kôl,Kyrgyzstan,
Kajyrma-Aryk,1532,42.52184,78.65661,Ycyk-Kôl,Kyrgyzstan,
Toguz-Bulak,1529,42.68622,78.3023,Ycyk-Kôl,Kyrgyzstan,
Kurban-Kara,1527,40.70497,72.97436,Oš,Kyrgyzstan,
Syrt,1523,39.9142,71.23434,Batken,Kyrgyzstan,
Ângi-Abad,1519,40.564556,72.40779,Oš,Kyrgyzstan,
Koš-Taš,1518,41.641648,73.423,Žalal-Abad,Kyrgyzstan,
Min̦-Bulak,1517,41.483152,75.853156,Naryn,Kyrgyzstan,
Žal,1513,39.92818,71.32568,Batken,Kyrgyzstan,
Taš-Kyâ,1513,42.46144,78.38682,Ycyk-Kôl,Kyrgyzstan,
Kyzyl-Tuu,1512,41.036542,73.102283,Žalal-Abad,Kyrgyzstan,
Kara-Buura,1512,42.52382,71.579361,Talas,Kyrgyzstan,
Žol-Saj,1508,41.696097,71.992965,Žalal-Abad,Kyrgyzstan,
Žaš-Tilek,1501,40.29578,71.23564,Batken,Kyrgyzstan,
Fedorovka,1499,42.85407,73.88271,Čùj,Kyrgyzstan,
Beš-Mojnok,1498,40.53545,72.90029,Oš,Kyrgyzstan,
Čymčyk-Žar,1497,41.075667,73.0719397,Žalal-Abad,Kyrgyzstan,
Èpkin,1493,42.17244,75.41024,Naryn,Kyrgyzstan,
Čertik,1493,40.606174,72.413766,Oš,Kyrgyzstan,
Savaj-Aryk,1490,40.68999,72.93795,Oš,Kyrgyzstan,
Kakyr,1486,40.26994,71.99896,Batken,Kyrgyzstan,
Čon̦-Dôbô,1483,42.040417,74.85322,Naryn,Kyrgyzstan,
Žan̦y-Aryk,1482,40.648623,73.082805,Oš,Kyrgyzstan,
Čekelik,1481,40.21402,71.68925,Batken,Kyrgyzstan,
Čalk-ôjdô,1481,40.7407,73.65896,Oš,Kyrgyzstan,
Furkat,1479,40.53618,72.84265,Oš,Kyrgyzstan,
Orto-Aryk,1478,40.7441,73.23482,Oš,Kyrgyzstan,
Arčagul,1477,42.537831,71.122133,Talas,Kyrgyzstan,
Taš-Kuduk,1476,42.480708,72.038228,Talas,Kyrgyzstan,
Kajyn̦-Talaa,1475,40.31017,74.254112,Oš,Kyrgyzstan,
Kesek,1471,40.44301,72.582444,Oš,Kyrgyzstan,
Čon̦-Taš,1466,42.77329,78.62052,Ycyk-Kôl,Kyrgyzstan,
Lejlek,1457,39.877389,70.090194,Batken,Kyrgyzstan,
Taš-Bašat,1456,41.467161,76.397225,Naryn,Kyrgyzstan,
Žaš-Tilek,1454,39.56423,72.04075,Oš,Kyrgyzstan,
Žangarač,1454,42.76139,74.32194,Čùj,Kyrgyzstan,
Kara-Bulak,1448,41.103031,72.565177,Žalal-Abad,Kyrgyzstan,
Lubânoe,1445,43.124722,74.455833,Čùj,Kyrgyzstan,
Arpa-Saj,1442,40.23628,71.95962,Batken,Kyrgyzstan,
Čkalov,1441,41.213541,72.949416,Žalal-Abad,Kyrgyzstan,
Kajyn̦dy,1438,42.74292,76.15873,Čùj,Kyrgyzstan,
Mogol-Korgon,1437,41.0391,72.703113,Žalal-Abad,Kyrgyzstan,
Kyzyl-Čarba,1434,40.808351,73.571064,Oš,Kyrgyzstan,
Kyzyl-Bagyš,1433,40.861773,72.985199,Žalal-Abad,Kyrgyzstan,
Zerger,1430,40.908432,73.504701,Oš,Kyrgyzstan,
Belek,1429,42.79869,74.31195,Čùj,Kyrgyzstan,
Toluk,1428,41.899299,73.596059,Žalal-Abad,Kyrgyzstan,
Hun Či [bôlùgù],1428,42.97749,74.87035,Čùj,Kyrgyzstan,
Žan̦gak,1427,41.382362,71.864949,Žalal-Abad,Kyrgyzstan,
Žaš-Lenin,1426,40.9896645,72.700933,Žalal-Abad,Kyrgyzstan,
Temir-Kanat,1422,42.05663,76.92104,Ycyk-Kôl,Kyrgyzstan,
Kara-Oj,1421,41.220733,72.941902,Žalal-Abad,Kyrgyzstan,
Ak-Taš,1421,41.700871,70.645347,Žalal-Abad,Kyrgyzstan,
Ičke-Suu,1417,42.78218,78.42693,Ycyk-Kôl,Kyrgyzstan,
Žetim-Dôbô,1417,40.570783,73.494025,Oš,Kyrgyzstan,
Kyzyl-Èmgek,1414,41.963376,74.900768,Naryn,Kyrgyzstan,
Moldovanovka,1412,42.98856,74.72282,Čùj,Kyrgyzstan,
Tuûk-Žar,1410,41.582531,71.676482,Žalal-Abad,Kyrgyzstan,
Ôlôn̦-Bulak,1407,41.551249,71.628713,Žalal-Abad,Kyrgyzstan,
Čet-Bulak,1406,41.28904,73.97032,Žalal-Abad,Kyrgyzstan,
Kara-Suu,1406,41.857715,72.924977,Žalal-Abad,Kyrgyzstan,
Aj-Kol,1405,39.80128,69.65117,Batken,Kyrgyzstan,
Žyl-Kol,1404,41.176015,72.089083,Žalal-Abad,Kyrgyzstan,
Gajrat,1403,40.0344,71.74406,Batken,Kyrgyzstan,
Boz-Karagan,1402,40.323286,73.392299,Oš,Kyrgyzstan,
Aryk-Tejit,1398,40.230938,72.294951,Oš,Kyrgyzstan,
Kyzyl-Oktâbrʹ,1398,42.76894,75.73082,Čùj,Kyrgyzstan,
Rot-Front,1397,42.71978,75.10502,Čùj,Kyrgyzstan,
Kara-Bašat,1396,41.631461,71.64428,Žalal-Abad,Kyrgyzstan,
Semiz-Bel,1395,42.243416,75.828601,Naryn,Kyrgyzstan,
Dokturbek Kurmanaliev,1395,42.86754,74.90582,Čùj,Kyrgyzstan,
Spartak,1394,43.03624,74.12926,Čùj,Kyrgyzstan,
Sovet,1393,40.16667,71.31111,Batken,Kyrgyzstan,
Sary-Altyn,1391,40.23362,71.94594,Batken,Kyrgyzstan,
Birdik,1390,41.41329,73.9128,Žalal-Abad,Kyrgyzstan,
Beš-Terek,1390,43.06033,73.9948,Čùj,Kyrgyzstan,
Ak-Buura-3,1389,40.50869,72.77483,Oš,Kyrgyzstan,
Sadda,1387,40.950641,72.905855,Žalal-Abad,Kyrgyzstan,
Bôksô Žol,1386,42.70792,73.89027,Čùj,Kyrgyzstan,
Beš-Ôrùk,1385,42.90917,74.21972,Čùj,Kyrgyzstan,
Sadyrbaj,1384,40.6163,73.03444,Oš,Kyrgyzstan,
Boz-Bešik,1383,42.4353,77.9514,Ycyk-Kôl,Kyrgyzstan,
Čekildek,1383,42.20036,75.58995,Naryn,Kyrgyzstan,
Mantyš,1382,42.194892,75.255985,Naryn,Kyrgyzstan,
Furhat,1382,40.69217,72.96421,Oš,Kyrgyzstan,
Kara-Kùn̦gôj,1380,41.997,72.483914,Žalal-Abad,Kyrgyzstan,
Žan̦gakty,1379,40.939948,73.398555,Oš,Kyrgyzstan,
Ôrnôk,1376,42.59896,76.8576,Ycyk-Kôl,Kyrgyzstan,
Almalyk,1374,40.3776547,72.7181356,Oš City,Kyrgyzstan,
Učkun,1373,40.07273,71.7095,Batken,Kyrgyzstan,
Bel-Aldy,1373,41.926593,73.286219,Žalal-Abad,Kyrgyzstan,
Kyzyl-Žyldyz,1372,41.5673,75.8554,Naryn,Kyrgyzstan,
Kara-Šaar,1371,42.32248,76.34859,Ycyk-Kôl,Kyrgyzstan,
