name,population,latitude,longitude,state,country,percentageOfSessions
Kara-Bulak,3511,39.9458541,70.9307996,Batken,Kyrgyzstan,
Čimgen,3494,39.872528,69.505667,Batken,Kyrgyzstan,
Prževalʹsk Pristany,3492,42.5737508,78.3108752,Ycyk-Kôl,Kyrgyzstan,
Žoon-Kùn̦gôj,3490,41.1670304,73.331752,Žalal-Abad,Kyrgyzstan,
Min̦-Bulak,3484,42.566183,71.891646,Talas,Kyrgyzstan,
Noošken,3483,41.009049,72.197973,Žalal-Abad,Kyrgyzstan,
Kyzyl-Oktâbrʹ,3482,40.717865,73.154683,Oš,Kyrgyzstan,
Hažir-Abad,3479,40.946173,72.62181,Žalal-Abad,Kyrgyzstan,
Žar-Ooz,3472,40.64691,73.04329,Oš,Kyrgyzstan,
Taldy-Bulak,3467,42.394544,72.996387,Talas,Kyrgyzstan,
Kyzyl-Sen̦ir,3465,41.038705,72.988566,Žalal-Abad,Kyrgyzstan,
Yrdyk,3462,42.4575,78.2972,Ycyk-Kôl,Kyrgyzstan,
Komsomol,3441,42.94474,74.46662,Čùj,Kyrgyzstan,
Čon̦-Kara-Buura,3435,42.527312,71.555163,Talas,Kyrgyzstan,
Ataj Ogonbaev,3435,42.459304,72.348082,Talas,Kyrgyzstan,
Dôn̦-Bulak,3418,40.754467,73.373334,Oš,Kyrgyzstan,
Kuruluš,3416,41.045973,72.470604,Žalal-Abad,Kyrgyzstan,
Kakyr,3412,40.26768,72.03241,Batken,Kyrgyzstan,
Boz-Adyr,3409,39.9977342,71.0728239,Batken,Kyrgyzstan,
Kara-Suu,3409,42.480084,72.473003,Talas,Kyrgyzstan,
Kara-Dôbô,3375,40.24057,72.03433,Batken,Kyrgyzstan,
Koš-Korgon,3372,41.010125,72.817007,Žalal-Abad,Kyrgyzstan,
Kyzyl-Bulak,3355,40.221293,72.283068,Oš,Kyrgyzstan,
Bolʹševik,3352,40.78854,73.479302,Oš,Kyrgyzstan,
Kalinin,3351,41.086708,75.67754,Naryn,Kyrgyzstan,
Sopu-Korgon,3349,40.018,73.496218,Oš,Kyrgyzstan,
Žijde,3347,40.966589,73.350689,Oš,Kyrgyzstan,
Kulanak,3345,41.36137,75.50734,Naryn,Kyrgyzstan,
Čon̦-Bagyš,3331,40.98027,72.518652,Žalal-Abad,Kyrgyzstan,
Kanyš-Kyâ,3330,41.769962,71.062627,Žalal-Abad,Kyrgyzstan,
Romanovka,3327,42.86667,74.33333,Čùj,Kyrgyzstan,
Čon̦-Sary-Oj,3326,42.60945,76.91356,Ycyk-Kôl,Kyrgyzstan,
Korumdu,3321,42.68824,77.35061,Ycyk-Kôl,Kyrgyzstan,
Teskej,3320,40.22775,72.566123,Oš,Kyrgyzstan,
Taran-Bazar,3318,41.136737,73.349352,Žalal-Abad,Kyrgyzstan,
Šamal-Terek,3318,40.79121,73.58538,Oš,Kyrgyzstan,
Atana,3313,41.366303,71.845597,Žalal-Abad,Kyrgyzstan,
Komsomol,3312,41.864905,72.996233,Žalal-Abad,Kyrgyzstan,
Socializm,3309,40.54188,72.94908,Oš,Kyrgyzstan,
Baš-Kuugandy,3290,42.00965,74.65561,Naryn,Kyrgyzstan,
Čeke-Dôbô,3262,40.907207,73.02382,Žalal-Abad,Kyrgyzstan,
Čon̦gara,3253,40.2588367,71.0095565,Batken,Kyrgyzstan,
Oktâbrʹ,3249,40.482053,72.497663,Oš,Kyrgyzstan,
Ôrùkzar,3245,40.28585,71.2545,Batken,Kyrgyzstan,
Žazgak,3238,41.043722,72.397062,Žalal-Abad,Kyrgyzstan,
Kum,3234,41.183663,72.153084,Žalal-Abad,Kyrgyzstan,
Toru-Ajgyr,3234,42.49361,76.42444,Ycyk-Kôl,Kyrgyzstan,
Tilekmat,3232,42.43324,78.15369,Ycyk-Kôl,Kyrgyzstan,
Bajtik,3232,42.73705,74.54842,Čùj,Kyrgyzstan,
Žan̦y-Žol,3231,42.228031,75.788374,Naryn,Kyrgyzstan,
Čon̦-Aryk,3229,41.888694,72.646479,Žalal-Abad,Kyrgyzstan,
Tegirmeč (Valakiš),3228,40.18886,72.0883,Batken,Kyrgyzstan,
Žan̦y-Alaj,3223,40.58401,72.936445,Oš,Kyrgyzstan,
Boston,3214,41.0376,72.451385,Žalal-Abad,Kyrgyzstan,
Alašan,3211,40.305196,72.355263,Oš,Kyrgyzstan,
Èmgekčil,3210,41.5592,75.974,Naryn,Kyrgyzstan,
Karamart,3201,41.187607,73.121247,Žalal-Abad,Kyrgyzstan,
Žarake,3200,41.021565,72.859878,Žalal-Abad,Kyrgyzstan,
Čat-Kôl,3200,42.93745,74.34689,Čùj,Kyrgyzstan,
Auk,3196,41.081286,72.737816,Žalal-Abad,Kyrgyzstan,
Kamyšanovka,3189,43.21806,74.23611,Čùj,Kyrgyzstan,
Karanaj,3187,40.305196,72.392234,Oš,Kyrgyzstan,
Kara-Žygač,3186,41.787278,73.277247,Žalal-Abad,Kyrgyzstan,
Ak-Šor,3185,40.445937,72.209544,Oš,Kyrgyzstan,
Kurban-Kara,3185,40.70619,72.94308,Oš,Kyrgyzstan,
Kiči-Kemin,3185,42.78431,75.90282,Čùj,Kyrgyzstan,
Bazar-Bašy,3182,40.0763765,70.8084411,Batken,Kyrgyzstan,
Suusamyr,3180,42.18198,73.95721,Čùj,Kyrgyzstan,
Madaniât,3178,40.59897,72.89633,Oš,Kyrgyzstan,
Irileš,3175,40.18934,71.6475,Batken,Kyrgyzstan,
Kara-Suu,3171,42.195867,75.817599,Naryn,Kyrgyzstan,
Žygač-Korgon,3166,41.076145,73.089252,Žalal-Abad,Kyrgyzstan,
Kara-Oj,3149,41.459341,75.119124,Naryn,Kyrgyzstan,
Talas,3140,42.767414,71.414051,Talas,Kyrgyzstan,
Kara-Alma,3135,41.210247,73.338234,Žalal-Abad,Kyrgyzstan,
Žaj-Terek,3133,41.287295,72.88691,Žalal-Abad,Kyrgyzstan,
Kara-Talaa,3132,42.3166,76.4029,Ycyk-Kôl,Kyrgyzstan,
Ana-Kyzyl,3131,40.829534,73.222407,Oš,Kyrgyzstan,
Karamyk,3131,39.48865,71.79513,Oš,Kyrgyzstan,
Murdaš,3123,40.157074,73.463263,Oš,Kyrgyzstan,
Ùč-Èmček,3123,42.551059,72.599585,Talas,Kyrgyzstan,
Asylbaš,3118,42.75962,74.202,Čùj,Kyrgyzstan,
Žan̦y-Žer,3107,40.1273937,70.8961249,Batken,Kyrgyzstan,
Karataj,3106,40.5114,73.0109,Oš,Kyrgyzstan,
Muras (Margun),3104,40.02578,69.94205,Batken,Kyrgyzstan,
Ak-Bešim,3103,42.813333,75.241667,Čùj,Kyrgyzstan,
Totuâ,3100,40.872631,72.949746,Žalal-Abad,Kyrgyzstan,
Ujgur-Abad,3086,40.578466,72.389368,Oš,Kyrgyzstan,
Aral,3085,40.861773,72.915581,Žalal-Abad,Kyrgyzstan,
Langar,3085,40.587017,72.441884,Oš,Kyrgyzstan,
Lenin,3073,41.015792,73.05207,Žalal-Abad,Kyrgyzstan,
Dômôr,3056,40.918065,72.964207,Žalal-Abad,Kyrgyzstan,
Kyzyl-Košču,3055,40.6456958,72.9280306,Oš,Kyrgyzstan,
Kajragač,3052,40.050833,69.743056,Batken,Kyrgyzstan,
Čolpon,3044,42.198279,75.473537,Naryn,Kyrgyzstan,
Bagyš,3043,41.014542,73.095182,Žalal-Abad,Kyrgyzstan,
Kôk-Žar,3039,42.182768,75.651584,Naryn,Kyrgyzstan,
Boston,3030,41.015792,72.95817,Žalal-Abad,Kyrgyzstan,
Madaniât,3025,39.84811,69.77072,Batken,Kyrgyzstan,
Ôsôr,3025,40.301153,72.69959,Oš,Kyrgyzstan,
Žim,3022,40.5618,72.79609,Oš,Kyrgyzstan,
Komsomol,3018,40.896348,73.006193,Žalal-Abad,Kyrgyzstan,
Sogondu,3009,40.184478,73.487721,Oš,Kyrgyzstan,
Kerege-Taš,3005,42.515,78.58829,Ycyk-Kôl,Kyrgyzstan,
Ak-Dôbô,3002,41.515196,71.756539,Žalal-Abad,Kyrgyzstan,
Dôn̦-Aryk,3000,42.750556,75.216389,Čùj,Kyrgyzstan,
Kujručuk,2995,41.978901,74.83161,Naryn,Kyrgyzstan,
Arčaly,2994,42.7305,74.50979,Čùj,Kyrgyzstan,
Dostuk,2988,42.91784,74.51632,Čùj,Kyrgyzstan,
Yntymak,2984,42.474974,72.101184,Talas,Kyrgyzstan,
Taš-Korgon,2976,40.21535,72.05529,Batken,Kyrgyzstan,
Saj,2975,40.583853,73.65859,Oš,Kyrgyzstan,
Balbaj,2974,42.78507,78.28651,Ycyk-Kôl,Kyrgyzstan,
Kyzyl-Uraan,2972,41.710018,73.255313,Žalal-Abad,Kyrgyzstan,
Učkun,2970,41.3802,75.3624,Naryn,Kyrgyzstan,
Žar-Bašy,2960,39.51323,72.11548,Oš,Kyrgyzstan,
Mady,2957,40.53996,72.9334,Oš,Kyrgyzstan,
Aj-Tamga,2954,40.318478,72.250324,Oš,Kyrgyzstan,
Ken̦eš,2950,42.8981,74.94843,Čùj,Kyrgyzstan,
Dôn̦-Alyš,2944,42.260583,75.232976,Naryn,Kyrgyzstan,
Kyrgyzstan,2942,42.553466,71.792974,Talas,Kyrgyzstan,
Langar,2937,40.4072,73.09979,Oš,Kyrgyzstan,
Arbyn,2934,40.226184,72.741787,Oš,Kyrgyzstan,
Mangyt,2932,40.462408,72.557926,Oš,Kyrgyzstan,
Žon-Aryk,2932,42.504969,72.328546,Talas,Kyrgyzstan,
Saz,2922,42.75762,74.23269,Čùj,Kyrgyzstan,
Kenžekul,2917,40.638333,72.813333,Oš,Kyrgyzstan,
Ak-Tektir,2916,41.962624,72.51451,Žalal-Abad,Kyrgyzstan,
Yzar,2890,41.35864,71.511941,Žalal-Abad,Kyrgyzstan,
Tômônkù Čùj,2887,43.190833,74.351944,Čùj,Kyrgyzstan,
Žan̦y-Dyjkan,2880,40.972358,72.936071,Žalal-Abad,Kyrgyzstan,
Kaba,2873,41.156427,72.883841,Žalal-Abad,Kyrgyzstan,
Gajrat,2870,40.6140596,72.8663796,Oš,Kyrgyzstan,
Ak-Kyâ,2862,40.67818,73.63601,Oš,Kyrgyzstan,
Orto-Aziâ,2859,41.004933,72.955885,Žalal-Abad,Kyrgyzstan,
Aral-Saj,2858,40.872631,72.939925,Žalal-Abad,Kyrgyzstan,
Bakyân,2857,42.599238,71.709072,Talas,Kyrgyzstan,
Kara-Too,2853,42.23565,75.745707,Naryn,Kyrgyzstan,
Kyzyl-Oktâbrʹ,2852,42.467934,72.035859,Talas,Kyrgyzstan,
Kalača,2849,40.25674,72.05437,Batken,Kyrgyzstan,
Ak-Took,2839,41.201418,73.095368,Žalal-Abad,Kyrgyzstan,
Kyzyl-Ata,2838,41.430233,71.537566,Žalal-Abad,Kyrgyzstan,
Sargata,2835,41.741014,73.205646,Žalal-Abad,Kyrgyzstan,
Kyzyl-Tuu,2834,41.109943,72.19242,Žalal-Abad,Kyrgyzstan,
Kara-Čolok,2834,41.124224,73.292032,Žalal-Abad,Kyrgyzstan,
Ažek,2822,41.175362,71.383949,Žalal-Abad,Kyrgyzstan,
Kôk-Talaa,2821,40.22338,71.86634,Batken,Kyrgyzstan,
Šamšy,2819,42.310416,75.447372,Naryn,Kyrgyzstan,
Žan̦y-Žol,2818,41.887689,72.918417,Žalal-Abad,Kyrgyzstan,
Pahtačy,2817,40.499687,72.425304,Oš,Kyrgyzstan,
Kyzyl-Tejit,2817,40.279928,72.562903,Oš,Kyrgyzstan,
Sumsar,2811,41.306558,71.261762,Žalal-Abad,Kyrgyzstan,
Segizinči Mart,2809,41.456359,75.404913,Naryn,Kyrgyzstan,
Ken̦eš,2796,40.634782,73.415976,Oš,Kyrgyzstan,
Žal,2791,42.7925,74.508889,Čùj,Kyrgyzstan,
Makarenko,2790,40.826221,73.307395,Oš,Kyrgyzstan,
Kožoâr,2788,42.7292,77.53434,Ycyk-Kôl,Kyrgyzstan,
Ak-Orgoo,2788,40.693,72.87369,Oš,Kyrgyzstan,
Ačyk-Suu,2788,39.47134,72.49758,Oš,Kyrgyzstan,
Učkun,2774,43.026944,74.444444,Čùj,Kyrgyzstan,
Ak-Baš,2763,41.004933,72.985932,Žalal-Abad,Kyrgyzstan,
Bùrgôndù,2758,41.04478,72.335001,Žalal-Abad,Kyrgyzstan,
Ùč-Baj,2753,40.300358,72.712389,Oš,Kyrgyzstan,
Čučuk,2753,40.27669,72.669188,Oš,Kyrgyzstan,
Kôk-Taš,2752,41.1875988,72.3981564,Žalal-Abad,Kyrgyzstan,
Ton̦,2751,42.15534,77.04196,Ycyk-Kôl,Kyrgyzstan,
Kôk-Oj,2749,41.883335,74.420093,Naryn,Kyrgyzstan,
Kôk-Art,2747,40.268458,74.395548,Oš,Kyrgyzstan,
Progress,2747,40.793,73.327024,Oš,Kyrgyzstan,
Kara-Žygač,2744,40.12474,72.09164,Batken,Kyrgyzstan,
Žele-Dôbô,2737,42.44702,78.19171,Ycyk-Kôl,Kyrgyzstan,
Taš-Aryk,2731,40.65076,73.06927,Oš,Kyrgyzstan,
Karl Marks,2730,40.002778,69.846417,Batken,Kyrgyzstan,
Sary-Kamyš,2727,42.49248,76.28614,Ycyk-Kôl,Kyrgyzstan,
Birdik,2723,41.046296,72.675,Žalal-Abad,Kyrgyzstan,
Kôk-Taš,2720,39.9516178,70.5189037,Batken,Kyrgyzstan,
Kara-Suu,2716,42.593612,71.660546,Talas,Kyrgyzstan,
Ravat,2714,39.8810336,70.1704742,Batken,Kyrgyzstan,
Oktâbrʹ,2713,40.681776,73.449641,Oš,Kyrgyzstan,
Žol-Kolot,2695,42.477,78.427,Ycyk-Kôl,Kyrgyzstan,
Iskra,2694,39.77888,69.46412,Batken,Kyrgyzstan,
Bajmak,2694,41.325267,71.51051,Žalal-Abad,Kyrgyzstan,
Žan̦y-Bak,2691,39.9893097,70.5060233,Batken,Kyrgyzstan,
Tosor,2691,42.16549,77.44241,Ycyk-Kôl,Kyrgyzstan,
Žan̦y-Bazar,2688,41.673764,70.852695,Žalal-Abad,Kyrgyzstan,
Dary-Bulak,2679,40.212523,72.769021,Oš,Kyrgyzstan,
Kyzyl-Ôzgôrùš,2675,41.659827,73.40865,Žalal-Abad,Kyrgyzstan,
Žetigen,2673,41.618529,73.322447,Žalal-Abad,Kyrgyzstan,
Šydyr,2672,41.110246,72.731966,Žalal-Abad,Kyrgyzstan,
Beš-Burkan,2659,40.193417,72.2567,Oš,Kyrgyzstan,
Čyrpykty,2655,42.53404,76.57702,Ycyk-Kôl,Kyrgyzstan,
Internacional,2651,40.984006,72.628129,Žalal-Abad,Kyrgyzstan,
Kyš-Abad,2650,40.65741,72.94616,Oš,Kyrgyzstan,
Ničke-Saj,2647,41.711795,73.432442,Žalal-Abad,Kyrgyzstan,
Kalinin,2642,40.6398328,72.8695467,Oš,Kyrgyzstan,
Kakyr-Piltan,2640,40.566563,72.454508,Oš,Kyrgyzstan,
Žapa-Saldy,2633,41.45752,71.580345,Žalal-Abad,Kyrgyzstan,
Ùč-Bulak,2631,41.270105,72.833839,Žalal-Abad,Kyrgyzstan,
Čak,2630,39.54054,72.10521,Oš,Kyrgyzstan,
Kesov,2626,40.596102,72.410492,Oš,Kyrgyzstan,
Kan-Korgon,2626,40.267806,74.312885,Oš,Kyrgyzstan,
Žan̦y-Bazar,2617,40.248647,72.764495,Oš,Kyrgyzstan,
Čon̦-Ôrùktù,2614,42.73857,77.84688,Ycyk-Kôl,Kyrgyzstan,
Žan̦y-Abat,2612,40.78084,73.291383,Oš,Kyrgyzstan,
Petropavlovka,2610,42.83513,73.9173,Čùj,Kyrgyzstan,
Kydyrša,2606,40.73158,72.95699,Oš,Kyrgyzstan,
Kegeti,2604,42.6931,75.1788,Čùj,Kyrgyzstan,
Kùlùk-Dôbô,2595,41.53102,71.784653,Žalal-Abad,Kyrgyzstan,
Ottuk,2583,42.30853,76.29677,Ycyk-Kôl,Kyrgyzstan,
Koj-Taš,2583,42.71814,74.66403,Čùj,Kyrgyzstan,
Kara-Bulak,2580,39.846111,69.646111,Batken,Kyrgyzstan,
Malovodnoe,2576,42.842222,74.381111,Čùj,Kyrgyzstan,
Maâk,2574,40.23376,71.85906,Batken,Kyrgyzstan,
Žan-Bulak,2574,41.436,75.7324,Naryn,Kyrgyzstan,
Kùrmôntù,2570,42.7889638,78.25059,Ycyk-Kôl,Kyrgyzstan,
Kon̦urat,2569,40.66291,72.90564,Oš,Kyrgyzstan,
Kara-Oj,2568,42.457772,72.71372,Talas,Kyrgyzstan,
Alyš,2564,40.18431,72.07549,Batken,Kyrgyzstan,
Šekaftar,2559,41.231681,71.316329,Žalal-Abad,Kyrgyzstan,
Uluk,2558,41.416409,71.824957,Žalal-Abad,Kyrgyzstan,
Žan̦y-Aryk,2558,40.426638,72.585961,Oš,Kyrgyzstan,
Kiršelk,2557,42.8842,74.7931,Čùj,Kyrgyzstan,
Žan̦y-Žol,2555,41.588566,72.12969,Žalal-Abad,Kyrgyzstan,
Kôk-Tokoj,2546,42.518309,72.30406,Talas,Kyrgyzstan,
Sary-Taš,2544,40.382405,72.222367,Oš,Kyrgyzstan,
Oktâbrʹ,2544,40.554,72.93688,Oš,Kyrgyzstan,
Ak-Žol,2539,41.567897,72.202311,Žalal-Abad,Kyrgyzstan,
Žapalak,2531,40.484,72.76428,Oš,Kyrgyzstan,
Kyrgyzstan,2529,40.91884,73.354892,Oš,Kyrgyzstan,
Sary-Sôgôt,2526,41.922744,73.258185,Žalal-Abad,Kyrgyzstan,
Arap,2506,40.610271,72.395566,Oš,Kyrgyzstan,
Èšperov,2500,42.12288,76.89589,Ycyk-Kôl,Kyrgyzstan,
Žan̦y-Aryk,2499,42.53373,78.38813,Ycyk-Kôl,Kyrgyzstan,
Togotoj,2486,40.662752,73.414638,Oš,Kyrgyzstan,
Aral,2482,40.301309,72.627719,Oš,Kyrgyzstan,
Tuz,2481,42.7903,74.85522,Čùj,Kyrgyzstan,
Ček,2473,41.044,72.371,Žalal-Abad,Kyrgyzstan,
Âtan,2471,40.312334,72.676162,Oš,Kyrgyzstan,
Žan̦y-Ačy,2459,41.026764,73.008198,Žalal-Abad,Kyrgyzstan,
Koo-Čaty,2456,40.363935,74.296218,Oš,Kyrgyzstan,
Kôk-Kašat,2456,42.497128,72.427566,Talas,Kyrgyzstan,
Kara-Dôbô,2453,40.6012,72.98292,Oš,Kyrgyzstan,
Talaa-Bulak,2452,41.050646,72.969825,Žalal-Abad,Kyrgyzstan,
Čan̦get,2452,40.947716,73.276181,Oš,Kyrgyzstan,
Birinči-Maj,2452,42.547889,71.754747,Talas,Kyrgyzstan,
Kuturgu,2443,42.75566,78.12374,Ycyk-Kôl,Kyrgyzstan,
Ak-Bulun̦,2441,42.62588,78.82106,Ycyk-Kôl,Kyrgyzstan,
Kyzyl-Žyldyz,2441,41.901712,74.482762,Naryn,Kyrgyzstan,
Toguz-Bulak,2439,42.08969,76.73976,Ycyk-Kôl,Kyrgyzstan,
Samat,2432,39.910167,69.508694,Batken,Kyrgyzstan,
Masadan,2421,40.907207,72.967553,Žalal-Abad,Kyrgyzstan,
Bôrù-Baš,2420,42.52265,78.35758,Ycyk-Kôl,Kyrgyzstan,
Kyzyl-Žar,2418,41.270293,72.0053954,Žalal-Abad,Kyrgyzstan,
Arek,2417,40.4839475,72.7523446,Oš City,Kyrgyzstan,
Sary-Taš,2413,39.724924,73.249616,Oš,Kyrgyzstan,
Kajtpas,2410,40.32625,71.27078,Batken,Kyrgyzstan,
Burma-Suu,2399,42.46122,78.347,Ycyk-Kôl,Kyrgyzstan,
Ak-Bulak,2398,42.61,78.82003,Ycyk-Kôl,Kyrgyzstan,
Čagyr,2398,40.54828,72.92462,Oš,Kyrgyzstan,
Yntymak,2398,40.75671,73.00702,Oš,Kyrgyzstan,
Èrkin-Too,2396,40.818118,73.588121,Oš,Kyrgyzstan,
Sadovoe,2396,42.92815,74.66755,Čùj,Kyrgyzstan,
Čun̦kur-Kyštak,2390,40.2583,71.49892,Batken,Kyrgyzstan,
Kyzyl-Žyldyz,2385,42.748288,71.54656,Talas,Kyrgyzstan,
Kaška-Terek,2381,40.773544,73.222727,Oš,Kyrgyzstan,
Aral,2379,41.39575,73.89215,Žalal-Abad,Kyrgyzstan,
Žan̦y-Žer,2369,40.818339,72.913484,Žalal-Abad,Kyrgyzstan,
Ak-Moûn,2366,41.217207,76.053647,Naryn,Kyrgyzstan,
Kajyrma,2359,40.989918,72.787347,Žalal-Abad,Kyrgyzstan,
Ak-Tatyr,2358,41.941389,74.551131,Naryn,Kyrgyzstan,
Kôk-Alma,2356,41.283532,73.06494,Žalal-Abad,Kyrgyzstan,
Šeraly,2354,40.62735,72.99829,Oš,Kyrgyzstan,
Žooš,2349,40.56895,72.93451,Oš,Kyrgyzstan,
Ajbek,2349,40.248797,72.668332,Oš,Kyrgyzstan,
Agartuu,2347,40.6225687,72.8839203,Oš,Kyrgyzstan,
Žan̦y-Talap,2346,41.456994,75.016417,Naryn,Kyrgyzstan,
Gerej-Šoron,2341,40.290163,72.222688,Oš,Kyrgyzstan,
Žeti-Ôguz,2338,42.4282,78.2101,Ycyk-Kôl,Kyrgyzstan,
Toguz-Bulak,2338,40.379181,73.437341,Oš,Kyrgyzstan,
Kum-Aryk,2332,42.505271,72.225924,Talas,Kyrgyzstan,
Taldyk,2331,40.30862,73.22981,Oš,Kyrgyzstan,
Birdik,2331,42.9576,74.9042,Čùj,Kyrgyzstan,
Čajčy,2327,40.43315,73.25862,Oš,Kyrgyzstan,
Kamyš-Bašy,2326,41.635843,73.392811,Žalal-Abad,Kyrgyzstan,
Žajylma,2323,40.316337,72.297186,Oš,Kyrgyzstan,
Pasky-Aryk,2317,39.9863781,70.5410106,Batken,Kyrgyzstan,
Žon,2315,41.020968,72.790653,Žalal-Abad,Kyrgyzstan,
Žan̦y-Aryk,2314,41.11221,72.695704,Žalal-Abad,Kyrgyzstan,
Bodur-Taš,2312,40.43338,72.85335,Oš,Kyrgyzstan,
Tažikabad,2309,40.60902,72.82061,Oš,Kyrgyzstan,
Vinogradnoe,2308,42.841111,75.338333,Čùj,Kyrgyzstan,
Ak-Čal,2305,40.234854,72.297201,Oš,Kyrgyzstan,
Yntymak,2300,40.202976,72.196277,Oš,Kyrgyzstan,
Kotkor,2299,41.124302,72.714754,Žalal-Abad,Kyrgyzstan,
Žoon-Dôbô,2298,42.681668,71.313836,Talas,Kyrgyzstan,
Safarovka,2289,41.04731,73.135748,Žalal-Abad,Kyrgyzstan,
Orto-Aryk,2289,42.520993,72.337511,Talas,Kyrgyzstan,
Ak-Ôrgô (Noogardan),2285,40.20862,71.58614,Batken,Kyrgyzstan,
Tamčy,2283,42.56433,76.66182,Ycyk-Kôl,Kyrgyzstan,
Ak-Saj,2279,42.13302,76.83565,Ycyk-Kôl,Kyrgyzstan,
Kerme-Too,2273,40.5120573,72.7148244,Oš City,Kyrgyzstan,
Arpa-Tektir,2271,40.357707,73.387837,Oš,Kyrgyzstan,
Pùlgôn,2269,40.1384437,71.7312985,Batken,Kyrgyzstan,
Studenčeskoe,2268,42.94587,74.39298,Čùj,Kyrgyzstan,
Tôš-Bulak,2265,42.683333,74.240833,Čùj,Kyrgyzstan,
Ak-Bašat,2263,42.529753,71.353257,Talas,Kyrgyzstan,
Avletim,2261,41.644899,71.916134,Žalal-Abad,Kyrgyzstan,
Kiči-Karakol,2259,39.907808,73.397045,Oš,Kyrgyzstan,
Kôôčù,2258,42.78834,78.53834,Ycyk-Kôl,Kyrgyzstan,
Orgočor,2254,42.37301,78.04412,Ycyk-Kôl,Kyrgyzstan,
Žakšylyk,2254,40.524912,72.440535,Oš,Kyrgyzstan,
Sasyk-Bulak,2246,42.466566,72.656095,Talas,Kyrgyzstan,
Oktâbrʹ,2241,40.69297,72.92017,Oš,Kyrgyzstan,
Ketmen-Tôbô,2238,41.6466665,72.7334388,Žalal-Abad,Kyrgyzstan,
Ak-Žar,2237,42.215066,75.613492,Naryn,Kyrgyzstan,
Bôrù,2233,40.33886,72.97023,Oš,Kyrgyzstan,
Korumdu,2232,42.78608,78.56654,Ycyk-Kôl,Kyrgyzstan,
Kyzyl-Dôbô,2232,42.205,75.264167,Naryn,Kyrgyzstan,
Kyrgyzstandyn 50 žyldygy,2228,39.83591,69.70724,Batken,Kyrgyzstan,
Kirov,2228,42.93651,74.85303,Čùj,Kyrgyzstan,
Ak-Žar,2227,40.799284,73.488612,Oš,Kyrgyzstan,
Žan̦y-Turmuš,2226,39.79866,69.92204,Batken,Kyrgyzstan,
Suhana,2223,40.26589,72.09691,Batken,Kyrgyzstan,
Kaškalak,2221,41.370683,71.564691,Žalal-Abad,Kyrgyzstan,
Družba,2218,42.93467,74.71148,Čùj,Kyrgyzstan,
Sary-Kaška,2216,41.399983,71.884355,Žalal-Abad,Kyrgyzstan,
Kyzyl-Saj,2212,42.551985,71.931944,Talas,Kyrgyzstan,
Bejšeke,2212,42.550708,71.647206,Talas,Kyrgyzstan,
Žarkynbaev,2210,42.73976,77.74883,Ycyk-Kôl,Kyrgyzstan,
Boston,2201,40.842462,73.243173,Oš,Kyrgyzstan,
Korgon,2197,39.888778,69.936028,Batken,Kyrgyzstan,
Ak-Žar,2196,42.513228,72.390477,Talas,Kyrgyzstan,
Kamyš-Bašy,2193,,,Žalal-Abad,Kyrgyzstan,
Čokmor,2193,40.861773,73.015757,Žalal-Abad,Kyrgyzstan,
Žumgal,2191,42.03014,74.97843,Naryn,Kyrgyzstan,
Ičke-Žergez,2185,42.544,78.7108,Ycyk-Kôl,Kyrgyzstan,
Progress,2176,42.724444,75.390833,Čùj,Kyrgyzstan,
Čet-Kyzyl,2170,40.1411883,70.8568721,Batken,Kyrgyzstan,
Žon-Bulak,2167,42.444,78.2557,Ycyk-Kôl,Kyrgyzstan,
Tegirmenti,2167,42.76725,76.15987,Čùj,Kyrgyzstan,
Sary-Kamyš,2166,42.526,78.633,Ycyk-Kôl,Kyrgyzstan,
Žan̦y-Alyš,2163,42.80875,75.60688,Čùj,Kyrgyzstan,
Kyzyl-Tuu,2162,41.071,72.618765,Žalal-Abad,Kyrgyzstan,
Apyrtan,2160,41.100533,72.652361,Žalal-Abad,Kyrgyzstan,
Ničke-Saj,2157,40.901815,73.422928,Oš,Kyrgyzstan,
Saj,2146,39.9053639,71.2136936,Batken,Kyrgyzstan,
Kyzyl-Bajrak,2136,40.5418,72.71434,Oš,Kyrgyzstan,
Žan̦y-Kyzyl-Suu,2134,40.65743,72.98439,Oš,Kyrgyzstan,
Èrdik,2134,40.6133,73.218101,Oš,Kyrgyzstan,
Čauvaj,2132,40.13449,72.15542,Batken,Kyrgyzstan,
Kyzyl-Kyrman,2131,40.80613,73.226008,Oš,Kyrgyzstan,
Čij-Talaa,2123,39.962618,73.483454,Oš,Kyrgyzstan,
Čyrak,2117,42.4638,78.16094,Ycyk-Kôl,Kyrgyzstan,
Koš-Korgon,2116,40.784406,73.247095,Oš,Kyrgyzstan,
Ak-Terek,2113,41.28828,72.828205,Žalal-Abad,Kyrgyzstan,
Ùč-Kaptal,2113,40.551891,73.362183,Oš,Kyrgyzstan,
Družba,2113,42.87537,75.14837,Čùj,Kyrgyzstan,
Šankol,2110,40.224131,72.751288,Oš,Kyrgyzstan,
Madaniât,2110,42.460023,71.980628,Talas,Kyrgyzstan,
Kaška-Terek,2109,41.140595,73.155423,Žalal-Abad,Kyrgyzstan,
Oj-Tal,2106,40.426559,74.102468,Oš,Kyrgyzstan,
Majdan,2102,40.06029,72.0854,Batken,Kyrgyzstan,
Gùmkana,2102,41.31585,72.96836,Žalal-Abad,Kyrgyzstan,
Učkun,2101,40.58395,72.91798,Oš,Kyrgyzstan,
