name,population,state,country,percentageOfSessions,latitude,longitude
Äzerbaijan,1198,Turkıstan,Kazakhstan,null,41.383576,68.9419052
Qainar,1198,Turkıstan,Kazakhstan,null,44.099808,68.547607
Bazarşolan,1197,Batys Qazaqstan,Kazakhstan,null,49.0657844,51.9478333
Myrzaşöl,1197,Turkıstan,Kazakhstan,null,40.7390815,68.2966515
İamyşevo,1195,Pavlodar,Kazakhstan,null,51.8903983,77.3728681
Frunze,1194,Qostanai,Kazakhstan,null,52.849613,61.522438
Törtkül,1194,Turkıstan,Kazakhstan,null,40.8132571,68.4455967
Örkeniet,1193,Turkıstan,Kazakhstan,null,40.8067932,68.536148
Mihailovka,1192,Pavlodar,Kazakhstan,null,53.827221,76.546944
Bolşoi İzium,1191,Soltustık Qazaqstan,Kazakhstan,null,53.719046,69.63546
Maqtaly,1191,Turkıstan,Kazakhstan,null,42.587043,69.935058
Qaraqamys,1190,Batys Qazaqstan,Kazakhstan,null,49.304769,53.1615734
Küşata,1189,Turkıstan,Kazakhstan,null,43.442474,68.449371
Jūryn,1188,Aqtöbe,Kazakhstan,null,49.254284,57.585487
Önımker,1188,Turkıstan,Kazakhstan,null,40.7051277,68.4582617
Myñşūñqyr,1188,Turkıstan,Kazakhstan,null,42.813751,68.305145
Jarlyözek,1186,Almaty,Kazakhstan,null,44.904003,78.056526
Juantöbe,1186,Turkıstan,Kazakhstan,null,41.1692918,68.764305
Stantsionnyi,1184,Qostanai,Kazakhstan,null,53.884407,61.872292
Bırlık,1183,Batys Qazaqstan,Kazakhstan,null,49.3809763,50.6335429
Aqbūlaq,1183,Qarağandy,Kazakhstan,null,50.732571,73.5317087
Abai,1180,Jambyl,Kazakhstan,null,43.078316,71.339867
Jalañtös batyr,1180,Qyzylorda,Kazakhstan,null,45.812992,62.258221
Aisary,1177,Qostanai,Kazakhstan,null,52.918083,63.794064
Altynsarin,1177,Qostanai,Kazakhstan,null,53.141827,63.619328
Ötegen,1176,Jambyl,Kazakhstan,null,42.958996,74.985054
Köktöbe,1176,Turkıstan,Kazakhstan,null,40.9876085,68.302431
Qima,1174,Aqmola,Kazakhstan,null,51.58699,67.560112
Qaratal,1174,Aqtöbe,Kazakhstan,null,48.941218,54.7606828
Öndırıs,1171,Jambyl,Kazakhstan,null,43.741585,69.899536
Ortaqşyl,1169,Atyrau,Kazakhstan,null,47.637131,51.649197
Tsentralnoe,1169,Qarağandy,Kazakhstan,null,50.178257,72.739838
Bırşoğyr,1168,Aqtöbe,Kazakhstan,null,48.4599409,58.5583369
Elenovka,1166,Aqmola,Kazakhstan,null,53.257019,68.881363
Topar,1164,Almaty,Kazakhstan,null,45.036915,75.020836
Jambyl,1164,Turkıstan,Kazakhstan,null,42.464921,69.1496021
Aqköl,1163,Aqmola,Kazakhstan,null,53.296177,69.596649
Talapty,1162,Almaty,Kazakhstan,null,44.8009359,78.404774
Galitskoe,1162,Pavlodar,Kazakhstan,null,53.0035123,78.1346185
Talapty,1161,Turkıstan,Kazakhstan,null,40.8509156,68.1221476
Qandöz,1160,Qyzylorda,Kazakhstan,null,43.28614,67.667336
Qarsaqpai,1159,Qarağandy,Kazakhstan,null,47.8353392,66.7253573
Arqa,1159,Qostanai,Kazakhstan,null,52.049171,62.401093
Preobrajenka,1159,Şyğys Qazaqstan,Kazakhstan,null,48.839138,82.743622
Maşat,1159,Turkıstan,Kazakhstan,null,42.5620579,69.8561382
Köbetei,1157,Qarağandy,Kazakhstan,null,50.4742635,71.4469756
Degeres,1156,Almaty,Kazakhstan,null,43.23753,75.80542
Şakırov,1156,Jambyl,Kazakhstan,null,43.6756375,71.1476615
Beibıtşılık,1155,Turkıstan,Kazakhstan,null,41.0015234,68.2442373
Bereke,1153,Almaty,Kazakhstan,null,45.03735,76.124702
Nikolskoe,1153,Aqmola,Kazakhstan,null,52.265224,70.591599
Qaraoba,1153,Batys Qazaqstan,Kazakhstan,null,49.973267,47.95248
Krasnoselskii,1153,Qostanai,Kazakhstan,null,52.85149,62.550667
Qolğūta,1152,Jambyl,Kazakhstan,null,43.167358,74.607239
Qamysty,1149,Batys Qazaqstan,Kazakhstan,null,49.768093,46.950924
Dmitrievka,1149,Şyğys Qazaqstan,Kazakhstan,null,50.759914,80.828133
Qorğas,1148,Almaty,Kazakhstan,null,44.22364,80.384232
Orlovka,1147,Pavlodar,Kazakhstan,null,52.566667,78.033333
Besaryq,1146,Qyzylorda,Kazakhstan,null,43.5856799,67.6422
Baikenje,1145,Qyzylorda,Kazakhstan,null,43.887901,66.920952
Tañ,1144,Qyzylorda,Kazakhstan,null,45.070404,64.419594
Şūbarköl,1142,Qarağandy,Kazakhstan,null,48.975639,68.791245
Zenkovka,1142,Şyğys Qazaqstan,Kazakhstan,null,50.784859,80.617218
Yntymaq,1141,Almaty,Kazakhstan,null,44.188274,80.220238
Viktorovka,1141,Aqmola,Kazakhstan,null,52.755051,69.114822
Qyzylşekara,1139,Almaty,Kazakhstan,null,42.8777917,80.3708408
Qaiyñdy,1138,Jambyl,Kazakhstan,null,42.934486,71.946815
Tarlauly,1137,Şyğys Qazaqstan,Kazakhstan,null,47.31469,79.739441
Sūlubūlaq,1137,Turkıstan,Kazakhstan,null,40.9502927,68.4144968
İanvartsevo,1136,Batys Qazaqstan,Kazakhstan,null,51.443405,52.247547
Şortanbai,1135,Atyrau,Kazakhstan,null,46.609383,48.658089
Tarğap,1134,Almaty,Kazakhstan,null,43.332508,75.842529
Efremovka,1134,Pavlodar,Kazakhstan,null,52.535145,77.343155
28 Gvardiiaşylar,1134,Turkıstan,Kazakhstan,null,41.153942,68.774307
Taldyköl,1133,Atyrau,Kazakhstan,null,47.3420652,51.8774629
Begen,1133,Şyğys Qazaqstan,Kazakhstan,null,51.1841762,79.0452681
Köldeneñ,1133,Şyğys Qazaqstan,Kazakhstan,null,47.1244862,81.9442335
Mūqyr,1129,Şyğys Qazaqstan,Kazakhstan,null,50.441531,80.0672391
Aqjaiyq,1128,Atyrau,Kazakhstan,null,47.880898,51.659012
Qaljan Ahun,1128,Qyzylorda,Kazakhstan,null,45.0673531,64.8944487
Sekisovka,1128,Şyğys Qazaqstan,Kazakhstan,null,50.3236983,82.5872488
Arna,1125,Almaty,Kazakhstan,null,43.777916,77.098343
Nauryz,1124,Turkıstan,Kazakhstan,null,40.693016,68.544647
Käukei,1123,Qyzylorda,Kazakhstan,null,45.2641334,61.7581763
Petrovka,1122,Soltustık Qazaqstan,Kazakhstan,null,54.302021,68.221336
Volodarskoe,1121,Batys Qazaqstan,Kazakhstan,null,51.311211,51.666962
Eñbekşı,1120,Jambyl,Kazakhstan,null,42.9146234,72.7823367
Qyzylqaiyñ,1118,Almaty,Kazakhstan,null,45.847275,80.226814
Tūrar Rysqūlov,1118,Jambyl,Kazakhstan,null,42.9516469,73.2396817
Maibūlaq,1118,Turkıstan,Kazakhstan,null,41.950866,69.77185
Baqaly,1117,Almaty,Kazakhstan,null,45.69865,80.111832
Qarabūlaq,1117,Aqmola,Kazakhstan,null,52.305344,71.814995
Aqşymyrau,1117,Mañğystau,Kazakhstan,null,44.823097,52.836056
Eñbekşı,1114,Turkıstan,Kazakhstan,null,41.3526562,68.9642224
Şağalaly,1113,Soltustık Qazaqstan,Kazakhstan,null,54.178135,69.523079
Basyqara,1112,Qyzylorda,Kazakhstan,null,45.764912,62.328876
Mūsabek,1111,Almaty,Kazakhstan,null,44.8832398,77.9612307
Ürpek,1111,Qostanai,Kazakhstan,null,50.102375,65.310303
Şuaq,1110,Şyğys Qazaqstan,Kazakhstan,null,49.206291,81.188087
Şağatai,1109,Batys Qazaqstan,Kazakhstan,null,50.402031,51.239719
Tşehov,1109,Turkıstan,Kazakhstan,null,40.9466487,68.1613487
Sarjansai,1108,Aqtöbe,Kazakhstan,null,50.6423274,56.6976182
Sulyköl,1108,Batys Qazaqstan,Kazakhstan,null,49.5835582,53.1017158
Talas,1107,Almaty,Kazakhstan,null,43.1320419,79.8204633
Qoralas,1107,Turkıstan,Kazakhstan,null,41.1143205,68.5512932
Bazarbai,1106,Jambyl,Kazakhstan,null,43.036404,71.615166
Aqtöbe,1106,Jambyl,Kazakhstan,null,43.845356,73.541733
Konstantinovka,1105,Pavlodar,Kazakhstan,null,52.7882912,77.224099
Toğyzqūdyq,1104,Qarağandy,Kazakhstan,null,49.881065,73.578453
Privolnoe,1102,Şyğys Qazaqstan,Kazakhstan,null,50.101284,81.552292
Stepanov,1101,Qostanai,Kazakhstan,null,53.611664,64.174553
Dosbol Bi,1101,Qyzylorda,Kazakhstan,null,44.239876,66.653412
Köközek,1101,Şyğys Qazaqstan,Kazakhstan,null,47.1452133,81.8906715
Almaly,1101,Turkıstan,Kazakhstan,null,40.9693353,68.096416
Maleevsk,1100,Şyğys Qazaqstan,Kazakhstan,null,49.818184,84.316971
Jaña Qima,1099,Aqmola,Kazakhstan,null,51.596725,67.57888
Kudriaşev,1099,Atyrau,Kazakhstan,null,46.5188028,48.7967641
Alğabas,1099,Turkıstan,Kazakhstan,null,42.0898312,69.8112488
Zlatopole a.,1097,Aqmola,Kazakhstan,null,52.863796,69.949409
Qaraketken,1097,Qyzylorda,Kazakhstan,null,45.1913039,64.5142304
Baisyn,1096,Qyzylorda,Kazakhstan,null,44.143635,66.700783
Zevakino,1095,Şyğys Qazaqstan,Kazakhstan,null,50.2230461,81.8598752
Şalköde,1094,Almaty,Kazakhstan,null,43.152011,79.8869933
Beregovoe,1094,Pavlodar,Kazakhstan,null,53.1329784,75.8795106
Vostotşnyi,1094,Qostanai,Kazakhstan,null,50.559525,66.747986
Barvinov,1094,Qostanai,Kazakhstan,null,53.434086,65.706863
Sanaly,1094,Turkıstan,Kazakhstan,null,42.6812366,68.9832401
Taibai,1092,Aqmola,Kazakhstan,null,51.560768,72.964043
Özkent,1091,Qyzylorda,Kazakhstan,null,43.745514,67.241432
Aqyn Sara,1090,Almaty,Kazakhstan,null,45.231895,78.676949
Möñke Bi,1090,Aqtöbe,Kazakhstan,null,48.1620722,59.0600571
Eñbekşı,1090,Turkıstan,Kazakhstan,null,42.039017,69.420517
Miialy,1089,Almaty,Kazakhstan,null,44.495289,76.70356
Kamen,1089,Aqmola,Kazakhstan,null,52.369377,69.047264
Rodina,1087,Aqmola,Kazakhstan,null,51.3018,70.547974
Şūğyla,1087,Turkıstan,Kazakhstan,null,40.627399,68.620995
Qoğaly,1086,Turkıstan,Kazakhstan,null,40.8430672,67.9956722
Oljabai batyr,1085,Aqmola,Kazakhstan,null,51.298065,72.797714
Zerdelı,1085,Turkıstan,Kazakhstan,null,40.9745033,68.3764866
Könesaryq,1085,Turkıstan,Kazakhstan,null,42.236808,70.190834
Leninskoe,1083,Soltustık Qazaqstan,Kazakhstan,null,54.473019,69.182556
Torğai,1081,Aqmola,Kazakhstan,null,51.761063,72.743752
Antonov,1081,Qostanai,Kazakhstan,null,52.468716,61.757599
Qamysty,1081,Şyğys Qazaqstan,Kazakhstan,null,50.5696546,81.8019547
Jalğyzağaş,1080,Almaty,Kazakhstan,null,44.763134,78.557465
Pervomaika,1080,Aqmola,Kazakhstan,null,51.2906791,70.1308462
Qūmköl,1080,Şyğys Qazaqstan,Kazakhstan,null,47.569881,82.9364993
Baiandai,1079,Almaty,Kazakhstan,null,43.4902088,77.4134053
Penkovo,1079,Soltustık Qazaqstan,Kazakhstan,null,54.965187,69.244598
Aqsuat,1078,Batys Qazaqstan,Kazakhstan,null,51.226955,51.631908
Berezovka,1078,Şyğys Qazaqstan,Kazakhstan,null,50.234627,82.129448
Bögen,1077,Qyzylorda,Kazakhstan,null,46.140862,61.219986
Şynqoja,1077,Şyğys Qazaqstan,Kazakhstan,null,47.7429336,80.6455381
Jañabūlaq,1075,Batys Qazaqstan,Kazakhstan,null,50.313831,51.06485
Tşervonnoe,1075,Soltustık Qazaqstan,Kazakhstan,null,53.277252,66.727776
Qarğaly,1074,Almaty,Kazakhstan,null,45.616669,80.48333
Abai,1074,Qyzylorda,Kazakhstan,null,45.7280619,62.2170505
Terektı,1073,Almaty,Kazakhstan,null,44.8956409,78.2069921
Keñes,1073,Qyzylorda,Kazakhstan,null,43.677101,67.786888
Bystruha,1069,Şyğys Qazaqstan,Kazakhstan,null,50.378361,82.718491
Altynşoqy,1068,Şyğys Qazaqstan,Kazakhstan,null,47.172878,81.064476
Aqermen,1067,Jambyl,Kazakhstan,null,43.043488,73.48735
Bağys,1067,Turkıstan,Kazakhstan,null,41.5557329,69.4927561
Hmelnitskoe,1065,Pavlodar,Kazakhstan,null,52.433483,77.768524
Töle Bi,1063,Almaty,Kazakhstan,null,43.4475567,76.8713844
Besıktı,1063,Atyrau,Kazakhstan,null,47.2849665,51.9268685
Kostriakov,1062,Qostanai,Kazakhstan,null,53.826958,62.614273
Aqqyr,1062,Qyzylorda,Kazakhstan,null,44.763485,64.032524
Ekpındı,1061,Jambyl,Kazakhstan,null,42.862427,73.242393
Alğabas,1061,Pavlodar,Kazakhstan,null,52.3007794,76.7749747
Aqjar,1061,Turkıstan,Kazakhstan,null,42.129715,69.139954
Jylandy,1059,Almaty,Kazakhstan,null,45.65057,80.709915
Qūiğan,1059,Almaty,Kazakhstan,null,45.382332,74.138962
Aleksandrov,1059,Qostanai,Kazakhstan,null,53.550842,63.880352
Tegıstık,1058,Almaty,Kazakhstan,null,42.8134775,79.9762532
Lobanovo,1056,Soltustık Qazaqstan,Kazakhstan,null,53.092365,68.433052
Sailau,1056,Turkıstan,Kazakhstan,null,40.929435,68.411132
Sarybastau,1055,Almaty,Kazakhstan,null,43.303635,76.026878
Jarsuat,1054,Batys Qazaqstan,Kazakhstan,null,51.478645,53.284653
Qyzylşaryq,1054,Jambyl,Kazakhstan,null,42.884117,71.256836
Samarqant,1054,Qarağandy,Kazakhstan,null,50.110919,72.8115034
Ortatöbe,1053,Almaty,Kazakhstan,null,45.284813,77.966347
Ağybet,1053,Turkıstan,Kazakhstan,null,43.1700681,69.6398878
Jaqaş,1052,Jambyl,Kazakhstan,null,43.103031,71.658005
Piatimar,1051,Batys Qazaqstan,Kazakhstan,null,49.494698,50.508087
Şolpan,1051,Şyğys Qazaqstan,Kazakhstan,null,47.0660239,80.7346756
Örken,1050,Atyrau,Kazakhstan,null,47.2404192,51.0123539
Moinaq,1048,Almaty,Kazakhstan,null,45.0229221,78.1614864
Esensai,1048,Batys Qazaqstan,Kazakhstan,null,49.886768,51.45229
Aiqyz,1048,Şyğys Qazaqstan,Kazakhstan,null,47.720001,79.483055
Qoşqarata,1047,Jambyl,Kazakhstan,null,42.846138,70.33075
Bastau,1046,Aqmola,Kazakhstan,null,51.7853359,68.8467073
Molyke Şoimanov,1045,Turkıstan,Kazakhstan,null,42.760292,68.398003
Antonovka,1044,Soltustık Qazaqstan,Kazakhstan,null,53.315826,68.434509
Qaraqalpaq,1044,Turkıstan,Kazakhstan,null,41.573883,68.841682
Jaqsybai,1043,Batys Qazaqstan,Kazakhstan,null,50.220222,47.809074
Älımtau,1043,Turkıstan,Kazakhstan,null,41.701691,68.413399
Maidaköl,1042,Qyzylorda,Kazakhstan,null,45.720638,61.504314
Tarğyn,1042,Şyğys Qazaqstan,Kazakhstan,null,49.491795,82.841293
Aidabol,1041,Aqmola,Kazakhstan,null,52.698238,68.986061
Qasqabūlaq,1041,Şyğys Qazaqstan,Kazakhstan,null,49.565773,79.869865
Şūbar,1040,Almaty,Kazakhstan,null,44.5536052,78.9871679
Perevalnoe,1040,Şyğys Qazaqstan,Kazakhstan,null,50.2384119,82.2909611
Kökterek,1040,Şyğys Qazaqstan,Kazakhstan,null,46.9046599,82.2733651
Ūlan,1039,Şyğys Qazaqstan,Kazakhstan,null,49.738895,82.222176
Almalyq,1037,Almaty,Kazakhstan,null,43.2835221,77.2001993
Qabanbai,1037,Şyğys Qazaqstan,Kazakhstan,null,47.862217,83.566925
Köldı,1036,Almaty,Kazakhstan,null,43.6117696,77.8830682
Şyñbūlaq,1036,Jambyl,Kazakhstan,null,42.707695,70.650093
Dınmūhamed Qonaev,1036,Jambyl,Kazakhstan,null,43.1105739,72.44737
Qaraözen,1035,Batys Qazaqstan,Kazakhstan,null,49.6576519,49.5093878
Qarabūta,1035,Şyğys Qazaqstan,Kazakhstan,null,46.8745889,82.5792072
Jetıqazyna,1035,Turkıstan,Kazakhstan,null,40.919273,68.3204156
Şarbaqty,1034,Pavlodar,Kazakhstan,null,51.389167,78.292778
Şämenov,1033,Qyzylorda,Kazakhstan,null,45.113441,64.480598
Aqqoltyq,1033,Turkıstan,Kazakhstan,null,43.5631656,69.2148112
Altyn Kemer,1032,Turkıstan,Kazakhstan,null,41.0248519,68.2508468
Qaljyr,1031,Şyğys Qazaqstan,Kazakhstan,null,48.1380249,85.1700977
Alğabas,1030,Batys Qazaqstan,Kazakhstan,null,50.636098,50.5985212
Qarabastau,1029,Jambyl,Kazakhstan,null,42.92981,70.813393
Aspara,1028,Jambyl,Kazakhstan,null,43.0431262,73.5580482
Azamat,1028,Turkıstan,Kazakhstan,null,40.662215,68.5839557
Tahtabrod,1027,Soltustık Qazaqstan,Kazakhstan,null,52.633469,67.579048
Aqjol,1026,Qyzylorda,Kazakhstan,null,43.790508,67.187317
Bürgem,1025,Turkıstan,Kazakhstan,null,43.5006869,68.4798535
Saty,1024,Almaty,Kazakhstan,null,43.070591,78.408775
Jūmysşy,1024,Turkıstan,Kazakhstan,null,41.881942,69.502777
Qastek,1023,Almaty,Kazakhstan,null,43.082207,75.985794
Qyzylqyşlaq,1023,Jambyl,Kazakhstan,null,42.856304,73.472542
Örken,1022,Aqmola,Kazakhstan,null,53.5759629,69.5847492
Atameken,1022,Turkıstan,Kazakhstan,null,42.3704665,68.8405036
Tūrsynbai Datqa,1021,Qyzylorda,Kazakhstan,null,44.351387,66.200134
Nūrlytañ,1020,Turkıstan,Kazakhstan,null,40.6113658,68.5920624
Diqanqairat,1019,Almaty,Kazakhstan,null,44.11528,79.950279
Jañaqonys,1018,Turkıstan,Kazakhstan,null,41.278465,68.866508
Uriupinka,1017,Aqmola,Kazakhstan,null,51.9378251,70.418249
Qoşanköl,1017,Batys Qazaqstan,Kazakhstan,null,49.908085,48.176834
Örıl,1017,Şyğys Qazaqstan,Kazakhstan,null,49.239742,86.339424
Berşıntöbe,1017,Turkıstan,Kazakhstan,null,43.293041,68.447441
Maiskoe,1016,Almaty,Kazakhstan,null,43.5719926,78.2703272
Rudnitşnyi,1016,Almaty,Kazakhstan,null,44.6667139,78.898205
Jidelıaryq,1013,Qyzylorda,Kazakhstan,null,44.248096,66.789619
Aqaidar,1013,Turkıstan,Kazakhstan,null,42.1509644,69.822557
Böleksaz,1012,Almaty,Kazakhstan,null,42.9466495,79.1275525
Añqaty,1012,Batys Qazaqstan,Kazakhstan,null,50.7312526,51.5418896
Äliia,1011,Aqtöbe,Kazakhstan,null,50.2313642,56.2101851
Köktal,1010,Almaty,Kazakhstan,null,45.459145,75.206184
Mihailov,1010,Aqmola,Kazakhstan,null,51.0078335,72.2729121
Tūiyq,1008,Almaty,Kazakhstan,null,43.1048378,79.3984549
Alğabas,1008,Turkıstan,Kazakhstan,null,42.4919254,70.3220272
Aqpater,1005,Batys Qazaqstan,Kazakhstan,null,49.8256507,49.2439452
Mamait Omarov,1004,Pavlodar,Kazakhstan,null,51.9185308,77.0556378
Qūiğan,1003,Almaty,Kazakhstan,null,43.7217161,77.0812688
Priretşen,1002,Şyğys Qazaqstan,Kazakhstan,null,50.358963,80.417587
Maksimovka,1001,Aqmola,Kazakhstan,null,52.399021,68.624069
Ernazar,1001,Şyğys Qazaqstan,Kazakhstan,null,51.449192,79.494125
Besqūdyq,1000,Aqtöbe,Kazakhstan,null,49.975613,55.359665
Aqsuat,1000,Qyzylorda,Kazakhstan,null,45.7421688,62.8666822
Tassai,1000,Şyğys Qazaqstan,Kazakhstan,null,48.356682,82.907745
Jambyl,999,Almaty,Kazakhstan,null,44.8416464,78.2291487
Amangeldı,998,Almaty,Kazakhstan,null,43.295322,77.209366
Solnetşnoe,998,Şyğys Qazaqstan,Kazakhstan,null,50.051272,82.7130179
Qarabūlaq,997,Almaty,Kazakhstan,null,46.127777,80.88253
Saraljyñ,997,Batys Qazaqstan,Kazakhstan,null,49.171207,48.905643
Alğabas,997,Turkıstan,Kazakhstan,null,40.8094508,68.3525435
Priretşen,996,Aqmola,Kazakhstan,null,51.533566,71.94548
Börlı,996,Batys Qazaqstan,Kazakhstan,null,48.864132,48.530582
Orazaly batyr,996,Jambyl,Kazakhstan,null,43.2921424,74.1191346
Barlybek Syrttanov,995,Almaty,Kazakhstan,null,45.546848,79.273438
Jañaarna,995,Almaty,Kazakhstan,null,43.611824,77.025139
İşimskoe,995,Aqmola,Kazakhstan,null,51.392529,67.126488
Mihailov,995,Qostanai,Kazakhstan,null,53.621273,64.252914
Novokamenka,995,Soltustık Qazaqstan,Kazakhstan,null,54.711693,68.983734
Kökjaiyq,995,Şyğys Qazaqstan,Kazakhstan,null,48.556389,82.796944
Mamyr,995,Turkıstan,Kazakhstan,null,42.3701178,69.2644643
Sarybastau,994,Almaty,Kazakhstan,null,44.1964979,77.8863442
Qainar,994,Qarağandy,Kazakhstan,null,49.745949,71.08815
Lepsı,993,Almaty,Kazakhstan,null,45.524166,80.608612
Egındı,993,Qarağandy,Kazakhstan,null,50.581161,71.372353
Şöptıköl,991,Batys Qazaqstan,Kazakhstan,null,49.705173,53.482942
Oktiabrskoe,991,Şyğys Qazaqstan,Kazakhstan,null,50.6430791,81.8641327
Aqjar,990,Jambyl,Kazakhstan,null,43.190697,71.62355
Ūialy,989,Batys Qazaqstan,Kazakhstan,null,48.964615,49.067631
Eşkıölmes,988,Almaty,Kazakhstan,null,44.888641,78.490501
Boztoğan,988,Almaty,Kazakhstan,null,44.892864,78.053978
Qūmqūdyq,988,Aqtöbe,Kazakhstan,null,50.469074,61.219841
Jarly,988,Qarağandy,Kazakhstan,null,49.1805169,75.214441
Şılıktı,985,Aqtöbe,Kazakhstan,null,47.5162732,60.6582641
Parygino,985,Şyğys Qazaqstan,Kazakhstan,null,49.8076108,84.1209254
Qaraoi,984,Aqtöbe,Kazakhstan,null,49.483452,54.013069
Toğyzbūlaq,983,Almaty,Kazakhstan,null,43.025833,78.715833
Sarybie,983,Aqtöbe,Kazakhstan,null,49.2643391,53.9441048
Şahterskoe,983,Qarağandy,Kazakhstan,null,50.4781208,71.3994799
Baiqadam,982,Qarağandy,Kazakhstan,null,50.0139039,73.3876705
Babata,980,Turkıstan,Kazakhstan,null,43.583889,69.337021
Myñqazan,979,Jambyl,Kazakhstan,null,42.841225,73.416641
Ūzynaryq,975,Turkıstan,Kazakhstan,null,42.2211719,70.1095505
Kemerbastau,975,Turkıstan,Kazakhstan,null,42.4788548,70.3394186
Abai,973,Almaty,Kazakhstan,null,44.877651,78.539833
Novotşerkasskoe,972,Aqmola,Kazakhstan,null,51.424514,69.8782644
Tūrğysyn,972,Şyğys Qazaqstan,Kazakhstan,null,49.7675077,84.0074555
Şejın 2,971,Batys Qazaqstan,Kazakhstan,null,50.8608311,49.6625208
Azat,969,Aqmola,Kazakhstan,null,52.0955584,71.530673
Ūlanbel,969,Jambyl,Kazakhstan,null,44.824657,71.136864
Taimanov,969,Turkıstan,Kazakhstan,null,42.7425684,69.5977878
Äñgırata,969,Turkıstan,Kazakhstan,null,42.1216546,69.7057628
Şolaqsai,968,Qostanai,Kazakhstan,null,51.766232,64.783737
Spataev,967,Turkıstan,Kazakhstan,null,42.8994211,69.0009212
Keñtübek,966,Batys Qazaqstan,Kazakhstan,null,51.057552,52.936489
Tölep,966,Mañğystau,Kazakhstan,null,44.8356396,54.5494159
Maiköl,965,Qostanai,Kazakhstan,null,53.285801,63.348438
Suyqbūlaq,965,Şyğys Qazaqstan,Kazakhstan,null,49.7937308,80.8270617
Öleñtı,964,Aqmola,Kazakhstan,null,51.638836,73.734688
Qasqabūlaq,963,Jambyl,Kazakhstan,null,43.126888,70.342865
Aqtau,962,Batys Qazaqstan,Kazakhstan,null,51.001167,50.181194
Keles,962,Turkıstan,Kazakhstan,null,41.4283279,69.1471576
Sarqyrama,962,Turkıstan,Kazakhstan,null,41.46533,69.4336796
Yntymaq,962,Turkıstan,Kazakhstan,null,42.1210326,69.9063452
Pokatilovka,961,Batys Qazaqstan,Kazakhstan,null,51.107227,51.883549
Ataqonys,961,Turkıstan,Kazakhstan,null,41.306061,68.679184
Qajymūqan,960,Aqmola,Kazakhstan,null,51.264324,71.0856137
Novoşumnyi,959,Qostanai,Kazakhstan,null,53.922951,62.862919
Oital,958,Jambyl,Kazakhstan,null,42.890316,73.229698
Qaraqala,958,Pavlodar,Kazakhstan,null,51.720002,77.5325989
Yqylastemır,958,Turkıstan,Kazakhstan,null,42.44495,69.238327
Petrovka,957,Aqmola,Kazakhstan,null,51.637739,70.451351
Öleñtı,957,Batys Qazaqstan,Kazakhstan,null,50.2671819,52.6196754
Keiden,956,Qyzylorda,Kazakhstan,null,43.830383,67.267502
İubileinoe,955,Qarağandy,Kazakhstan,null,49.5800102,72.5785126
Kernei,954,Qarağandy,Kazakhstan,null,50.2153326,74.2763795
Ekpındı,954,Turkıstan,Kazakhstan,null,42.795979,69.193588
Bekbauyl,953,Qyzylorda,Kazakhstan,null,45.982101,61.940201
Rysqūl,953,Turkıstan,Kazakhstan,null,42.519664,70.198043
Elizavetinka,952,Qostanai,Kazakhstan,null,52.883362,62.836262
Pokrovka,952,Soltustık Qazaqstan,Kazakhstan,null,54.931152,68.631683
Jañajol,951,Batys Qazaqstan,Kazakhstan,null,49.677219,49.409145
Ürbūlaq,951,Turkıstan,Kazakhstan,null,42.581203,70.092659
Köktöbe,950,Jambyl,Kazakhstan,null,42.631416,70.796471
Krasnaia Presnia,950,Qostanai,Kazakhstan,null,54.09618,64.78389
Privolnoe,950,Soltustık Qazaqstan,Kazakhstan,null,53.2180602,66.9173812
Tşistovskoe,950,Soltustık Qazaqstan,Kazakhstan,null,54.895565,70.625801
Eñbek,949,Jambyl,Kazakhstan,null,42.837132,75.629219
Tausağyz,949,Turkıstan,Kazakhstan,null,42.548675,70.239028
Qosaq,944,Jambyl,Kazakhstan,null,43.026356,71.491142
İlinka,944,Soltustık Qazaqstan,Kazakhstan,null,54.2030973,68.0059602
Basköl,943,Pavlodar,Kazakhstan,null,51.735533,77.323883
Zañğar,943,Turkıstan,Kazakhstan,null,41.6463861,69.4769509
Beinetkeş,943,Turkıstan,Kazakhstan,null,42.0743157,69.9470735
Maqtaşy,942,Turkıstan,Kazakhstan,null,41.25452,68.842819
Şyrğanaq,941,Almaty,Kazakhstan,null,42.964268,79.049744
Qaraqūdyq,941,Aqtöbe,Kazakhstan,null,50.1781393,56.7929635
Dihan,941,Jambyl,Kazakhstan,null,43.089024,71.466095
Bäiterek,941,Jambyl,Kazakhstan,null,42.91703,75.081551
Jañatılek,941,Pavlodar,Kazakhstan,null,50.4994471,75.2016912
Qarajide,939,Almaty,Kazakhstan,null,45.055214,78.064941
Aqtoğai,939,Atyrau,Kazakhstan,null,47.787109,51.601822
Pogranitşnik,939,Pavlodar,Kazakhstan,null,52.10859,76.4078124
Bolşaia Malyşka,939,Soltustık Qazaqstan,Kazakhstan,null,55.096394,69.227661
Qarabas,938,Şyğys Qazaqstan,Kazakhstan,null,51.0423812,79.1009369
Belağaş,938,Şyğys Qazaqstan,Kazakhstan,null,50.768425,80.666977
Azattyq,938,Turkıstan,Kazakhstan,null,40.9575881,68.4583488
Aqtoğai,937,Almaty,Kazakhstan,null,43.480331,77.454926
Äike,937,Aqtöbe,Kazakhstan,null,50.966865,61.6452379
Qūrlyq,937,Turkıstan,Kazakhstan,null,42.4479584,69.7033717
Dolaity,936,Almaty,Kazakhstan,null,43.372501,79.628326
