name,population,state,country,percentageOfSessions,latitude,longitude
Tasşolaq,555,Jambyl,Kazakhstan,null,42.932972,72.88591
Eñbek,555,Qyzylorda,Kazakhstan,null,44.1349252,66.9468096
Krasnaia Poliana,554,Aqmola,Kazakhstan,null,52.183228,68.726379
Dostyq,554,Batys Qazaqstan,Kazakhstan,null,51.197502,50.057625
Kamenka,553,Aqmola,Kazakhstan,null,51.2509248,70.3942543
Qūiylys,553,Aqtöbe,Kazakhstan,null,48.245373,62.068451
Şaldabar stansasy,553,Jambyl,Kazakhstan,null,42.842783,73.4799901
Tomar,553,Qarağandy,Kazakhstan,null,48.9098364,76.5185308
Donetskoe,553,Soltustık Qazaqstan,Kazakhstan,null,53.805855,70.097076
Qarabūlaq,552,Almaty,Kazakhstan,null,43.070156,78.536781
Aidarkölqaşary,552,Turkıstan,Kazakhstan,null,41.4866559,67.9430579
Kökqainar,551,Almaty,Kazakhstan,null,43.238598,75.940544
Jūldyz,551,Batys Qazaqstan,Kazakhstan,null,49.274693,49.484203
Alğabas,551,Jambyl,Kazakhstan,null,42.966568,72.41111
Marinogorka,551,Şyğys Qazaqstan,Kazakhstan,null,48.9428817,83.0458412
Qūmtoğai,550,Aqtöbe,Kazakhstan,null,49.1330511,60.3466558
Eñbek,550,Jambyl,Kazakhstan,null,43.025921,71.212852
Malaisary,550,Pavlodar,Kazakhstan,null,51.430565,77.547531
Miroliubov,550,Şyğys Qazaqstan,Kazakhstan,null,49.026569,83.564377
Baqybek,550,Turkıstan,Kazakhstan,null,42.5198261,70.3398909
Janys Bi,549,Aqtöbe,Kazakhstan,null,48.6766379,60.4484296
Aqsoğym,549,Batys Qazaqstan,Kazakhstan,null,50.537273,51.179985
Qyzyl Suat,548,Aqmola,Kazakhstan,null,51.0511012,71.5690839
Nauryzbai batyr a.,548,Aqmola,Kazakhstan,null,53.272011,70.492172
Jalğyzhan,548,Qostanai,Kazakhstan,null,52.992702,65.114433
Jañadariia,546,Qyzylorda,Kazakhstan,null,44.68845,64.725426
Belağaş,545,Qarağandy,Kazakhstan,null,50.075298,74.297134
Eskı Koluton,544,Aqmola,Kazakhstan,null,51.7678988,69.4471761
Gastello,544,Aqmola,Kazakhstan,null,51.148121,66.329964
Qazan,544,Soltustık Qazaqstan,Kazakhstan,null,53.3201718,67.449134
Nysanbek,544,Turkıstan,Kazakhstan,null,42.1755745,70.0756504
Säule,543,Qarağandy,Kazakhstan,null,48.427185,74.819542
Sorotşin,542,Qostanai,Kazakhstan,null,53.33054,65.384071
Öndırıs,542,Şyğys Qazaqstan,Kazakhstan,null,50.950695,79.1837454
Ūşqyn,542,Turkıstan,Kazakhstan,null,41.285721,68.913116
Aqşi,541,Almaty,Kazakhstan,null,45.9529373,81.5567589
Aqköl,541,Almaty,Kazakhstan,null,45.01704,75.662529
Nūrbūlaq,541,Aqtöbe,Kazakhstan,null,50.0728394,57.1210639
Letovotşnoe,541,Soltustık Qazaqstan,Kazakhstan,null,53.735115,68.980431
İzobilnoe,540,Aqmola,Kazakhstan,null,52.4894338,73.2963191
Tamdy,540,Aqtöbe,Kazakhstan,null,49.9305537,59.038027
Borsy,540,Batys Qazaqstan,Kazakhstan,null,50.114403,47.424294
Kalinovka,540,Pavlodar,Kazakhstan,null,53.5455607,76.3101768
Qozyketken,540,Pavlodar,Kazakhstan,null,53.0967837,77.4400919
Senokosnoe,540,Qarağandy,Kazakhstan,null,50.1182667,73.437252
Lesnoi,540,Qostanai,Kazakhstan,null,53.1619457,62.271109
Andreevka,540,Soltustık Qazaqstan,Kazakhstan,null,54.515923,68.276672
Tūraqty,540,Turkıstan,Kazakhstan,null,42.8582869,69.7262764
Kökjaidaq,539,Almaty,Kazakhstan,null,45.57653,79.559006
Aqoi,539,Qarağandy,Kazakhstan,null,49.0218574,72.556951
Glebov,539,Qostanai,Kazakhstan,null,52.221287,61.507717
Kamenskuralskoe,539,Qostanai,Kazakhstan,null,53.885788,64.39772
Alqaterek,539,Soltustık Qazaqstan,Kazakhstan,null,53.45146,71.244014
Nadejka,539,Soltustık Qazaqstan,Kazakhstan,null,54.7420524,71.0130941
Talitsa,539,Şyğys Qazaqstan,Kazakhstan,null,50.376945,80.812721
Alğabas,538,Almaty,Kazakhstan,null,43.183323,78.520706
Sotşinskoe,538,Aqmola,Kazakhstan,null,50.997543,68.161613
Şalqar,538,Aqmola,Kazakhstan,null,50.844128,70.826637
Oian,538,Batys Qazaqstan,Kazakhstan,null,50.704102,50.373062
Bırınşı Mamyr,538,Qyzylorda,Kazakhstan,null,44.6180904,66.0919669
Elıktı,537,Aqmola,Kazakhstan,null,53.216648,69.157898
Veseloe,537,Aqmola,Kazakhstan,null,52.350056,68.318634
Nūra,537,Aqtöbe,Kazakhstan,null,48.89452,62.307884
Aqşäulı,537,Şyğys Qazaqstan,Kazakhstan,null,47.4657386,80.9045005
Talapty,536,Jambyl,Kazakhstan,null,43.586082,71.239716
Novaia Kanaika,536,Şyğys Qazaqstan,Kazakhstan,null,49.870075,82.0979
Terektı,535,Almaty,Kazakhstan,null,44.9371818,78.7084212
Qoñyrtöbe,535,Jambyl,Kazakhstan,null,42.959763,71.350906
Jañaauyl,535,Pavlodar,Kazakhstan,null,52.250313,78.654228
Troitskoe,535,Soltustık Qazaqstan,Kazakhstan,null,54.4676933,67.6668548
Sredigornoe,535,Şyğys Qazaqstan,Kazakhstan,null,49.507492,84.388695
Qarajantaq,535,Turkıstan,Kazakhstan,null,42.609615,68.952087
Kökjide,534,Almaty,Kazakhstan,null,45.110878,75.497597
İmanğali Bıltabanov,534,Aqtöbe,Kazakhstan,null,50.0192552,55.6463137
Aqbaqai,534,Jambyl,Kazakhstan,null,45.128265,72.676254
Saryoba,532,Aqmola,Kazakhstan,null,51.2044579,72.1837904
Almaz,532,Batys Qazaqstan,Kazakhstan,null,50.252575,54.285992
Şekı,532,Pavlodar,Kazakhstan,null,51.7143573,78.9910495
Köktal,532,Qostanai,Kazakhstan,null,51.996361,64.65657
Köközek,531,Almaty,Kazakhstan,null,45.7112048,79.851996
Talov,531,Batys Qazaqstan,Kazakhstan,null,50.402683,47.594311
Syñğyrlau,531,Mañğystau,Kazakhstan,null,45.2070216,55.3978776
Sätbaev,531,Şyğys Qazaqstan,Kazakhstan,null,47.890438,82.605225
Töñkerıs,531,Turkıstan,Kazakhstan,null,42.2704498,70.3695344
Naumovka,530,Aqmola,Kazakhstan,null,52.1307582,70.351646
Şağyrloi,530,Batys Qazaqstan,Kazakhstan,null,50.0829762,52.7225733
Polovnikovka,530,Qostanai,Kazakhstan,null,52.86742,63.623714
Baitoğas,530,Şyğys Qazaqstan,Kazakhstan,null,47.8837643,83.8231536
Jañalyq,530,Şyğys Qazaqstan,Kazakhstan,null,47.516167,83.803851
Darbazaqūm,529,Almaty,Kazakhstan,null,43.98806,79.617783
Bauman,529,Aqmola,Kazakhstan,null,51.110497,68.913681
Vasilkovka,529,Aqmola,Kazakhstan,null,53.444134,69.367905
Jambyl,529,Aqtöbe,Kazakhstan,null,50.570896,60.189579
Jaiyq,529,Batys Qazaqstan,Kazakhstan,null,51.265659,51.529358
Ai,528,Şyğys Qazaqstan,Kazakhstan,null,47.4878197,80.6075024
Şatyrbai,527,Almaty,Kazakhstan,null,45.511665,80.335556
Qarajar,526,Aqtöbe,Kazakhstan,null,47.84151,56.2048333
Sam,526,Mañğystau,Kazakhstan,null,45.235733,55.868206
Sarytöbe,526,Qarağandy,Kazakhstan,null,50.070961,73.544357
Kolesovo,525,Batys Qazaqstan,Kazakhstan,null,50.916462,51.153084
Şömış,525,Qyzylorda,Kazakhstan,null,46.40786,61.8759
Taldybūlaq,524,Batys Qazaqstan,Kazakhstan,null,50.704311,52.782562
Qyzylaryq,524,Jambyl,Kazakhstan,null,42.648762,70.977539
Bırlestık,523,Aqmola,Kazakhstan,null,53.539059,69.235695
Tserkovnoe,523,Pavlodar,Kazakhstan,null,53.6038119,75.9154078
Maiskoe,523,Pavlodar,Kazakhstan,null,50.911396,78.239159
Ekpındı,522,Almaty,Kazakhstan,null,43.628704,77.563751
Besqarağai,522,Pavlodar,Kazakhstan,null,51.372965,77.9006672
Qarabūlaq,522,Qarağandy,Kazakhstan,null,49.7062207,76.1016941
Dragomirovka,522,Soltustık Qazaqstan,Kazakhstan,null,53.752941,69.37088
Semipolka,522,Soltustık Qazaqstan,Kazakhstan,null,54.1257332,67.2814749
Qazatkom,521,Almaty,Kazakhstan,null,43.579254,77.72625
Taldyapan,521,Batys Qazaqstan,Kazakhstan,null,49.729218,50.231777
Qūmbazar,521,Qyzylorda,Kazakhstan,null,45.972298,61.856892
Qoryq,521,Şyğys Qazaqstan,Kazakhstan,null,48.446941,78.188896
Örken,521,Turkıstan,Kazakhstan,null,40.6571038,68.3777046
Tasaryq,520,Qyzylorda,Kazakhstan,null,45.356888,61.879539
Ledenevo,520,Soltustık Qazaqstan,Kazakhstan,null,54.699867,68.538467
Mironovka,520,Soltustık Qazaqstan,Kazakhstan,null,53.840008,69.839554
Taldysai,518,Aqtöbe,Kazakhstan,null,49.410042,56.716599
Ūzynbūlaq,518,Pavlodar,Kazakhstan,null,50.807732,74.263809
Köktıñköl,518,Qarağandy,Kazakhstan,null,48.56633,72.199074
Moskvoretskoe,517,Soltustık Qazaqstan,Kazakhstan,null,53.6791,66.362312
Şögırlı,517,Turkıstan,Kazakhstan,null,42.1296596,68.2291317
Gorkii,517,Turkıstan,Kazakhstan,null,41.157753,68.753632
Amangeldı,517,Turkıstan,Kazakhstan,null,41.97583,69.232986
Şilıbastau,516,Almaty,Kazakhstan,null,43.534225,75.485283
Şuiskoe,516,Aqmola,Kazakhstan,null,52.0980829,68.3073317
Altyndy,516,Aqtöbe,Kazakhstan,null,48.937595,58.708065
Obağan,516,Qostanai,Kazakhstan,null,53.080231,64.293419
Būlan,515,Batys Qazaqstan,Kazakhstan,null,50.326103,52.486195
Jūmat Şanin,515,Pavlodar,Kazakhstan,null,50.4072799,75.7501852
Vinogradovka,515,Soltustık Qazaqstan,Kazakhstan,null,55.2201133,69.1162294
Jaryqbas,515,Turkıstan,Kazakhstan,null,43.044598,69.853485
Bainassai,514,Aqtöbe,Kazakhstan,null,50.5133381,56.101835
Aqqūm,514,Qyzylorda,Kazakhstan,null,43.7084509,67.417737
Qyzyltoğan,513,Almaty,Kazakhstan,null,44.904804,78.165619
Törtüi,513,Pavlodar,Kazakhstan,null,51.9916635,74.9150235
Jambyl,513,Qostanai,Kazakhstan,null,52.847309,66.067612
Bırsuat,512,Aqmola,Kazakhstan,null,50.664138,72.1210397
Qazymbet,512,Şyğys Qazaqstan,Kazakhstan,null,47.2501875,81.5552359
Jañaauyl,511,Atyrau,Kazakhstan,null,46.4943608,48.8190377
Aştşysai,511,Batys Qazaqstan,Kazakhstan,null,51.1620475,53.7646839
Şahan,511,Jambyl,Kazakhstan,null,43.404831,71.448418
Kenjebaisamai,511,Qarağandy,Kazakhstan,null,47.9177514,69.8767376
Qaraoi,511,Qarağandy,Kazakhstan,null,50.2546329,71.4798496
Qaratal,510,Almaty,Kazakhstan,null,44.9382409,78.2059042
Botamoinaq,510,Jambyl,Kazakhstan,null,42.946762,71.508362
Aqqaitym,509,Aqtöbe,Kazakhstan,null,47.480343,59.292118
Saiqūdyq,509,Batys Qazaqstan,Kazakhstan,null,50.039261,52.122322
Aqtai,509,Batys Qazaqstan,Kazakhstan,null,49.6614062,53.9677992
Tşapaevo,509,Şyğys Qazaqstan,Kazakhstan,null,49.6875,84.056946
Jüzımdık,509,Turkıstan,Kazakhstan,null,43.0703927,69.1367911
Sapaq,508,Almaty,Kazakhstan,null,45.7878017,80.8714631
Telman,508,Aqmola,Kazakhstan,null,51.736691,68.591217
Talas,507,Jambyl,Kazakhstan,null,42.922955,71.479904
Şäiqoryq,507,Jambyl,Kazakhstan,null,42.952744,71.353073
Qaraözek,507,Qyzylorda,Kazakhstan,null,44.999817,65.2808
Malaq,507,Şyğys Qazaqstan,Kazakhstan,null,47.0145972,81.7238097
Syrlysai,507,Turkıstan,Kazakhstan,null,41.5714339,69.5122781
Sağaküres,506,Almaty,Kazakhstan,null,45.409214,79.249817
Maltabar,506,Aqmola,Kazakhstan,null,51.653992,73.138977
Nikolaevka a.,506,Aqmola,Kazakhstan,null,52.473042,69.610573
Qaraköl,506,Aqtöbe,Kazakhstan,null,49.28582,58.005001
Solenyi,506,Aqtöbe,Kazakhstan,null,48.0290412,59.1677616
Jambyl,506,Batys Qazaqstan,Kazakhstan,null,51.2819963,51.3005781
Sazdy,506,Qyzylorda,Kazakhstan,null,47.342026,61.769581
Kladbinka,506,Soltustık Qazaqstan,Kazakhstan,null,54.736385,67.6147491
Podgornoe,506,Soltustık Qazaqstan,Kazakhstan,null,54.7128156,69.0232742
Koluton,505,Aqmola,Kazakhstan,null,51.7318131,69.4035964
Qazy,505,Pavlodar,Kazakhstan,null,51.735279,78.074722
Qaraağaş,505,Şyğys Qazaqstan,Kazakhstan,null,47.9944288,80.8565073
Timaşevka,504,Aqmola,Kazakhstan,null,51.692944,68.428688
Mäskeu,504,Aqmola,Kazakhstan,null,52.021217,66.010811
Aqjol,504,Pavlodar,Kazakhstan,null,52.8095066,75.13906
Sevastopol,504,Qostanai,Kazakhstan,null,53.135941,65.790588
Almaly,504,Turkıstan,Kazakhstan,null,43.039097,69.8840761
Aralqyşlaq,503,Jambyl,Kazakhstan,null,42.865265,73.503662
Qosköl,503,Qarağandy,Kazakhstan,null,47.5817658,64.5583828
Köktöbe,503,Qyzylorda,Kazakhstan,null,43.202106,67.781792
Qūltuma,503,Turkıstan,Kazakhstan,null,41.4317808,69.1015499
Sarybūlaq,502,Aqtöbe,Kazakhstan,null,49.855434,55.745514
Maldybai,502,Jambyl,Kazakhstan,null,42.990601,72.325249
Maitübek,502,Pavlodar,Kazakhstan,null,51.1225858,78.0537326
Pervomai,502,Qostanai,Kazakhstan,null,52.751804,64.267296
Dämdı,502,Qostanai,Kazakhstan,null,51.207859,65.022087
Diqan,501,Almaty,Kazakhstan,null,43.5271367,78.3088688
Severnoe,501,Qarağandy,Kazakhstan,null,49.5078226,72.5971411
Aidarly,501,Qostanai,Kazakhstan,null,52.181919,65.278
Qosbūlaq,501,Turkıstan,Kazakhstan,null,43.2308335,68.9561576
Sarysai,500,Aqtöbe,Kazakhstan,null,50.384586,58.570354
Üşana,500,Batys Qazaqstan,Kazakhstan,null,49.4528452,52.9521918
Aqbūlaq,500,Batys Qazaqstan,Kazakhstan,null,50.804924,54.16333
Mädeniet,499,Aqmola,Kazakhstan,null,52.097145,68.990685
Stepnoi,499,Qostanai,Kazakhstan,null,51.747631,61.354973
Oşaqty,499,Turkıstan,Kazakhstan,null,42.4709019,69.6530306
Pavlov,498,Qostanai,Kazakhstan,null,53.010998,65.960548
Qyzylqanat,498,Turkıstan,Kazakhstan,null,43.770271,69.60038
Kamennyi Brod,497,Soltustık Qazaqstan,Kazakhstan,null,53.0945653,67.6908874
Jetıjar,497,Şyğys Qazaqstan,Kazakhstan,null,50.8936147,78.3127821
Tastyözek,496,Almaty,Kazakhstan,null,44.4254216,78.6456596
Pokrov,496,Aqmola,Kazakhstan,null,51.981776,68.533627
Tassai,496,Aqtöbe,Kazakhstan,null,50.4472326,58.002474
Jambyl,496,Jambyl,Kazakhstan,null,42.991474,71.203865
Putintsevo,496,Şyğys Qazaqstan,Kazakhstan,null,49.861885,84.333702
Qarasaqal,496,Turkıstan,Kazakhstan,null,41.0410719,68.1390754
Troitskoe,495,Aqmola,Kazakhstan,null,53.013474,68.893738
Jyltyr,495,Aqtöbe,Kazakhstan,null,47.9018438,59.7799586
Pervomai,495,Qostanai,Kazakhstan,null,52.987598,64.111046
Sağa,494,Aqtöbe,Kazakhstan,null,48.4888006,57.4481189
Apanov,494,Qostanai,Kazakhstan,null,52.541523,63.200439
Borseñgır,493,Qarağandy,Kazakhstan,null,47.90462,68.5743642
№21-temır jol airyğy,493,Qyzylorda,Kazakhstan,null,44.219059,66.641823
Qaratas,493,Turkıstan,Kazakhstan,null,42.8346917,69.7432886
Üşağaş,493,Turkıstan,Kazakhstan,null,41.3311063,68.6731534
Budennoe,492,Soltustık Qazaqstan,Kazakhstan,null,53.1812535,66.5524077
Ūzynjar,492,Soltustık Qazaqstan,Kazakhstan,null,53.537678,67.080902
Tabantal,491,Aqtöbe,Kazakhstan,null,50.1138878,57.8301428
Älkei Marğūlan,491,Pavlodar,Kazakhstan,null,51.1935647,74.0379682
Aştşybūlaq,490,Almaty,Kazakhstan,null,45.257179,79.520325
Bura,490,Almaty,Kazakhstan,null,44.935295,76.020607
Mädeniet a.,490,Aqmola,Kazakhstan,null,53.036663,70.629723
Qūmjarğan,490,Aqtöbe,Kazakhstan,null,49.129639,54.897465
Gorkoe,490,Soltustık Qazaqstan,Kazakhstan,null,53.630962,69.152756
Jañadäuır,490,Turkıstan,Kazakhstan,null,40.9071071,68.2253058
Qarymsaq,489,Almaty,Kazakhstan,null,44.4326096,78.3656314
Kökjide,489,Almaty,Kazakhstan,null,46.2246256,78.8205678
Azat,489,Aqmola,Kazakhstan,null,53.5635549,69.5337632
Toranğūl,489,Soltustık Qazaqstan,Kazakhstan,null,54.1698,68.429443
Sapaq,488,Qyzylorda,Kazakhstan,null,46.61824,61.797443
Budennoe,488,Soltustık Qazaqstan,Kazakhstan,null,54.623726,66.513252
Proletarka,488,Şyğys Qazaqstan,Kazakhstan,null,50.0679755,82.0611524
Zaretşnyi,487,Almaty,Kazakhstan,null,45.393276,78.755356
Razdolnyi,487,Batys Qazaqstan,Kazakhstan,null,51.57159,51.838459
Jañatoğan,487,Qarağandy,Kazakhstan,null,48.970272,74.853233
Ahmet Baitūrsynūly,487,Qostanai,Kazakhstan,null,48.8540468,63.9083291
Şalqar,487,Soltustık Qazaqstan,Kazakhstan,null,53.1775137,68.5159591
Amanköl,486,Aqtöbe,Kazakhstan,null,48.5347519,61.4115572
Prudhoz,486,Şyğys Qazaqstan,Kazakhstan,null,49.9758506,82.474703
Jiekqūm,485,Batys Qazaqstan,Kazakhstan,null,48.8797218,47.8737654
Aqköl,485,Pavlodar,Kazakhstan,null,52.3368338,75.0565767
Jūmysker,485,Pavlodar,Kazakhstan,null,51.2653874,77.8680705
Şağan,484,Şyğys Qazaqstan,Kazakhstan,null,49.05,78.35
Bestau,483,Aqtöbe,Kazakhstan,null,50.324696,56.019753
Ekpındı,482,Almaty,Kazakhstan,null,44.855282,78.638557
Prigorodnoe,482,Aqmola,Kazakhstan,null,51.059723,66.319817
Jaiyq,482,Batys Qazaqstan,Kazakhstan,null,51.193249,51.868919
Bestöbe,482,Qostanai,Kazakhstan,null,51.908142,62.032257
Jaña Odessa,482,Şyğys Qazaqstan,Kazakhstan,null,50.0201124,82.3079441
Qabylsai,482,Turkıstan,Kazakhstan,null,42.2634471,68.8993835
Araltöbe,481,Almaty,Kazakhstan,null,45.041523,75.451363
Sarybaraq,481,Jambyl,Kazakhstan,null,43.380512,71.472557
Qazaqdiqan,481,Jambyl,Kazakhstan,null,42.897926,73.128036
Aqbastau,481,Qarağandy,Kazakhstan,null,49.41824,73.594246
Qūmqūdyq,480,Aqtöbe,Kazakhstan,null,49.2631979,55.5512476
İzendı,480,Qarağandy,Kazakhstan,null,49.9075268,70.9425122
Arandy,480,Qyzylorda,Kazakhstan,null,45.590492,61.647785
Kirovo,480,Soltustık Qazaqstan,Kazakhstan,null,54.149075,70.3215452
Amangeldı,479,Jambyl,Kazakhstan,null,43.709106,71.099464
Şiqyldaq,479,Pavlodar,Kazakhstan,null,51.5980542,74.4673061
Suhorabovka,479,Soltustık Qazaqstan,Kazakhstan,null,53.5736874,67.6029499
Belqarağai,479,Şyğys Qazaqstan,Kazakhstan,null,49.183333,85.300278
Maiemer,479,Şyğys Qazaqstan,Kazakhstan,null,49.1793012,84.9727057
Novonikolskoe,478,Aqmola,Kazakhstan,null,52.733337,68.733681
Tşistyi Şandaq,478,Qostanai,Kazakhstan,null,53.765881,63.154655
Aiyrtau,478,Soltustık Qazaqstan,Kazakhstan,null,53.1585244,68.333889
Qaröstelı,478,Şyğys Qazaqstan,Kazakhstan,null,51.044998,81
Sadovyi,477,Batys Qazaqstan,Kazakhstan,null,51.28701,51.431076
Aqsu,477,Batys Qazaqstan,Kazakhstan,null,50.952286,53.074936
Dariia,477,Qarağandy,Kazakhstan,null,49.0924453,72.9486394
Qūmkeşu,477,Qostanai,Kazakhstan,null,50.119022,64.791718
Kökalat,476,Qostanai,Kazakhstan,null,49.791374,64.135475
Sağa,476,Qostanai,Kazakhstan,null,50.479687,64.259293
Sarbūlaq,476,Qyzylorda,Kazakhstan,null,45.1949627,62.8161835
Temırjol,476,Turkıstan,Kazakhstan,null,40.9208605,68.1165614
Egındıbūlaq,475,Batys Qazaqstan,Kazakhstan,null,51.2628298,50.46294
Malybai,475,Pavlodar,Kazakhstan,null,51.6409864,78.3340752
Amangeldı,475,Soltustık Qazaqstan,Kazakhstan,null,54.355137,68.3443915
Ūzynköl,475,Soltustık Qazaqstan,Kazakhstan,null,54.462456,70.733238
Jıñışke,475,Turkıstan,Kazakhstan,null,42.2324441,70.0211246
Aqtau,474,Qarağandy,Kazakhstan,null,47.7399727,71.4427614
Priretşnyi,474,Qostanai,Kazakhstan,null,53.5061,61.283215
Eñbek,474,Qostanai,Kazakhstan,null,53.418945,63.852707
Tasqūdyq,474,Turkıstan,Kazakhstan,null,42.9039366,69.1770504
Yntymaq,473,Atyrau,Kazakhstan,null,48.5046223,51.6085955
Qaratöbe,473,Şyğys Qazaqstan,Kazakhstan,null,49.2491914,81.899485
Bastomar,472,Soltustık Qazaqstan,Kazakhstan,null,54.528683,70.796867
Oktiabr,471,Batys Qazaqstan,Kazakhstan,null,51.2599577,51.3426666
Sarybel,471,Şyğys Qazaqstan,Kazakhstan,null,49.1052451,84.0474403
Şyryldaq,471,Turkıstan,Kazakhstan,null,41.41275,68.88192
Eñbekşı,471,Turkıstan,Kazakhstan,null,42.9648081,68.8876676
Qanyş Sätbaev,470,Pavlodar,Kazakhstan,null,50.55395,74.67318
Janazar batyr,470,Qyzylorda,Kazakhstan,null,44.685253,66.084976
Maraldy,470,Şyğys Qazaqstan,Kazakhstan,null,48.7710025,84.7030948
Aqköl,469,Aqtöbe,Kazakhstan,null,49.938129,60.550125
Jıbek Joly,469,Jambyl,Kazakhstan,null,43.0305304,71.6560753
Stepnoe,469,Soltustık Qazaqstan,Kazakhstan,null,53.8948813,66.8518066
Besqospa,468,Aqtöbe,Kazakhstan,null,50.0110223,57.4377507
Voznesenovka,468,Aqtöbe,Kazakhstan,null,50.912064,56.402393
Törebai Bi,468,Qyzylorda,Kazakhstan,null,45.5258652,63.7976466
Aqjarqyn,468,Soltustık Qazaqstan,Kazakhstan,null,53.6813187,71.3078338
Qarlyğaş,466,Almaty,Kazakhstan,null,45.676258,80.607292
Malaisary,466,Almaty,Kazakhstan,null,44.2790606,77.6885084
Kökbastau,466,Almaty,Kazakhstan,null,44.6319963,78.3437795
Uälihanov,466,Aqmola,Kazakhstan,null,50.9191258,66.4711576
Baianbai a.,466,Aqmola,Kazakhstan,null,53.021431,69.954559
Qaiyñdysai,466,Jambyl,Kazakhstan,null,43.059483,73.55397
Miroliubovka,466,Qostanai,Kazakhstan,null,53.979946,65.026749
Şorğa,466,Şyğys Qazaqstan,Kazakhstan,null,47.922695,83.570831
Segızbai,466,Şyğys Qazaqstan,Kazakhstan,null,47.280277,81.155556
Kemer,466,Turkıstan,Kazakhstan,null,40.9770671,68.3694662
Kreştşenka,465,Soltustık Qazaqstan,Kazakhstan,null,53.4282278,67.0562982
Qaratal,465,Soltustık Qazaqstan,Kazakhstan,null,53.86311,67.467735
Jalşy,465,Şyğys Qazaqstan,Kazakhstan,null,47.1540036,84.4681263
Dobyn,464,Almaty,Kazakhstan,null,43.69397,80.072311
Üşağaş,464,Batys Qazaqstan,Kazakhstan,null,49.6521999,53.2764772
Bostandyq,464,Soltustık Qazaqstan,Kazakhstan,null,53.948696,71.406944
Nekrasov,464,Şyğys Qazaqstan,Kazakhstan,null,47.2422272,81.4061068
Jañatalap,463,Almaty,Kazakhstan,null,43.184933,78.537148
Lesnoe,463,Pavlodar,Kazakhstan,null,53.9421444,75.4612254
Podolskoe,463,Soltustık Qazaqstan,Kazakhstan,null,53.829334,70.079849
Ysqaq Ybyraev,463,Soltustık Qazaqstan,Kazakhstan,null,53.933348,67.5846568
Qaratoğai,462,Aqtöbe,Kazakhstan,null,48.7105605,59.6857166
Mirnoe,462,Qarağandy,Kazakhstan,null,50.429234,73.245262
Taman,462,Soltustık Qazaqstan,Kazakhstan,null,54.482517,70.512383
Keñes,461,Aqmola,Kazakhstan,null,52.082043,71.2657669
Jaisañbai,461,Aqtöbe,Kazakhstan,null,48.0399878,62.5111846
Aqköl,461,Qostanai,Kazakhstan,null,48.931744,63.905819
Eñbekşı,461,Turkıstan,Kazakhstan,null,41.0245088,68.1698031
Qyzyltu,461,Turkıstan,Kazakhstan,null,42.5619789,69.99174
Añğal batyr,460,Aqmola,Kazakhstan,null,53.229446,70.903084
Mūqyr,460,Batys Qazaqstan,Kazakhstan,null,48.9998231,50.0384323
Ainaköl,460,Qyzylorda,Kazakhstan,null,45.012699,65.328308
Bolşie Dubravy,459,Qostanai,Kazakhstan,null,53.61581,66.025703
Maraldy,458,Pavlodar,Kazakhstan,null,52.4230778,77.7644618
Sosnovka,458,Pavlodar,Kazakhstan,null,52.7155581,78.0802164
Aqbel,458,Qarağandy,Kazakhstan,null,50.286739,73.796814
Aqadyr,457,Aqmola,Kazakhstan,null,53.149471,69.34919
Qazan,457,Aqtöbe,Kazakhstan,null,50.7702812,56.5644716
Rysbek batyr,457,Jambyl,Kazakhstan,null,42.829703,70.4081867
Molokanov,457,Qostanai,Kazakhstan,null,53.290829,63.86076
Qaratal,457,Turkıstan,Kazakhstan,null,41.3281017,68.7328619
Jañatasaşy,456,Almaty,Kazakhstan,null,42.904444,79.455278
Kepebūlaq,456,Almaty,Kazakhstan,null,43.479721,80.432777
Aq Jol,456,Jambyl,Kazakhstan,null,43.249798,73.463692
Qūlaköl,456,Pavlodar,Kazakhstan,null,51.8070953,75.6564321
Qosqūdyq,456,Turkıstan,Kazakhstan,null,41.0205377,68.1626308
Jaña Koluton,454,Aqmola,Kazakhstan,null,51.9041742,69.5884463
Uälihanov,454,Pavlodar,Kazakhstan,null,53.8342074,75.5899457
Pavlov,454,Qostanai,Kazakhstan,null,53.621265,63.86631
Dmitrievka,454,Soltustık Qazaqstan,Kazakhstan,null,53.8988767,67.004671
Bırlık,454,Turkıstan,Kazakhstan,null,42.9966245,69.5195527
Şağa,454,Turkıstan,Kazakhstan,null,44.137943,68.18618
Kökterek,453,Batys Qazaqstan,Kazakhstan,null,48.8697821,48.1196579
Qostöbe,453,Jambyl,Kazakhstan,null,42.981285,71.2472
Sytşevka,453,Pavlodar,Kazakhstan,null,52.5923861,76.7552357
Batyr Qapai,453,Şyğys Qazaqstan,Kazakhstan,null,49.3604467,81.6046226
Qarabūlaq,452,Aqtöbe,Kazakhstan,null,49.774803,56.851032
Altynaryq,452,Jambyl,Kazakhstan,null,43.07122,73.426552
Ötemıs,451,Aqmola,Kazakhstan,null,51.044487,70.918495
Jdanov,451,Qostanai,Kazakhstan,null,53.160015,63.389629
Qostöbe,451,Turkıstan,Kazakhstan,null,42.309806,70.234992
Oñtüstık,451,Turkıstan,Kazakhstan,null,42.25608,70.100845
Belovodskoe,450,Aqmola,Kazakhstan,null,51.81406,67.921249
Kökdala,449,Almaty,Kazakhstan,null,45.231503,78.124763
Hmelnitskoe,449,Soltustık Qazaqstan,Kazakhstan,null,53.824615,66.061569
