state,name,population,latitude,longitude,country,percentageOfSessions
Utrecht,Vinkeveen,7745,52.2130087,4.931169,Netherlands,
Noord-Holland,Oosteinde,7740,52.2799393,4.8047124,Netherlands,
Zuid-Holland,Middelharnis,7720,51.7580901,4.1617523,Netherlands,
Zuid-Holland,Oostvoorne,7705,51.9106382,4.0946115,Netherlands,
Gelderland,Zelhem,7690,52.005719,6.3487473,Netherlands,
Gelderland,Warnsveld,7645,52.1414094,6.2272367,Netherlands,
Zuid-Holland,Poeldijk,7625,52.0218536,4.2179229,Netherlands,
Overijssel,Nieuwleusen,7610,52.5830303,6.2859381,Netherlands,
Gelderland,Rheden,7600,52.0054997,6.0323227,Netherlands,
Limburg,Vaals,7600,50.7717483,6.0138028,Netherlands,
Utrecht,Soesterberg,7540,52.1172603,5.2835441,Netherlands,
Groningen,Winsum,7525,53.3280948,6.5245295,Netherlands,
Zuid-Holland,Portland,7515,51.8568827,4.4719052,Netherlands,
Utrecht,Wilnis,7505,52.1960627,4.8959782,Netherlands,
Utrecht,Leersum,7445,52.0134354,5.4294338,Netherlands,
Limburg,Nederweert,7445,51.2827813,5.7450744,Netherlands,
Overijssel,Delden,7440,52.2634608,6.7120301,Netherlands,
Fryslân,Gorredijk,7435,53.0022369,6.0653019,Netherlands,
Gelderland,Brummen,7420,52.0888152,6.1533963,Netherlands,
Noord-Holland,Edam,7390,52.5139477,5.0553687,Netherlands,
Limburg,Valkenburg,7390,50.8597506,5.8322706,Netherlands,
Overijssel,Hulsen dorp,7370,52.3803044,6.4732967,Netherlands,
Noord-Brabant,Waalre,7365,51.3894297,5.445392,Netherlands,
Zuid-Holland,Sommelsdijk,7325,51.7600266,4.1507139,Netherlands,
Gelderland,Gendt,7315,51.877098,5.9717271,Netherlands,
Overijssel,Heino,7315,52.4362933,6.2366417,Netherlands,
Noord-Holland,Den Burg,7305,53.0557429,4.7997563,Netherlands,
Noord-Holland,Santpoort-Noord,7280,52.4347642,4.6360574,Netherlands,
Zuid-Holland,Puttershoek,7260,51.8035912,4.5658998,Netherlands,
Noord-Brabant,Geertruidenberg,7245,51.7002808,4.8607936,Netherlands,
Limburg,Maasbree,7240,51.3599246,6.0499951,Netherlands,
Gelderland,Dinxperlo,7235,51.8629446,6.4918953,Netherlands,
Overijssel,Hasselt,7170,52.5908116,6.0915409,Netherlands,
Zeeland,Yerseke,7140,51.496629,4.049929,Netherlands,
Gelderland,Beneden-Leeuwen,7105,51.8817241,5.5131052,Netherlands,
Limburg,Panningen,7070,51.3300651,5.9785103,Netherlands,
Flevoland,Biddinghuizen,7065,52.4557428,5.6929683,Netherlands,
Utrecht,Bunnik,6940,52.0680792,5.2016182,Netherlands,
Limburg,Elsloo,6920,50.9487234,5.7670949,Netherlands,
Drenthe,Eelde,6910,53.1347554,6.5659419,Netherlands,
Noord-Brabant,Schaijk,6910,51.744476,5.6379275,Netherlands,
Limburg,Sevenum,6895,51.4111112,6.0370426,Netherlands,
Noord-Holland,Bloemendaal,6890,52.4044502,4.6149691,Netherlands,
Gelderland,Ruurlo,6845,52.0865814,6.4514179,Netherlands,
Noord-Brabant,Wijk en Aalburg,6745,51.7594795,5.1266122,Netherlands,
Limburg,Swalmen,6730,51.2294593,6.0323761,Netherlands,
Noord-Holland,Zuid-Scharwoude,6680,52.694811,4.812932,Netherlands,
Overijssel,Enter,6665,52.289949,6.5746263,Netherlands,
Overijssel,Holten,6665,52.2783145,6.4109363,Netherlands,
Gelderland,Kesteren,6645,51.9338457,5.5740406,Netherlands,
Noord-Holland,Kortenhoef,6645,52.2315543,5.1097314,Netherlands,
Noord-Brabant,Heeswijk-Dinther,6645,51.6515946,5.4718833,Netherlands,
Limburg,Heythuysen,6625,51.2511128,5.8962806,Netherlands,
Zuid-Holland,Lekkerkerk,6615,51.898496,4.686116,Netherlands,
Noord-Holland,Nieuw-Loosdrecht,6605,52.1997648,5.1366247,Netherlands,
Flevoland,Swifterbant,6525,52.5703898,5.6354813,Netherlands,
Gelderland,’t Harde,6460,52.4157494,5.8801362,Netherlands,
Groningen,Ter Apel,6445,52.8786138,7.0559644,Netherlands,
Gelderland,Opheusden,6440,51.9326303,5.6269699,Netherlands,
Groningen,Musselkanaal,6415,52.9350587,7.0169527,Netherlands,
Drenthe,Zuidwolde,6380,52.6722841,6.4295292,Netherlands,
Overijssel,Wijhe,6375,52.3923095,6.1342032,Netherlands,
Zuid-Holland,Krimpen aan de Lek,6320,51.8916936,4.6296276,Netherlands,
Noord-Holland,Wervershoof,6290,52.7319619,5.1514246,Netherlands,
Zuid-Holland,Ouddorp,6290,51.8100433,3.9362788,Netherlands,
Zuid-Holland,Valkenburg,6275,52.1778345,4.4350859,Netherlands,
Gelderland,Wapenveld,6225,52.4307897,6.0733516,Netherlands,
Noord-Brabant,Terheijden,6225,51.6450352,4.7543248,Netherlands,
Zuid-Holland,Zuidland,6215,51.8236285,4.2572159,Netherlands,
Noord-Holland,Wognum,6150,52.6845144,5.0251822,Netherlands,
Noord-Brabant,Bavel,6120,51.565667,4.8295399,Netherlands,
Zuid-Holland,Dirksland,6120,51.7470893,4.0978276,Netherlands,
Noord-Holland,Wieringerwerf,6110,52.8535445,5.0246566,Netherlands,
Fryslân,Surhuisterveen,6100,53.1799148,6.1675242,Netherlands,
Noord-Holland,Broek op Langedijk,6090,52.6750758,4.8058445,Netherlands,
Gelderland,Vorden,6080,52.1060698,6.3097211,Netherlands,
Utrecht,Odijk,6080,52.0517529,5.2349914,Netherlands,
Limburg,Herten,6065,51.1810607,5.9668992,Netherlands,
Noord-Brabant,Sleeuwijk,6035,51.8158854,4.9492536,Netherlands,
Gelderland,Varsseveld,6030,51.9428707,6.4620763,Netherlands,
Noord-Brabant,Haaren,6005,51.6024005,5.2213009,Netherlands,
Noord-Holland,Sint-Pancras,5950,52.6588843,4.7823534,Netherlands,
Fryslân,Buitenpost,5905,53.2516503,6.1447264,Netherlands,
Fryslân,Grou,5905,53.0937844,5.8335051,Netherlands,
Noord-Brabant,Oud Gastel,5890,51.587492,4.4579569,Netherlands,
Noord-Holland,Noord-Scharwoude,5855,52.7035642,4.8147015,Netherlands,
Noord-Holland,Obdam,5855,52.6760619,4.9098786,Netherlands,
Gelderland,Kootwijkerbroek,5840,52.1519791,5.6680905,Netherlands,
Zuid-Holland,Maasland,5840,51.9350985,4.2767691,Netherlands,
Limburg,Middelveld,5830,51.0682207,5.8543879,Netherlands,
Fryslân,Kollum,5805,53.2797341,6.1500485,Netherlands,
Noord-Holland,Andijk,5795,52.747847,5.2195427,Netherlands,
Noord-Brabant,Baarle-Nassau,5795,51.4437064,4.9305402,Netherlands,
Gelderland,Millingen aan de Rijn-West,5785,51.8650224,6.0389245,Netherlands,
Overijssel,Tubbergen,5785,52.4072105,6.7805746,Netherlands,
Noord-Brabant,Loon op Zand,5775,51.6244296,5.0654896,Netherlands,
Limburg,Maasbracht,5775,51.145086,5.8834409,Netherlands,
Noord-Brabant,Hapert,5765,51.3694813,5.2538916,Netherlands,
Noord-Brabant,Moergestel,5755,51.5447724,5.1793602,Netherlands,
Fryslân,Damwâld,5745,53.2894292,5.9926102,Netherlands,
Utrecht,Renswoude,5745,52.0734058,5.5397135,Netherlands,
Noord-Holland,Warmenhuizen,5690,52.7250112,4.7378503,Netherlands,
Utrecht,Lopik,5670,51.9744981,4.9469816,Netherlands,
Noord-Brabant,Nistelrode,5670,51.7069699,5.5624755,Netherlands,
Noord-Brabant,Klundert,5665,51.6649448,4.5341459,Netherlands,
Noord-Brabant,Dinteloord,5650,51.6369254,4.3719748,Netherlands,
Limburg,Helden,5640,51.3177212,6.0158419,Netherlands,
Zuid-Holland,Rockanje,5620,51.8750514,4.0704978,Netherlands,
Overijssel,Olst,5615,52.3406931,6.1066822,Netherlands,
Limburg,Meerssen,5610,50.886897,5.7529253,Netherlands,
Zuid-Holland,Hazerswoude-Dorp,5600,52.0873167,4.5851667,Netherlands,
Zuid-Holland,Hazerswoude-Rijndijk,5600,52.1273001,4.5923972,Netherlands,
Noord-Brabant,Hoeven,5590,51.5821405,4.5866869,Netherlands,
Noord-Brabant,Den Dungen,5585,51.6668341,5.3727871,Netherlands,
Noord-Holland,Middenbeemster,5570,52.550418,4.9231747,Netherlands,
Zeeland,Heinkenszand,5555,51.4733517,3.8147021,Netherlands,
Groningen,Uithuizen,5520,53.4081306,6.677118,Netherlands,
Groningen,Marum,5500,53.1466066,6.2674718,Netherlands,
Utrecht,Amerongen,5495,52.001696,5.4603877,Netherlands,
Noord-Holland,Velsen-Noord,5475,52.4726712,4.6310112,Netherlands,
Overijssel,Dorp Schalkhaar,5465,52.2708067,6.1953026,Netherlands,
Noord-Holland,Bennebroek,5460,52.3219358,4.6021852,Netherlands,
Limburg,Belfeld,5430,51.311135,6.1200619,Netherlands,
Gelderland,Wehl,5415,51.9606627,6.2146798,Netherlands,
Limburg,Eygelshoven,5410,50.8947905,6.0674399,Netherlands,
Gelderland,Meteren,5400,51.8646949,5.2824614,Netherlands,
Noord-Holland,Duivendrecht,5390,52.3312968,4.9381743,Netherlands,
Limburg,Meijel,5370,51.343359,5.88337,Netherlands,
Noord-Brabant,Mill,5355,51.686889,5.7828332,Netherlands,
Noord-Brabant,Aarle-Rixtel,5340,51.5109813,5.6405922,Netherlands,
Limburg,Baarlo,5335,51.3315096,6.0981209,Netherlands,
Noord-Brabant,Sprundel,5325,51.5375991,4.5976426,Netherlands,
Limburg,Stramproy,5295,51.1957982,5.7171779,Netherlands,
Zuid-Holland,Oude-Tonge,5290,51.6906396,4.217224,Netherlands,
Gelderland,Silvolde,5250,51.910123,6.3859634,Netherlands,
Zuid-Holland,Warmond,5215,52.1968756,4.5044774,Netherlands,
Gelderland,Zetten,5210,51.9295391,5.7138885,Netherlands,
Noord-Brabant,Fijnaart,5190,51.6371883,4.468928,Netherlands,
Noord-Brabant,Waspik,5190,51.6865284,4.9470051,Netherlands,
Zuid-Holland,Moerkapelle,5190,52.043338,4.5765033,Netherlands,
Limburg,Bunde,5185,50.9007653,5.7298033,Netherlands,
Zeeland,Arnemuiden,5185,51.5002567,3.671124,Netherlands,
Overijssel,Hellendoorn,5155,52.3896342,6.4502012,Netherlands,
Gelderland,Ochten,5135,51.9096597,5.5679436,Netherlands,
Fryslân,De Westereen,5130,53.2538689,6.035037,Netherlands,
Gelderland,Hengelo,5085,52.0497914,6.311221,Netherlands,
Noord-Holland,Akersloot,5075,52.5701035,4.731816,Netherlands,
Gelderland,Heteren,5060,51.9607383,5.7547947,Netherlands,
Fryslân,Hurdegaryp,5030,53.2155779,5.9444716,Netherlands,
Noord-Brabant,Ulvenhout,5025,51.548323,4.8002006,Netherlands,
Noord-Brabant,Bakel,4990,51.5032514,5.7428705,Netherlands,
Noord-Brabant,Ossendrecht,4985,51.3950631,4.3276013,Netherlands,
Noord-Brabant,Stiphout,4970,51.4868908,5.6164522,Netherlands,
Drenthe,Nieuw-Buinen,4965,52.9718611,6.955022,Netherlands,
Noord-Holland,Vesting Muiden,4965,52.3306976,5.0692074,Netherlands,
Drenthe,Borger,4960,52.9203653,6.7916918,Netherlands,
Drenthe,Gieten,4960,53.0023762,6.7681644,Netherlands,
Gelderland,Maurik,4945,51.9617318,5.4199616,Netherlands,
Zuid-Holland,Pernis,4940,51.8876384,4.3882425,Netherlands,
Overijssel,Markelo,4935,52.2348092,6.495397,Netherlands,
Noord-Brabant,Zeeland,4935,51.6958478,5.676543,Netherlands,
Utrecht,Maartensdijk,4925,52.1559272,5.1769319,Netherlands,
Noord-Holland,Hippolytushoef,4920,52.9082532,4.9644275,Netherlands,
Noord-Brabant,Rucphen,4920,51.5327075,4.5581701,Netherlands,
Fryslân,Sint-Annaparochie,4905,53.2747387,5.6621814,Netherlands,
Gelderland,Elspeet,4895,52.2929795,5.7847781,Netherlands,
Fryslân,Ureterp,4890,53.0954,6.1695616,Netherlands,
Fryslân,Appelscha,4885,52.9565915,6.3473197,Netherlands,
Utrecht,Hooglanderveen,4870,52.187,5.4302485,Netherlands,
Drenthe,Emmer-Compascuum,4865,52.8111821,7.0471371,Netherlands,
Noord-Holland,Aerdenhout,4865,52.3627604,4.596419,Netherlands,
Zuid-Holland,Zoeterwoude,4860,52.1187917,4.5006423,Netherlands,
Zeeland,Kruiningen,4860,51.4477079,4.0361702,Netherlands,
Limburg,Grubbenvorst,4850,51.4203691,6.1462441,Netherlands,
Noord-Brabant,Wouw,4835,51.5219023,4.3941891,Netherlands,
Zuid-Holland,Ter Aar,4835,52.1666759,4.7068144,Netherlands,
Noord-Holland,Horn- en Kuijerpolder,4825,52.2666728,5.0372796,Netherlands,
Noord-Brabant,Geffen,4825,51.7405201,5.4613001,Netherlands,
Drenthe,Peize,4820,53.1453218,6.497125,Netherlands,
Overijssel,Zwartsluis,4810,52.6405616,6.0718091,Netherlands,
Noord-Brabant,Breugel,4790,51.5134213,5.5093475,Netherlands,
Noord-Holland,De Kwakel,4780,52.2367962,4.7866543,Netherlands,
Noord-Brabant,Maarheeze,4765,51.3112123,5.6149996,Netherlands,
Gelderland,Hedel,4750,51.7475608,5.2624455,Netherlands,
Zeeland,s-Gravenpolder,4740,51.4584253,3.9017211,Netherlands,
Groningen,Muntendam-west,4730,53.1366447,6.8620574,Netherlands,
Zuid-Holland,Boven Hardinxveld,4720,51.8247891,4.8802137,Netherlands,
Utrecht,Elst,4715,51.9875555,5.5010478,Netherlands,
Limburg,Schinveld,4705,50.9683021,5.9804255,Netherlands,
Zeeland,Oostburg,4705,51.3273219,3.4919473,Netherlands,
Gelderland,Terborg,4680,51.9205634,6.3552317,Netherlands,
Drenthe,Westerbork,4670,52.8522748,6.6083846,Netherlands,
Utrecht,Maarn-Dorp,4650,52.0640096,5.3701503,Netherlands,
Limburg,Nieuw-Bergen,4650,51.6035434,6.0548893,Netherlands,
Overijssel,Diepenveen,4640,52.2933935,6.1486396,Netherlands,
Noord-Holland,Egmond aan Zee,4635,52.6194008,4.6272157,Netherlands,
Zeeland,Breskens,4635,51.3950936,3.556923,Netherlands,
Groningen,Ten Boer,4630,53.2766117,6.6947721,Netherlands,
Drenthe,Hollandscheveld,4585,52.7052893,6.535676,Netherlands,
Noord-Holland,Blokker,4580,52.6595227,5.0886967,Netherlands,
Fryslân,Workum,4570,52.9765016,5.4470491,Netherlands,
Zuid-Holland,Maasdijk,4570,51.9579428,4.2143845,Netherlands,
Groningen,Scheemda,4560,53.178606,6.9728024,Netherlands,
Drenthe,Smilde,4540,52.9500004,6.4522033,Netherlands,
Utrecht,Den Dolder,4535,52.1470955,5.2406825,Netherlands,
Gelderland,Beekbergen,4520,52.1608407,5.9650159,Netherlands,
Limburg,Nuth,4510,50.9141494,5.8853789,Netherlands,
Overijssel,Ootmarsum,4505,52.4077295,6.8972007,Netherlands,
Zuid-Holland,Bergambacht,4505,51.9352268,4.7813138,Netherlands,
Limburg,Munstergeleen,4505,50.9730189,5.8630689,Netherlands,
Gelderland,Eefde,4470,52.1661944,6.2277212,Netherlands,
Overijssel,Dorp Bathmen,4460,52.2508043,6.2842443,Netherlands,
Groningen,Tolbert,4460,53.1713995,6.3622859,Netherlands,
Zeeland,Krabbendijke,4455,51.4304191,4.1135284,Netherlands,
Noord-Holland,Overveen,4440,52.3918747,4.6136514,Netherlands,
Noord-Brabant,Rijsbergen,4440,51.5178476,4.6958377,Netherlands,
Limburg,Haelen,4415,51.2345735,5.9539925,Netherlands,
Zuid-Holland,Kwintsheul,4405,52.0131697,4.2546672,Netherlands,
Noord-Holland,Zuidoostbeemster,4400,52.5314738,4.9337338,Netherlands,
Noord-Holland,De Rijp,4395,52.5568376,4.8451455,Netherlands,
Gelderland,Driel,4390,51.9614618,5.8132303,Netherlands,
Gelderland,Doorwerth,4370,51.9767415,5.795045,Netherlands,
Gelderland,Lienden,4370,51.9471426,5.5169143,Netherlands,
Noord-Brabant,Lieshout,4365,51.519313,5.5929998,Netherlands,
Limburg,Heel,4355,51.1775905,5.9007308,Netherlands,
Drenthe,Nieuw-Amsterdam,4330,52.7090371,6.8598838,Netherlands,
Noord-Holland,Rijsenhout,4325,52.2608829,4.7149392,Netherlands,
Fryslân,Harkema,4320,53.185448,6.1317725,Netherlands,
Noord-Brabant,Chaam,4320,51.5037488,4.8607268,Netherlands,
Overijssel,Geesteren,4310,52.4219776,6.7334292,Netherlands,
Overijssel,Vollenhove,4295,52.6784023,5.9545322,Netherlands,
Noord-Brabant,Helvoirt,4295,51.6337239,5.2299824,Netherlands,
Noord-Holland,Middenmeer,4290,52.8089254,4.9964392,Netherlands,
Zuid-Holland,Nieuwveen,4285,52.1991289,4.7506659,Netherlands,
Limburg,Roggel,4285,51.2629193,5.9263186,Netherlands,
Limburg,Velden,4260,51.4149187,6.1707904,Netherlands,
Fryslân,Balk,4255,52.9018662,5.5904969,Netherlands,
Noord-Brabant,Sint Anthonis,4255,51.6266251,5.8812017,Netherlands,
Zuid-Holland,Leimuiden,4255,52.2188718,4.6743886,Netherlands,
Overijssel,Westerhaar-Vriezenveensewijk,4215,52.4511069,6.6221882,Netherlands,
Gelderland,Ewijk,4205,51.8700657,5.7423219,Netherlands,
Overijssel,Rouveen,4205,52.6156731,6.1809558,Netherlands,
Noord-Holland,Spanbroek,4195,52.6975412,4.954297,Netherlands,
Noord-Brabant,Alphen,4170,51.480174,4.9606426,Netherlands,
Noord-Holland,Hilversumse Meent,4165,52.2695695,5.1371342,Netherlands,
Zuid-Holland,Ouderkerk aan den IJssel,4160,51.9312125,4.6332832,Netherlands,
Limburg,Bocholtz,4160,50.8137078,6.0067474,Netherlands,
Overijssel,Overdinkel,4155,52.2364471,7.0367805,Netherlands,
Utrecht,Loenen aan de Vecht,4145,52.2090297,5.0234067,Netherlands,
Noord-Brabant,Woudrichem,4145,51.8108392,4.9976994,Netherlands,
Zuid-Holland,Klaaswaal,4145,51.7709063,4.4444577,Netherlands,
Limburg,Peij,4140,51.0963634,5.892404,Netherlands,
Overijssel,Lemelerveld,4135,52.4454014,6.3341444,Netherlands,
Drenthe,Vries,4125,53.074391,6.5783659,Netherlands,
Zuid-Holland,Koudekerk aan den Rijn,4125,52.1319819,4.6038396,Netherlands,
Zuid-Holland,Mijnsheerenland,4120,51.7960794,4.4875802,Netherlands,
Zuid-Holland,Nieuw-Beijerland,4115,51.8103876,4.3409407,Netherlands,
Noord-Brabant,Liempde,4110,51.569728,5.3704145,Netherlands,
Gelderland,Dodewaard,4105,51.9128445,5.6602338,Netherlands,
Noord-Holland,Vijfhuizen,4095,52.3509058,4.6786867,Netherlands,
Noord-Brabant,Overloon,4080,51.5714548,5.9464401,Netherlands,
Limburg,Herkenbosch,4065,51.1546239,6.0664295,Netherlands,
Drenthe,Zuidlaren,4055,53.091554,6.6844241,Netherlands,
Drenthe,Erica,4050,52.7127014,6.9291334,Netherlands,
Gelderland,Gendringen,4045,51.8726678,6.3783586,Netherlands,
Noord-Brabant,Lage Zwaluwe,4035,51.7087719,4.7022212,Netherlands,
Zeeland,Sint-Annaland,4035,51.5995216,4.1023686,Netherlands,
Limburg,Simpelveld,4000,50.8327305,5.9806736,Netherlands,
Gelderland,Gorssel,3995,52.2015842,6.2056495,Netherlands,
Limburg,Molenhoek,3995,51.7695686,5.8804648,Netherlands,
Zuid-Holland,Haastrecht,3985,52.0005851,4.7747418,Netherlands,
Overijssel,De Lutte,3970,52.3136624,6.9926864,Netherlands,
Noord-Holland,Spaarndam,3970,52.412912,4.6865097,Netherlands,
Groningen,Nieuwe Pekela,3965,53.0666871,6.9634964,Netherlands,
Drenthe,Paterswolde,3940,53.1530405,6.559938,Netherlands,
Drenthe,Norg,3930,53.0666826,6.4573574,Netherlands,
Drenthe,Schoonebeek,3930,52.6639001,6.8823466,Netherlands,
Zuid-Holland,Stolwijk,3915,51.9701489,4.7742295,Netherlands,
Zeeland,Sas van Gent,3910,51.2315405,3.798288,Netherlands,
Overijssel,Den Ham,3890,52.4635947,6.4945145,Netherlands,
Noord-Holland,Oudkarspel Noord,3890,52.7093056,4.8065422,Netherlands,
Utrecht,Achterberg,3885,51.9728216,5.5894533,Netherlands,
Noord-Brabant,Hank,3860,51.7371566,4.8988621,Netherlands,
Drenthe,Rolde,3850,52.9846031,6.6500963,Netherlands,
Utrecht,Linschoten,3850,52.0637993,4.9152701,Netherlands,
Noord-Brabant,Putte,3850,51.365485,4.3941334,Netherlands,
Noord-Brabant,Nuland,3825,51.7270469,5.4363418,Netherlands,
Gelderland,Oldebroek,3820,52.444696,5.8989487,Netherlands,
Noord-Holland,De Goorn,3820,52.6290019,4.945814,Netherlands,
Noord-Brabant,Leende,3820,51.3525988,5.5558315,Netherlands,
Limburg,Linne,3805,51.1538606,5.9361477,Netherlands,
Zeeland,Bruinisse,3790,51.6613886,4.0941476,Netherlands,
Gelderland,Ressen,3775,51.8853862,5.8563466,Netherlands,
Limburg,Horn,3775,51.2097544,5.9398358,Netherlands,
Overijssel,Lonneker,3765,52.2495412,6.9123708,Netherlands,
Gelderland,Ederveen,3750,52.0630649,5.5776435,Netherlands,
Groningen,Wildervank,3745,53.083455,6.8716535,Netherlands,
Groningen,Meerstad,3720,53.2189214,6.6585788,Netherlands,
Overijssel,Heeten,3715,52.332143,6.2827065,Netherlands,
Drenthe,Havelte,3710,52.7714861,6.2390041,Netherlands,
Noord-Holland,Bakkum-Zuid,3695,52.55684,4.6573425,Netherlands,
Fryslân,Beetsterzwaag,3685,53.0588226,6.0772231,Netherlands,
Zuid-Holland,Woubrugge,3680,52.1704681,4.6383753,Netherlands,
Limburg,Steyl,3680,51.3355088,6.1223577,Netherlands,
Noord-Brabant,Nieuwendijk,3675,51.7741294,4.9194225,Netherlands,
Limburg,Melick,3670,51.1596238,6.0179322,Netherlands,
Gelderland,Beek,3650,51.8280824,5.9256493,Netherlands,
Gelderland,Nijkerkerveen-Noord,3650,52.19578,5.4723022,Netherlands,
Drenthe,Dalen,3640,52.6993598,6.755769,Netherlands,
Zuid-Holland,Zuid-Beijerland,3630,51.7521144,4.365772,Netherlands,
Fryslân,Noordwolde,3625,52.8912359,6.1362225,Netherlands,
Zuid-Holland,Groot-Ammers,3620,51.924202,4.8249823,Netherlands,
Fryslân,Feanwâlden,3605,53.2374546,5.9894188,Netherlands,
Limburg,Urmond,3605,50.9917239,5.7773824,Netherlands,
Drenthe,Annen,3600,53.0590506,6.7182024,Netherlands,
Limburg,Gulpen,3600,50.8159557,5.8914646,Netherlands,
Gelderland,De Elshof,3595,51.9289031,6.3494518,Netherlands,
Overijssel,Albergen,3595,52.3715049,6.7603923,Netherlands,
Zuid-Holland,Stellendam,3595,51.8027592,4.0255615,Netherlands,
Limburg,Posterholt,3595,51.1228222,6.0327684,Netherlands,
Zuid-Holland,Benthuizen,3590,52.0759278,4.5473896,Netherlands,
Gelderland,Dreumel,3585,51.8467745,5.4299477,Netherlands,
Groningen,Zuidbroek,3585,53.1635502,6.8550605,Netherlands,
Zeeland,Sint-Maartensdijk,3575,51.5479807,4.0794141,Netherlands,
Noord-Holland,Tuitjenhorn,3565,52.7378849,4.754097,Netherlands,
Limburg,Oirsbeek,3565,50.9495525,5.9138081,Netherlands,
Gelderland,Ugchelen,3555,52.1844507,5.9304234,Netherlands,
Zuid-Holland,Zoeterwoude-Rijndijk,3550,52.143741,4.5172554,Netherlands,
Zuid-Holland,Schipluiden,3545,51.9754004,4.3154687,Netherlands,
Utrecht,Meerkerk,3535,51.917887,4.996892,Netherlands,
Gelderland,Heelsum,3530,51.980608,5.7475323,Netherlands,
Noord-Holland,Oosthuizen,3525,52.5677261,4.9969731,Netherlands,
Noord-Holland,Hoogwoud,3510,52.7182587,4.9361991,Netherlands,
Noord-Holland,Winkel,3500,52.753978,4.9036834,Netherlands,
Gelderland,Beusichem,3475,51.9503744,5.2901926,Netherlands,
Noord-Brabant,Someren-Eind,3475,51.3600665,5.7323555,Netherlands,
Limburg,Margraten,3470,50.819875,5.8297922,Netherlands,
Groningen,Grootegast,3470,53.2150193,6.2764104,Netherlands,
Utrecht,Huis ter Heide,3455,52.1184942,5.2520416,Netherlands,
Zuid-Holland,Heerjansdam,3445,51.8370305,4.5678039,Netherlands,
Limburg,Cadier en Keer,3425,50.8288348,5.7677648,Netherlands,
