Name,Latitude,Longitude,Population
Piedra Pintada 2,8.4376029,-81.5975366,32
Bajo Mono o Nomiguia,8.4500302,-81.599757,32
Pedregal,8.4289829,-81.5759603,32
Quebrada Cangrejo,8.4078007,-81.7393568,32
Isla de Machapin o Gato Solo,8.9670715,-81.8604867,32
Murute,8.6715946,-81.7671809,32
Quebrada Hacha Arriba,8.5249073,-81.7621971,32
Quebrada Ardilla o Cundone,9.004663,-82.3308711,32
Cabecera de Quebrada Arena,8.978731,-82.3514543,32
Tabebiti,9.137525,-81.9024895,32
Druey,9.3693665,-82.6243233,31
Cana Blanca,9.0979334,-82.5998565,31
Los Meneses,8.5448172,-80.2193676,31
Alto de Rio de Jesus,8.5856848,-80.1629255,31
Cruz de Macano,8.3885861,-80.6974803,31
Palo Parado,8.4246862,-80.6898847,31
Cerro Paja,8.5933011,-80.6939256,31
Getulio,8.5784637,-80.7394448,31
Boquilla de las Potreras,8.9157223,-80.1559644,31
El Silencio Chico,8.8857714,-80.2093259,31
Quebrada La Tigra,8.7385983,-80.2678189,31
Quebrada Clavo,8.7484816,-80.2757214,31
La Tigra,9.0575684,-80.1497039,31
La Bruja o Quebrada La Viejita,8.9346304,-80.5297681,31
Melliza Abajo,8.1863913,-82.8756654,31
Quebrada Sabalo,8.3178635,-82.9960685,31
Miraflores,8.7485805,-82.5900041,31
Los Gonzalez o Vietnam,8.8890753,-82.5876327,31
Llano Correa,8.2225325,-81.8209002,31
La Divisa,8.7284283,-82.7586673,31
Cabecera de Quebrada Monito 2,8.3609581,-82.0286561,31
Jibira,8.1632914,-81.6699402,31
Rio Cojo,8.560361,-78.341821,31
Arizona,8.6031573,-78.3706945,31
Quebrada Teteral,8.5135763,-78.0759614,31
El Caoba,8.8272465,-78.1419292,31
Calle Limon,8.5878637,-78.2542503,31
El Nazareno,8.4245399,-77.9354498,31
La Colorada,7.7425049,-80.7359989,31
La Honda de los Nopos,7.5837748,-80.7236794,31
Bajos del Naranjo,7.6989929,-80.7014171,31
El Tembloso,7.6701445,-80.710365,31
El Desbarrancado,7.7837508,-80.940365,31
El Raton,7.9977331,-80.5067928,31
El Barrero,7.8299005,-80.3156592,31
La Calzada,7.850541,-80.3110007,31
Los Palmares,7.7840756,-80.5621811,31
Los Cerros,7.5801448,-80.1672297,31
El Guayabo,7.4430619,-80.5502987,31
Las Claras Centro,8.8359185,-80.1446372,31
Union Veragüense,8.5020614,-78.4845712,31
Rio Congo Abajo o Los Monteros,8.9522137,-79.7813011,31
Espavecito,8.5400533,-80.0235541,31
La Union,8.4561866,-79.9959217,31
Pedregalito,8.541713,-80.0478246,31
Los Planes,8.0176238,-80.874541,31
Bajo Alto,8.4304152,-80.790098,31
Llano Bonito,8.4780683,-80.9227311,31
El Maranon,8.3989602,-81.370661,31
Las Huacas,8.1529668,-81.3602617,31
Bajo San Pablo o Los Jimenez,8.1490781,-81.266683,31
La Montana o La Montana Arriba,8.1149366,-81.1650187,31
Bajo Cobre,8.1787407,-81.3736509,31
Los Gaitanes,8.1329753,-81.4925868,31
El Galgo,8.1007597,-81.5882307,31
Los Potreros,8.0656962,-81.45445,31
El Lagartero,8.2863529,-81.0010305,31
La Marcela,8.3123844,-80.9410809,31
La Montanuela,8.3239525,-80.9883812,31
Caleta 2,8.7782993,-81.2066679,31
Rio Luis,7.7895639,-81.5340326,31
La Raizosa,7.8225696,-81.2393411,31
Alto Tebario,7.7299381,-80.93897,31
La Boca,8.6609151,-77.4245636,31
Cucaracha,8.486831,-81.9154468,31
Arriera,8.4460123,-81.8309763,31
Llano Ciruela,8.4735293,-81.5955246,31
Quebrada Batata,8.5545791,-81.4636893,31
Quebrada Sabalo,8.8223477,-81.9076902,31
Cagoen,8.7877834,-81.8031369,31
Quebrada Tigri,8.7826052,-81.9223425,31
Mununibote,8.6228318,-81.6969548,31
Guayaba,8.5663864,-81.7420765,31
Boca de Toncri  o Toncri,8.7809932,-81.3038627,31
Remolino,8.7470718,-81.2291794,31
La Pista,8.7929258,-81.22607,31
Bajo Grande,8.6445554,-81.610187,31
Cabeza de Cano,8.8125791,-81.5291799,31
La Colonia  Santena,9.3959281,-82.2708613,30
Punta Vieja,9.2995227,-82.0906625,30
Aguas Blancas,8.6757626,-80.3840968,30
Los Chorros,8.4730008,-80.5942052,30
La Subida del Coquillo,8.6380026,-80.1471884,30
U Abajo,8.8443825,-80.2907987,30
Boquilla de La Mina,8.9451379,-80.2693799,30
Alfagia,9.2289338,-79.7700664,30
Bella Vista,9.2618981,-79.7979652,30
El Cedro 2,9.0790537,-80.2901876,30
El Papayo,8.9144782,-80.4824253,30
Boca de La Encantada,8.8777909,-80.3532293,30
Cana Brava,8.8709387,-80.7136811,30
Las Tres Bocas,9.0902198,-80.2170341,30
Camino Hacia Los Guabos,8.3991193,-82.7279773,30
Melliza Arriba,8.186892,-82.8938915,30
La Olla,8.5904635,-82.7269428,30
Finca del Italiano,8.1984179,-81.949314,30
Peninsula Muela de Caballo,8.1980699,-82.153494,30
Las Vueltas,8.3963635,-82.2078504,30
Tabasara Abajo,8.1728912,-81.5932471,30
Cerro Brujo,8.2458511,-81.5400575,30
Agua Clara Abajo,8.660299,-78.2407588,30
Quebrada Muerto o Santa Marta,8.7010546,-78.2028359,30
Chorro,8.1490283,-77.6862026,30
Chiati Arriba o Quebrada Macho,8.7218031,-77.8592186,30
Alto El Martin,7.7585545,-80.9410644,30
Camaron,7.8105292,-80.6023738,30
Los Canafistulos,7.8651651,-80.8379551,30
Cabuya,7.8854772,-80.5879005,30
Quema,7.5975637,-80.4706363,30
El Higuito,7.6721358,-80.2408857,30
El Carrizal,7.5909534,-80.1607036,30
La Culebra,7.4135492,-80.5102308,30
Plan Bonito,7.4319685,-80.5972921,30
La Teodora,8.7713369,-79.821562,30
La Bonga o El Cruce,8.9175288,-80.0968097,30
La Gaita Abajo,8.8414203,-80.0571862,30
La Bonguita,8.8496085,-80.0442844,30
Ciricito Arriba 2,8.7500597,-80.0742217,30
Bejuco o Las Lajitas,8.9368719,-80.0049709,30
Cabecera del Rio Pava,8.9950929,-78.7903375,30
Quebrada La Pita,8.9664249,-78.860866,30
Piriati Colono,9.044336,-78.6279709,30
Las Animas,8.5804185,-80.0208326,30
Tinajita,8.0215842,-80.9467538,30
Las Flores,8.3876142,-80.7677781,30
El Mielar,8.5358124,-80.9065211,30
Potrerillo,8.3305791,-80.9270083,30
Barrero Grande,8.4492683,-80.8976948,30
Cicuaro,8.2754059,-80.727721,30
La Cuchilla,8.4027618,-80.8355214,30
El Picacho,8.46286,-80.7838314,30
Piedras Gordas,8.3946986,-81.298899,30
Aguacatillo,8.351331,-81.4623312,30
El Tigrillo,8.3502873,-81.2935628,30
Finca El Gavilan,8.1926746,-81.1484836,30
El Pinal 1,8.1389826,-81.3208181,30
El Barro,8.1652526,-81.4067389,30
La Candelaria,8.1048561,-81.3987733,30
Filo de los Acosta,7.9234841,-81.6111914,30
El Salado,8.058519,-81.6123027,30
Los Llanitos del Cobre,8.2953163,-81.491452,30
Pueblo Viejo,8.0127914,-81.0551219,30
El Cope,7.9100183,-81.0395497,30
Los Santana,8.329737,-81.0201907,30
Paso Real,8.3773606,-81.0640256,30
La Corocita,8.4913887,-81.0691276,30
La Pinuela,8.5218621,-81.0235481,30
Paja Colorada,8.3989458,-81.061313,30
Guabito,8.4477603,-80.9629325,30
Dos  Bocas,7.8440556,-80.9693153,30
Los Potreros,7.8932968,-81.3863081,30
Pueblo Nuevo o Entrada del Pito,7.8178217,-81.2414171,30
La Clavillina,7.9401248,-81.2887798,30
El Aposento,8.0504166,-81.3024611,30
Alto Cana o Quebrada Sueno,8.5107495,-82.1179452,30
Boca de Quebrada Camaron,8.3586505,-81.9893226,30
Nueva Molena,8.4990926,-81.9610228,30
Hormiga o Quebrada Camaron,8.3784671,-81.8146839,30
Rio Capitan,8.52686,-81.8563271,30
Aguila,8.499208,-81.8790703,30
Cerro Mesa,8.3967386,-81.8711196,30
Bajo Loro,8.5588119,-81.5784335,30
Llano Bonito,8.4693788,-81.5340002,30
Quebrada Flecha,8.3560844,-81.5778834,30
Quebrada Loro,8.2657914,-81.7218947,30
Olari,8.7577304,-81.9012146,30
Dajao o Quebrada Dajao,8.6467782,-81.270361,30
Pueblo Nuevo,9.1634963,-82.2565054,29
Pueblo Nuevo,9.1719234,-82.2447577,29
Loma Quebrada o Los Pineros,9.3059968,-82.4247238,29
Santa Rosa,9.3577878,-82.5369272,29
Junquito,9.3519445,-82.4982432,29
Los Alvarados,8.8874468,-82.1815765,29
Canazas 2,8.8663957,-82.1801997,29
Aeropuerto de Rio Hato,8.3748216,-80.1304795,29
Cebo Frio,8.4181524,-80.5504527,29
Sapillo Abajo o Mata de Arroz,8.5838126,-80.6208022,29
Sabaneta,8.5373927,-80.76163,29
El Picacho,8.4113376,-80.6559517,29
Los Valles,8.4943537,-80.5912833,29
Canazas 2,8.8060821,-80.2441992,29
Pablon,9.0099661,-80.0915001,29
Manati,8.9153863,-80.4681831,29
Nombre de Dios,8.9810828,-80.3387162,29
Gobeita 2,9.0996246,-80.2128571,29
Jamaica,8.7868376,-80.6437324,29
Finca o Proyecto Guayabo,8.4178528,-82.9045624,29
El Cedro,8.721188,-82.2675011,29
Chorchita,8.5146453,-82.1745231,29
El Grillo,8.5526187,-78.3699211,29
Jesucito o Rio de Jesus,8.0079931,-78.237163,29
Cabecera de Dorotea,8.5874312,-78.2034141,29
Quebrada Tanque,8.7132667,-78.0572746,29
El Guayabito,7.9519454,-80.4517893,29
Piedra de los Higos,7.7894636,-80.7526687,29
Rio Negro,7.6184893,-80.8224328,29
Las Lajitas,7.7766435,-80.8624828,29
El Parque,7.6825482,-80.7471404,29
Los Jobos,7.6748589,-80.6365097,29
Tolu Arriba,7.5899565,-80.6892201,29
Los Caratitos,7.9780635,-80.6943318,29
La Chorrera,8.0499943,-80.8265764,29
El Espaveito,7.5849817,-80.3418174,29
Los Peroniles,7.5891742,-80.3723549,29
El Picacho,7.6395609,-80.3656397,29
La Paula,7.5856536,-80.5831814,29
La Liboria,7.3409475,-80.443377,29
La Hamaca,8.9740933,-80.073212,29
Pacorita,8.7839867,-80.0952247,29
Arenal,8.7555142,-79.9755885,29
La Julianita,8.7965472,-79.920606,29
El Tabiral,8.6870215,-80.0030876,29
La Lagunita,8.684701,-79.9854438,29
Rio Pescado,9.003387,-79.8031609,29
Parana Puru o Pueblo de Maquenque,9.2299079,-79.5338021,29
Calle del Idaan 2,9.129139,-79.5455501,29
El Creo,8.5251419,-79.9394314,29
Los Cerros,7.9668898,-80.9150875,29
Horconcito,8.298075,-81.1446182,29
Cabecera de Escoba,8.0946811,-81.5931106,29
Loma del Guabo o Los Ruices No.2,8.2225978,-81.4763078,29
San Martin,8.2083445,-81.5478441,29
Santa Ana,7.9203889,-81.0174583,29
El Macano,8.4617674,-81.0551068,29
La Porcada,8.4394919,-81.1116358,29
Las Margaritas,8.1187088,-81.0849332,29
Cabecera de El Saltoso,7.9499541,-81.4094585,29
El Balso,7.7671679,-81.3143829,29
Las Almadanas,7.9130091,-81.2734568,29
El Nopo,7.668064,-81.3285798,29
Pela Gato,7.6350436,-81.272722,29
La Luna,7.6935507,-81.2301065,29
Quebrada Amarilla 2,8.0968794,-81.285589,29
Puerto Nance,7.4326177,-80.9120817,29
Cerro Penca,8.4120991,-81.9207496,29
Cerro Aguacate,8.5981161,-82.1445284,29
Cerro Banco,8.3287755,-81.9691218,29
Cerro Aji,8.4517533,-81.8957253,29
Cortadero,8.4092039,-81.9085711,29
Barrero,8.3574387,-81.6119626,29
Cima de Cerro Venado,8.5078268,-81.6538456,29
Llano Pinuela,8.4641963,-81.598067,29
Alto Membrillo,8.3987578,-81.798748,29
Mata Redonda,8.2458093,-81.4632072,29
Boca de Quebrada Tigre,8.8166148,-81.9831632,29
Odogari,8.8728047,-81.9417688,29
Modote,8.7291453,-81.7856373,29
Alto Senia,8.5456051,-81.7731205,29
Bulite,8.6097395,-81.7541591,29
Coclesito,8.9881351,-82.3602116,29
Cayo Guante,9.1255833,-81.8261615,29
Cerro Mono,8.6934064,-81.3081634,29
Cano Lagarto,8.8400972,-81.5679343,29
Rio Viento Arriba,8.7926573,-81.7173647,29
Dos Bocas,9.1089678,-82.3603401,28
Finca 69,9.44228,-82.55672,28
Puente de San San,9.4680866,-82.5529879,28
Cabecera de Culebra,8.8649221,-82.4057152,28
Quebrada Carbon 1,9.3819301,-82.6120373,28
Sibube Adentro,9.5871205,-82.8321505,28
El Mono,8.3015992,-80.6952406,28
Los Reyes,8.4548455,-80.1728939,28
Costa Arena,8.4006291,-80.0663754,28
El Baco,8.6179443,-80.4671891,28
Berme Abajo,8.5356107,-80.4976182,28
El Bateal,8.7204807,-80.5470497,28
El Baco,8.6198521,-80.4764703,28
El Cerro o Loma Redonda,8.4357546,-80.7430901,28
El Ajico,8.4468262,-80.7140948,28
La Mata,8.4562252,-80.726349,28
La Paila,9.0188732,-80.1857041,28
Los Cedros,8.8707493,-80.2348015,28
Chorreritas,8.7011013,-80.3189408,28
Nuevo Banacito,8.8192095,-80.3124588,28
Cuteva Arriba,8.8508239,-80.4139949,28
Encantadita Arriba,9.0338322,-80.1216032,28
La Sardinosa,9.000804,-80.2813156,28
Las Minas,8.9798127,-80.3893131,28
La Piedrecita,9.5745245,-79.3475896,28
La Pita Abajo,8.403572,-82.5849296,28
San Bartolo,8.3225956,-82.8921228,28
Finca  Malagueto Adentro,8.3571534,-82.8251831,28
Proyecto 07 o La Planta,8.3856713,-82.8391003,28
Tortuga,8.6668395,-82.4294199,28
El Huacal,8.7902777,-82.4378137,28
Macho de Monte,8.7416475,-82.6319268,28
La Fila del Caisan,8.7902886,-82.7062043,28
Fortuna,8.7291686,-82.2668737,28
Peces,8.3758492,-82.0440481,28
El Hato de Guabino,8.1797183,-81.6694025,28
La Fortuna,8.6311219,-78.391694,28
Boca Eusebia,8.6268788,-78.2674869,28
Quebrada La Estenia,8.7468376,-78.0636087,28
Pirre No.2,8.0702073,-77.7448567,28
Lajas Blancas,8.4042253,-77.8212807,28
La Raya,7.7880372,-80.88806,28
La Cuchareta,7.7164529,-80.7239487,28
Loma Azul,7.6653669,-80.7704336,28
Rio Arriba,7.7532576,-80.6720533,28
Rio Senales,7.8811725,-80.8244987,28
Los Velasquez,7.8876698,-80.5553483,28
Valdivieso,8.0653579,-80.7576438,28
El Guanabano,7.6148075,-80.2878145,28
Barriada Santa Cruz,7.9451859,-80.4005416,28
Rio Arriba,7.7031163,-80.4274853,28
La Mesita,7.6423425,-80.6040839,28
El Maranon,7.5730082,-80.2223162,28
Los Panamaes,7.6024269,-80.1449949,28
Los Cabimos o Loma Grande,7.5090423,-80.3831399,28
Quebrada Bejuco,8.8583493,-80.073571,28
Juan Banon,9.1004245,-78.9992016,28
Manuel Santos,9.0367612,-78.9922496,28
Cerro Plano,8.8367762,-78.5480451,28
La  Maestra,8.8892004,-78.8058462,28
Quebrada Benitez,9.2677532,-79.5726438,28
Quebrada Mono Congo,9.3375683,-79.5250304,28
Rio Mar,8.4594327,-79.9715604,28
El Limon,8.5592977,-80.0942007,28
Tun - Tun,7.9574447,-80.9300125,28
Alto de las Palmas,8.2942372,-80.8201589,28
Bajo Lajas,8.4207824,-80.781694,28
Bajo Chitra,8.5183958,-80.9146697,28
Sauceo,8.3317501,-80.8903163,28
El Escobal,8.4920725,-80.8037638,28
Alto de La Concepcion,8.2818339,-81.3318551,28
Cerro San Antonio o Llano Bonito 2,8.3005592,-81.4491205,28
Tranquilla del Guabal,8.3222119,-81.1388812,28
Llano Bonito,8.0508627,-81.201455,28
Alto del Jobo,8.247866,-81.2495907,28
Mostrenco,8.1460613,-81.1000425,28
Pena Blanca,8.0867162,-81.5856047,28
Ortiga,8.0904492,-81.3848592,28
El Camaron,8.0063146,-81.4721362,28
El Pavon,7.9993409,-81.4479347,28
Bajo Cobre,8.3607509,-81.485594,28
El Jobo,8.3895838,-81.4841411,28
La Guinea,7.9719959,-81.5184864,28
La Pluma,7.7204844,-81.117313,28
La Piquera o El Girasol,8.4989776,-81.101483,28
Rio Zapatero o Zapaterito,8.8221606,-80.9913373,28
Isleta 2,8.8189381,-80.946833,28
El Filo,8.5315285,-81.0445018,28
Filipina,8.5992705,-81.2134239,28
Las Minitas,8.4645088,-80.9677347,28
Las Huertas,7.9130147,-80.9701159,28
La Pedregosa,7.920118,-81.4023424,28
La Pita del Yaya,7.845523,-81.3795747,28
El Jobo,7.9367213,-81.2870636,28
Cabecera de Rio Grande,7.7380008,-81.4148268,28
Los Gonzalez,8.128377,-81.2745706,28
Juncal,7.6279314,-80.9050405,28
El Guayabo,7.442886,-80.8186579,28
Playa Blanca,8.666653,-77.3711128,28
Sindup o Isla Puerco,8.9175503,-77.7231711,28
Quebrada Balsita,8.6159238,-82.0115227,28
Quebrada Plata,8.4051392,-81.9455463,28
Jacoy o Quebrada Camaron,8.3955819,-81.9211136,28
Cerro Piedra,8.410643,-81.8798282,28
Gelelaudi,8.5667636,-81.5738559,28
Cerro Name,8.3324018,-81.7108711,28
Entrada de Cerro Tula,8.3976601,-81.7770789,28
Horconcito,8.4686051,-81.8010827,28
Cerro Caballo o Nodorigote,8.725536,-81.7883477,28
Cerro Tijera o Surduboto,8.5555407,-81.7878181,28
Cuorigote,8.6331727,-81.7823689,28
Cuarigonte o Quebrada Cacao,9.1574111,-81.8758509,28
El Cuay,8.7059491,-81.219554,28
Palo Blanco,8.8040494,-81.5121653,28
Cabecera de Rio Chico,8.7832074,-81.7321773,28
Pichini Creek,9.2525902,-82.2312625,27
Finca 62 Rural,9.4397772,-82.4745175,27
Milla 05,9.3452866,-82.4345751,27
La Pinuela,8.5143498,-80.1406107,27
Sol y Mar,8.3907036,-80.0793128,27
Las Tablas,8.5971297,-80.5497848,27
Cana Blanca,8.6100054,-80.6038697,27
Buena Vista,8.410409,-80.6699277,27
Vista Alegre,8.5899512,-80.709275,27
Dominical,9.0118324,-80.1855309,27
La Pita,8.928145,-80.2767864,27
Chicagüa,8.7538576,-80.3861069,27
Frijolito,9.2094388,-79.7187453,27
Hector Gallegos,9.0689653,-80.1052906,27
La Macha,9.001874,-80.5462746,27
El Ponchoso,9.0430006,-80.2860982,27
Los Bajitos,9.0082639,-80.2441581,27
La Teja,8.9840135,-80.4063646,27
Patriota Arriba,8.9735539,-80.3630373,27
La Tortuga,9.0360356,-80.3080043,27
Los Brujos o Negritas,9.1445494,-80.2381183,27
Pilon,9.1833238,-80.2051362,27
Rio Piedra 2,9.4227863,-79.7252265,27
Finca Santa Elena,8.3900193,-82.7655465,27
Canazas Arriba,8.3786027,-82.9610972,27
Calderita,8.6594433,-82.3789561,27
Bajo de las Palmas,8.5425993,-82.3306956,27
Llano Horcon,8.3459227,-82.039257,27
San Jose,8.6497565,-78.4674998,27
Arenita,8.7904288,-78.2648947,27
Guagara,8.5693227,-78.2671584,27
Kamuakiro,7.9182805,-77.5056111,27
Quebrada de Tigre,7.7558817,-80.7538657,27
Los Ceibos,7.7569057,-80.827238,27
El Chirote,7.6080133,-80.6763846,27
Guarare,7.7144091,-80.6669845,27
Jesuito,8.0024124,-80.8140267,27
Rio Parita,7.9819648,-80.5027295,27
Los Carates,7.8317895,-80.6121863,27
Llano de los Castros,7.7844192,-80.424515,27
El Bajo,7.7228493,-80.3579446,27
Cana Brava 3,7.8982703,-80.4777169,27
Toleta,7.8413289,-80.5197745,27
Quebrada Grande,7.9177792,-80.4765361,27
Botello,7.7317559,-80.5169854,27
Pacorita,7.7121719,-80.4346562,27
El Castillo,7.7491661,-80.4523711,27
La Meca,7.7737825,-80.5444362,27
San Francisco,7.5083233,-80.1158749,27
Rio Viejo Abajo o Chara Abajo,7.4132854,-80.3974011,27
Teria Nacimiento o Teria Arriba,8.7652319,-80.0821338,27
El Valle de Madrono,9.2888272,-79.1429843,27
La Cocobola,8.9238344,-79.8136417,27
San Cristobal,9.2737004,-79.3847538,27
La Agustina,8.509697,-80.0020685,27
Potrerillos,8.5007285,-80.0755423,27
Bajo El Jobo,8.5967903,-80.0859626,27
El Balso,8.5386806,-80.0415552,27
Pedregoso,8.0179551,-80.9570667,27
Raja Lena,8.419458,-80.7741157,27
La Marcela o Llano Largo,8.3139778,-80.9290996,27
El Castillito,8.3900122,-81.3749193,27
El Ranero,8.3065411,-81.1525041,27
El Piro,8.2384615,-81.1706568,27
Los Morales,8.191436,-81.3193968,27
Tabasara,8.1170297,-81.6209767,27
Los Vasquez,8.2273733,-80.9500009,27
El Chumico o Alto Guarumo,8.3733355,-81.0377444,27
Palmar,8.6807831,-81.16651,27
Cana Blanca,8.4925273,-80.9414633,27
La Montana Abajo,8.4750586,-81.0002289,27
La Ensillada,8.1411828,-81.0522545,27
Los Bajos,8.187523,-80.8172871,27
Palma Real,7.8034565,-81.5222148,27
Cabecera de San Rafael,7.8319609,-81.5011443,27
Las Culebras,7.9132316,-81.3572062,27
Alto de La Pita,7.9094828,-81.2732379,27
Mata Palo,7.6824904,-81.3160943,27
Rio Negro,7.6341652,-80.8531174,27
Jatote,8.5728473,-82.0380368,27
Cogollo 2,8.5883014,-82.0269368,27
Pita,8.5725728,-81.9817116,27
Quebrada Caracol,8.5162191,-81.9186858,27
Carrizal,8.4906632,-81.8949924,27
Cerro Pina,8.4035775,-81.8754089,27
Quebrada Conejo,8.3753555,-81.9189142,27
Cerro Humo o Cerro Ceniza,8.4886307,-81.562137,27
Cacicon,8.5248889,-81.5831101,27
Achiote,8.31343,-81.8374989,27
Piedra Fogon,8.5262412,-81.423681,27
Alto Liri,8.4820161,-81.4480499,27
Boca Macho,8.7358295,-81.9868297,27
Suliari,8.7168105,-82.0545915,27
Cleate,8.7042509,-81.7898489,27
Guativi,8.8091847,-81.7929071,27
Agoy,8.9987807,-81.773966,27
La Laja,8.7527838,-81.3100666,27
La Zaragoza,8.7815687,-81.3687015,27
Quimpanpan o Quimopan,8.7977198,-81.4877698,27
Essey Chi,8.8987919,-81.7275566,27
Rio Chico,8.5623686,-81.2091407,27
La Palma,9.5568365,-82.5846664,26
Ganadera Bocas,9.456037,-82.6602258,26
Buena Vista,9.2922914,-82.5651995,26
Nuevo Mexico,8.6083046,-80.1734246,26
Llano Bonito,8.5155944,-80.2072429,26
Las Cuevas,8.7457064,-80.632906,26
Jamaica,8.7843433,-80.6433261,26
Loma Colorada,8.5671437,-80.5117779,26
Loma Larga,8.4389297,-80.7530911,26
El Ladrillal de San Cristobal,8.8918833,-80.1749106,26
Rio del Jobo,9.2794309,-79.7780292,26
El Cabimo,9.0622313,-80.1887054,26
Chilar,9.1605778,-80.1958652,26
La Puerca,9.0297476,-80.1765994,26
Los Santos,8.9956083,-80.1586956,26
Cano Claro Arriba,9.1704153,-80.1194227,26
Nuevo Cope,9.1320631,-80.3443631,26
La Pena,8.947699,-80.5370239,26
Loma Bonita,8.9800569,-80.2864384,26
Loma Alta,9.1658958,-80.2453768,26
Quebrada Tallo,8.0667671,-82.884678,26
Punta Las Pavas,8.2601363,-82.4312362,26
Rio Santiago Arriba,8.2793919,-81.755508,26
Tierras Negras,8.4423079,-82.1273007,26
Cerro Redondo,8.2688174,-81.5637001,26
Guayabal,8.3156158,-81.701536,26
Eusebia Arriba,8.6325811,-78.2859846,26
El Espaveito,8.8410466,-78.4020596,26
Las Colinas,8.7096049,-78.2974592,26
Quintin,8.5511822,-78.0949831,26
El Pilon,7.9755163,-80.8187733,26
Las Flores,7.9733771,-80.6168373,26
Los Barreritos,7.8336443,-80.7017631,26
La Estancia,7.8462847,-80.6546764,26
El Highito,8.068826,-80.7790184,26
Canafistulo,7.721846,-80.3916145,26
Los Piros,7.6258984,-80.3834227,26
Cana Brava 2,7.8955935,-80.4881285,26
El Hatillo,7.9450835,-80.4051448,26
La Iguana,7.8002383,-80.5640638,26
Tumaco Abajo,7.6157752,-80.6499858,26
La Madera,7.5414844,-80.1450433,26
La Isla,7.4978354,-80.4402511,26
El Tecal,8.9200674,-79.627387,26
Cabecera de Rio Caimito,8.7532557,-79.9578607,26
Tosanto,8.6875535,-80.0159935,26
El Madrono,9.2941146,-79.1438358,26
Rio Nazareno Arriba,9.0004155,-78.8682266,26
Quebrada Venado,8.895029,-78.5852005,26
Santa Librada,8.8722461,-78.3852653,26
Las Piedras,8.9155984,-79.8249008,26
Punta  Roca,8.5183283,-79.9061201,26
Alto de los Bala,8.0643457,-80.9345492,26
El Coral,8.251909,-80.8392273,26
Llano Colorado,8.3334943,-80.7414746,26
Las Jimenez,8.2045338,-80.7630655,26
La Gallinaza,8.4432682,-80.7642638,26
El Roble,8.2600222,-81.3464844,26
Coteral,8.3762245,-81.2133298,26
Los Guarumos,8.4506455,-81.2262355,26
Los Naranjos,8.4086074,-81.1859721,26
La Horqueta,8.3795053,-81.4562472,26
San Pedrito,8.170397,-81.2235982,26
Gorgojo,7.9285364,-81.4718008,26
Palenque,8.0786679,-81.6085075,26
Loma de La Cruz,8.0211641,-81.4899844,26
La Jacinta,8.0210058,-81.5085325,26
Loma de La Pava,8.6425822,-81.1491953,26
El Negrito,7.898068,-80.9529423,26
La Montanuela Abajo,8.07913,-81.0626149,26
San Rafael,7.8302579,-81.4779516,26
La Concepcion o Entrada de los Polancos,7.9444763,-81.2917966,26
La Pifa o La Laguna o Pixvae,7.693599,-81.2853653,26
Madre Vieja,7.680002,-81.3295581,26
Berba,8.0658059,-81.2993161,26
Tembladera o Quebrada Severino,7.2163814,-80.7799384,26
Quebrada Monito,8.3757189,-81.9838665,26
Cana Blanca,8.5419829,-81.9559319,26
Quebrada Sardina 2 o Boca de Sagui,8.5550051,-81.9869823,26
Blanco,8.5506122,-81.8582041,26
Cerro de Dios,8.3925645,-81.7654567,26
Boleridi,8.5590681,-81.5688829,26
Cerro Algarrobo,8.4509644,-81.537066,26
Cerro Amargo,8.5199091,-81.6328254,26
Alto Llano Venado,8.4372974,-81.5853643,26
Llano Balsa,8.4145457,-81.6239599,26
Peniel o Cabrilla,8.1768914,-81.5581255,26
Rio Coy,8.9382274,-81.9481869,26
Medingumbota,8.6445301,-81.7444621,26
Quebrada Flor o Babariguidete,8.5132899,-81.7773915,26
Cerro Capacho o Tograte,8.6099187,-81.7688571,26
Cuiragote,8.6699143,-81.7623931,26
Guoricote,8.5602355,-81.7598169,26
Nogrigote,8.6513326,-81.7420568,26
Los Primitivos,8.7656597,-81.2324755,26
Cerro Baquenque,8.7315748,-81.3231134,26
Punta Afuera,9.2067953,-82.1994609,25
Finca 07,9.4519226,-82.545106,25
La Ponderosa,9.4584699,-82.4767815,25
Guameru o Traicionero,9.4857035,-82.6211166,25
Platanerito,8.9221906,-82.1543772,25
La Caleta,8.2021272,-80.4901207,25
Los Pintos,8.5594152,-80.122139,25
Los Sanchez,8.524226,-80.1668447,25
Llano Bonito No.1,8.4459547,-80.163727,25
Buenos Aires,8.5134864,-80.1604579,25
Los Saltillos,8.7482996,-80.6706535,25
Las Lajas,8.4413496,-80.747951,25
El Guarumal,8.5883349,-80.7289183,25
Rio Indio,8.8300622,-80.1720222,25
Cerro Venado,8.8791374,-80.2279469,25
Pueblo Nuevo,8.9547198,-80.1889859,25
Santa Ana Arriba,8.7732517,-80.2371809,25
San Miguel 2,8.7576284,-80.2883179,25
La Escoba,9.1667707,-80.0148383,25
Batatilla,8.9958182,-80.1032713,25
Jimenez,9.2222512,-80.1067048,25
Rancho Malo,9.1114124,-80.1303413,25
La Hicotea,9.1529527,-80.275998,25
Boca del Cano Sucio,9.0147262,-80.3592192,25
Cabecera del Jobo,9.0101988,-80.234575,25
La Pedregosa,9.0250674,-80.3069101,25
La Polvora,9.0839708,-80.1923314,25
La Ceiba,8.8012574,-80.5926166,25
La Union Santena,9.5497236,-79.4176455,25
